COUNTRY,ADMIN1,ADMIN2,CITYID,YEAR,DEPOP,POP,GRDP,RTL_CMP,FDAC_CMP,EMP,HT_CMP,GRAD,ELMTRY,WLT_CMP,ENT_CMP,BED
일본,Aichi-ken,Kariya-shi,JP23011,2010,0,145781,,86,812,79916,198,24332,9012,201,,1454
일본,Aichi-ken,Toyota-shi,JP23012,2010,0,421487,,371,2129,226499,513,51780,25592,545,,2898
일본,Aichi-ken,Anjo-shi,JP23013,2010,0,178691,,144,868,95618,222,25517,12043,283,,1207
일본,Aichi-ken,Nishio-shi,JP23014,2010,0,165298,,202,745,91329,239,17733,10028,301,,904
일본,Aichi-ken,Gamagori-shi,JP23015,2010,1,82249,,87,720,44171,199,9715,4512,183,,690
일본,Aichi-ken,Inuyama-shi,JP23016,2010,1,75198,,170,958,37851,295,11065,4550,329,,939
일본,Aichi-ken,Tokoname-shi,JP23017,2010,0,54858,,155,268,28904,89,6921,3097,85,,300
일본,Aichi-ken,Konan-shi,JP23018,2010,1,99730,,56,501,50982,109,13455,6287,185,,1043
일본,Aichi-ken,Komaki-shi,JP23019,2010,0,147132,,752,1087,77046,281,20151,9299,320,,714
일본,Aichi-ken,Inazawa-shi,JP23020,2010,1,136442,,198,837,73092,182,19892,8178,266,,1110
일본,Aichi-ken,Shinshiro-shi,JP23021,2010,1,49864,,48,236,27034,71,4839,2724,96,,503
일본,Aichi-ken,Tokai-shi,JP23022,2010,0,107690,,190,599,58529,88,12882,6954,133,,652
일본,Aichi-ken,Obu-shi,JP23023,2010,0,85249,,120,407,46176,93,14658,5455,128,,965
일본,Aichi-ken,Chita-shi,JP23024,2010,1,84768,,74,697,44291,201,11070,5239,231,,328
일본,Aichi-ken,Chiryu-shi,JP23025,2010,0,68398,,43,336,36804,74,10642,4187,110,,280
일본,Aichi-ken,Owariasahi-shi,JP23026,2010,0,81140,,51,350,40827,108,14562,5174,119,,311
일본,Aichi-ken,Takahama-shi,JP23027,2010,0,44027,,33,133,23482,43,4118,3041,65,,104
일본,Aichi-ken,Iwakura-shi,JP23028,2010,0,47340,,37,266,25237,45,7676,2647,108,,113
일본,Aichi-ken,Toyoake-shi,JP23029,2010,1,69745,,45,302,35687,98,9987,4180,109,,2049
일본,Aichi-ken,Nisshin-shi,JP23030,2010,0,84237,,42,339,42612,97,18613,5542,153,,467
일본,Aichi-ken,Tahara-shi,JP23031,2010,1,64119,,82,352,39785,51,4779,3680,61,,316
일본,Aichi-ken,Aisai-shi,JP23032,2010,1,64978,,53,213,34296,50,7756,4246,81,,0
일본,Aichi-ken,Kiyosu-shi,JP23033,2010,0,65757,,101,312,35086,81,10217,3578,72,,356
일본,Aichi-ken,Kitanagoya-shi,JP23034,2010,0,81571,,113,346,43848,82,11505,5073,110,,368
일본,Aichi-ken,Yatomi-shi,JP23035,2010,1,43272,,151,203,22838,64,5280,2665,78,,673
일본,Aichi-ken,Miyoshi-shi,JP23036,2010,0,60098,,73,325,29750,84,9790,4838,83,,295
일본,Aichi-ken,Ama-shi,JP23037,2010,1,86714,,57,306,45110,51,10107,5641,101,,685
일본,Aichi-ken,Nagakute-shi,JP23038,2010,0,52022,,23,197,27136,76,12341,3472,96,,1072
일본,Aichi-ken,Togo-cho,JP23039,2010,0,41851,,14,106,21748,46,7482,3061,62,,511
일본,Aichi-ken,Toyoyama-cho,JP23040,2010,0,14405,,41,119,8059,10,1625,847,15,,0
일본,Aichi-ken,Oguchi-cho,JP23041,2010,0,22446,,62,105,11662,24,3150,1481,27,,351
일본,Aichi-ken,Fuso-cho,JP23042,2010,0,33558,,17,165,17083,39,5367,2087,56,,0
일본,Aichi-ken,Oharu-cho,JP23043,2010,0,29891,,12,104,15934,17,3104,2049,30,,0
일본,Aichi-ken,Kanie-cho,JP23044,2010,0,36688,,81,382,19533,67,5176,2026,118,,170
일본,Aichi-ken,Tobishima-mura,JP23045,2010,0,4525,,211,40,2577,7,536,218,9,,0
일본,Aichi-ken,Agui-cho,JP23046,2010,0,25466,,11,117,13113,32,3458,1472,31,,0
일본,Aichi-ken,Higashiura-cho,JP23047,2010,1,49800,,24,132,25511,42,6763,3177,49,,162
일본,Aichi-ken,Minamichita-cho,JP23048,2010,1,20549,,88,785,11206,19,1255,981,27,,277
일본,Aichi-ken,Mihama-cho,JP23049,2010,1,25178,,36,108,12867,31,2350,1402,55,,0
일본,Aichi-ken,Taketoyo-cho,JP23050,2010,0,42408,,40,192,22264,42,4624,2712,59,,200
일본,Aichi-ken,Kota-cho,JP23051,2010,0,37930,,25,155,20569,39,4216,2449,43,,515
일본,Aichi-ken,Shitara-cho,JP23052,2010,1,5769,,15,46,2827,5,490,247,9,,0
일본,Aichi-ken,Toei-cho,JP23053,2010,1,3757,,4,22,1640,2,262,122,1,,40
일본,Aichi-ken,Toyone-mura,JP23054,2010,1,1336,,4,17,630,0,104,59,1,,0
일본,Mie-ken,Tsu-shi,JP24001,2010,1,285746,,254,1441,141864,574,40360,15649,382,,4688
일본,Mie-ken,Yokkaichi-shi,JP24002,2010,1,307766,,601,1939,159844,575,40010,18574,439,,3162
일본,Mie-ken,Ise-shi,JP24003,2010,1,130271,,96,859,65686,239,14235,7265,236,,1323
일본,Mie-ken,Matsusaka-shi,JP24004,2010,1,168017,,213,1333,85776,363,17885,9256,433,,2588
일본,Mie-ken,Kuwana-shi,JP24005,2010,1,140290,,255,1618,72944,371,21624,8700,479,,1520
일본,Mie-ken,Suzuka-shi,JP24006,2010,1,199293,,261,1068,101205,213,20693,12847,303,,2038
일본,Mie-ken,Nabari-shi,JP24007,2010,1,80284,,66,404,40695,99,10948,4422,194,,335
일본,Mie-ken,Owase-shi,JP24008,2010,1,20033,,28,257,9369,25,1532,905,37,,255
일본,Mie-ken,Kameyama-shi,JP24009,2010,1,51023,,117,219,26378,47,5594,2803,61,,255
일본,Mie-ken,Toba-shi,JP24010,2010,1,21435,,71,804,11399,22,1489,1123,18,,0
일본,Mie-ken,Kumano-shi,JP24011,2010,1,19662,,35,213,8595,31,1550,908,45,,330
일본,Mie-ken,Inabe-shi,JP24012,2010,1,45684,,194,451,24898,136,4015,2690,117,,605
일본,Mie-ken,Shima-shi,JP24013,2010,1,54694,,135,1659,27241,169,3196,2780,283,,500
일본,Mie-ken,Iga-shi,JP24014,2010,1,97207,,204,492,49856,167,9739,4941,100,,1082
일본,Mie-ken,Kisosaki-cho,JP24015,2010,1,6855,,16,25,4023,5,444,330,1,,0
일본,Mie-ken,Toin-cho,JP24016,2010,0,25661,,73,155,13627,75,3005,1449,99,,489
일본,Mie-ken,Komono-cho,JP24017,2010,0,39978,,65,184,20177,40,3909,2617,58,,295
일본,Mie-ken,Asahi-cho,JP24018,2010,0,9626,,9,46,4639,16,1558,737,12,,0
일본,Mie-ken,Kawagoe-cho,JP24019,2010,0,14003,,51,54,7433,18,1684,895,15,,0
일본,Mie-ken,Taki-cho,JP24020,2010,1,15438,,18,46,8182,13,1395,810,5,,0
일본,Mie-ken,Meiwa-cho,JP24021,2010,1,22833,,19,71,11648,16,2049,1418,27,,291
일본,Mie-ken,Odai-cho,JP24022,2010,1,10416,,21,62,4918,17,765,496,15,,125
일본,Mie-ken,Tamaki-cho,JP24023,2010,1,15297,,17,38,8110,13,1304,1019,13,,50
일본,Mie-ken,Watarai-cho,JP24024,2010,1,8692,,6,23,4502,10,601,524,8,,0
일본,Mie-ken,Taiki-cho,JP24025,2010,1,9846,,33,137,4546,12,572,425,16,,52
일본,Mie-ken,Minamiise-cho,JP24026,2010,1,14791,,20,120,6575,12,651,595,9,,76
일본,Mie-ken,Kihoku-cho,JP24027,2010,1,18611,,65,378,8789,46,1198,900,40,,380
일본,Mie-ken,Mihama-cho,JP24028,2010,1,9376,,10,48,4634,12,754,550,21,,0
일본,Mie-ken,Kiho-cho,JP24029,2010,1,11896,,6,42,5519,10,634,709,15,,0
일본,Shiga-ken,Otsu-shi,JP25001,2010,0,337634,,178,1413,162827,576,60586,20754,475,,4201
일본,Shiga-ken,Hikone-shi,JP25002,2010,0,112156,,92,672,56059,191,14494,6823,154,,977
일본,Shiga-ken,Nagahama-shi,JP25003,2010,1,124131,,123,621,62090,211,13448,7696,148,,1602
일본,Shiga-ken,Omihachiman-shi,JP25004,2010,1,81738,,92,681,41637,166,10959,4667,189,,935
일본,Shiga-ken,Kusatsu-shi,JP25005,2010,0,130874,,89,741,64737,228,23295,7317,257,,1360
일본,Shiga-ken,Moriyama-shi,JP25006,2010,0,76560,,71,319,38571,120,13453,5380,102,,840
일본,Shiga-ken,Ritto-shi,JP25007,2010,0,63655,,129,348,32376,133,9878,4893,105,,393
일본,Shiga-ken,Koka-shi,JP25008,2010,1,92704,,125,416,47957,149,9672,5769,174,,1299
일본,Shiga-ken,Yasu-shi,JP25009,2010,0,49955,,73,229,25952,105,7638,3037,88,,457
일본,Shiga-ken,Konan-shi,JP25010,2010,1,54614,,158,276,29575,91,5654,3318,129,,1043
일본,Shiga-ken,Takashima-shi,JP25011,2010,1,52486,,59,310,26570,75,4924,2853,66,,410
일본,Shiga-ken,Higashiomi-shi,JP25012,2010,1,115479,,135,493,59700,139,10806,7267,166,,1580
일본,Shiga-ken,Maibara-shi,JP25013,2010,1,40060,,59,124,19966,41,4480,2494,48,,0
일본,Shiga-ken,Hino-cho,JP25014,2010,1,22870,,43,75,12360,30,1919,1249,44,,195
일본,Shiga-ken,Ryuo-cho,JP25015,2010,1,12916,,16,54,7694,12,1199,693,15,,0
일본,Shiga-ken,Aisho-cho,JP25016,2010,0,20118,,48,63,10530,24,2068,1375,21,,0
일본,Shiga-ken,Toyosato-cho,JP25017,2010,1,7566,,31,47,3551,6,491,426,5,,338
일본,Shiga-ken,Kora-cho,JP25018,2010,1,7500,,12,19,3678,4,468,455,5,,0
일본,Shiga-ken,Taga-cho,JP25019,2010,1,7761,,22,43,3772,19,735,441,9,,0
일본,Kyoto-fu,Kyoto-shi,JP26001,2010,1,1474015,,1416,11419,727184,3129,241086,71930,2134,,23572
일본,Kyoto-fu,Fukuchiyama-shi,JP26002,2010,1,79652,,156,743,41476,185,8834,4627,133,,1180
일본,Kyoto-fu,Maizuru-shi,JP26003,2010,1,88669,,101,1036,44284,182,8070,5270,152,,1615
일본,Kyoto-fu,Ayabe-shi,JP26004,2010,1,35836,,40,212,17743,53,3571,1964,46,,391
일본,Kyoto-fu,Uji-shi,JP26005,2010,1,189609,,123,1234,90221,266,29434,11099,443,,2784
일본,Kyoto-fu,Miyazu-shi,JP26006,2010,1,19948,,53,356,9919,62,1971,964,52,,77
일본,Kyoto-fu,Kameoka-shi,JP26007,2010,1,92399,,75,447,47424,127,11703,5501,153,,679
일본,Kyoto-fu,Joyo-shi,JP26008,2010,1,80037,,74,503,39130,170,11622,4187,283,,942
일본,Kyoto-fu,Muko-shi,JP26009,2010,0,54328,,37,188,27235,73,9809,3211,90,,210
일본,Kyoto-fu,Nagaokakyo-shi,JP26010,2010,0,79844,,75,524,38739,173,18644,4567,242,,1343
일본,Kyoto-fu,Yawata-shi,JP26011,2010,1,74227,,112,180,36426,44,13363,4006,58,,548
일본,Kyoto-fu,Kyotanabe-shi,JP26012,2010,0,67910,,43,192,30435,73,12221,4154,117,,599
일본,Kyoto-fu,Kyotango-shi,JP26013,2010,1,59038,,71,717,31378,84,4721,3553,101,,740
일본,Kyoto-fu,Nantan-shi,JP26014,2010,1,35214,,24,134,17092,42,3798,1692,21,,638
일본,Kyoto-fu,Kizugawa-shi,JP26015,2010,0,69761,,38,276,33245,118,14241,4639,118,,321
일본,Kyoto-fu,Oyamazaki-cho,JP26016,2010,0,15121,,13,40,7403,13,3104,813,18,,0
일본,Kyoto-fu,Kumiyama-cho,JP26017,2010,1,15914,,191,146,8463,30,1773,956,20,,61
일본,Kyoto-fu,Ide-cho,JP26018,2010,1,8447,,21,41,4049,16,827,395,11,,0
일본,Kyoto-fu,Ujitawara-cho,JP26019,2010,1,9711,,12,24,5177,7,989,616,4,,0
일본,Kyoto-fu,Kasagi-cho,JP26020,2010,1,1626,,6,13,776,4,141,57,0,,0
일본,Kyoto-fu,Wazuka-cho,JP26021,2010,1,4482,,3,7,2353,0,372,191,3,,0
일본,Kyoto-fu,Seika-cho,JP26022,2010,0,35630,,10,76,17036,65,8438,2811,65,,250
일본,Kyoto-fu,Minamiyamashiro-mura,JP26023,2010,1,3078,,4,13,1575,0,298,99,5,,0
일본,Kyoto-fu,Kyotamba-cho,JP26024,2010,1,15732,,14,84,8073,20,1264,773,19,,144
일본,Kyoto-fu,Ine-cho,JP26025,2010,1,2410,,17,63,1161,0,126,88,0,,0
일본,Kyoto-fu,Yosano-cho,JP26026,2010,1,23454,,13,98,12147,36,1723,1419,41,,295
일본,Osaka-fu,Osaka-shi,JP27001,2010,0,2665314,,4486,28629,1257298,12495,338774,125794,3482,,33060
일본,Osaka-fu,Sakai-shi,JP27002,2010,1,841966,,2571,7058,390588,1227,112615,49315,1319,,346
일본,Osaka-fu,Kishiwada-shi,JP27003,2010,1,199234,,465,2450,91975,669,19973,12645,820,,3386
일본,Osaka-fu,Toyonaka-shi,JP27004,2010,0,389341,,302,1827,184524,401,79444,22211,576,,4209
일본,Osaka-fu,Ikeda-shi,JP27005,2010,0,104229,,112,849,48497,119,21211,6203,146,,536
일본,Osaka-fu,Suita-shi,JP27006,2010,0,355798,,188,1317,169536,490,77790,20692,394,,4419
일본,Osaka-fu,Izumiotsu-shi,JP27007,2010,1,77548,,249,802,36078,136,9079,5468,136,,476
일본,Osaka-fu,Takatsuki-shi,JP27008,2010,1,357359,,233,1339,164686,307,64114,19991,381,,4510
일본,Osaka-fu,Kaizuka-shi,JP27009,2010,1,90519,,434,2757,43044,551,9562,6208,737,,2460
일본,Osaka-fu,Moriguchi-shi,JP27010,2010,1,146697,,132,983,67620,173,14377,7753,151,,2042
일본,Osaka-fu,Hirakata-shi,JP27011,2010,1,407978,,168,1427,186484,356,67880,24497,475,,5465
일본,Osaka-fu,Ibaraki-shi,JP27012,2010,0,274822,,350,1190,131821,305,56920,16834,341,,4082
일본,Osaka-fu,Yao-shi,JP27013,2010,1,271460,,320,1336,124913,249,32087,15719,380,,2482
일본,Osaka-fu,Izumisano-shi,JP27014,2010,1,100801,,403,1671,48170,259,11596,6420,360,,1570
일본,Osaka-fu,Tondabayashi-shi,JP27015,2010,1,119576,,60,343,54443,101,17586,6991,130,,1424
일본,Osaka-fu,Neyagawa-shi,JP27016,2010,1,238204,,124,1164,114531,212,28784,13739,262,,1927
일본,Osaka-fu,Kawachinagano-shi,JP27017,2010,1,112490,,38,396,49352,90,19129,6132,163,,1512
일본,Osaka-fu,Matsubara-shi,JP27018,2010,1,124594,,84,638,59364,90,12947,7317,155,,1226
일본,Osaka-fu,Daito-shi,JP27019,2010,1,127534,,183,536,61241,89,13567,8076,129,,1393
일본,Osaka-fu,Izumi-shi,JP27020,2010,1,184988,,287,1102,83822,215,23908,12769,423,,3119
일본,Osaka-fu,Minoh-shi,JP27021,2010,0,129895,,82,478,60119,156,29079,7479,175,,1799
일본,Osaka-fu,Kashiwara-shi,JP27022,2010,1,74773,,28,243,36009,44,9851,4238,85,,617
일본,Osaka-fu,Habikino-shi,JP27023,2010,1,117681,,93,393,54120,120,14980,7131,144,,1707
일본,Osaka-fu,Kadoma-shi,JP27024,2010,1,130282,,261,1004,60983,91,10000,7142,113,,771
일본,Osaka-fu,Settsu-shi,JP27025,2010,0,83720,,334,390,41889,65,9854,4830,88,,399
일본,Osaka-fu,Takaishi-shi,JP27026,2010,1,59572,,84,295,27453,53,9040,3806,108,,1095
일본,Osaka-fu,Fujiidera-shi,JP27027,2010,1,66165,,49,451,30873,63,8982,3950,115,,303
일본,Osaka-fu,Higashiosaka-shi,JP27028,2010,1,509533,,913,2944,236256,493,54011,27366,614,,4622
일본,Osaka-fu,Sennan-shi,JP27029,2010,1,64403,,311,614,28605,179,6564,4459,240,,1173
일본,Osaka-fu,Shijonawate-shi,JP27030,2010,1,57554,,39,255,25545,48,7147,3890,78,,611
일본,Osaka-fu,Katano-shi,JP27031,2010,1,77686,,36,211,35832,90,13288,5060,133,,233
일본,Osaka-fu,Osakasayama-shi,JP27032,2010,0,58227,,18,242,26483,53,9994,3484,100,,2484
일본,Osaka-fu,Hannan-shi,JP27033,2010,1,56646,,175,2583,25734,571,7088,3524,860,,386
일본,Osaka-fu,Shimamoto-cho,JP27034,2010,0,28935,,11,64,14029,20,6628,1702,30,,117
일본,Osaka-fu,Toyono-cho,JP27035,2010,1,21989,,13,20,10197,10,5314,985,6,,0
일본,Osaka-fu,Nose-cho,JP27036,2010,1,11650,,23,36,5872,4,1185,540,6,,0
일본,Osaka-fu,Tadaoka-cho,JP27037,2010,1,18149,,22,73,8080,11,1589,1188,9,,47
일본,Osaka-fu,Kumatori-cho,JP27038,2010,1,45069,,36,154,21156,37,6226,2913,86,,1008
일본,Osaka-fu,Tajiri-cho,JP27039,2010,0,8085,,40,80,3839,10,994,579,40,,40
일본,Osaka-fu,Misaki-cho,JP27040,2010,1,17504,,7,57,7606,6,2074,880,25,,301
일본,Osaka-fu,Taishi-cho,JP27041,2010,1,14220,,12,19,6527,10,1902,1020,33,,0
일본,Osaka-fu,Kanan-cho,JP27042,2010,1,17040,,41,82,7663,38,2322,917,27,,0
일본,Osaka-fu,Chihayaakasaka-mura,JP27043,2010,1,6015,,27,23,2761,4,856,259,10,,0
일본,Hyogo-ken,Kobe-shi,JP28001,2010,1,1544200,,2306,12391,715817,3057,276492,81695,2276,,18764
일본,Hyogo-ken,Himeji-shi,JP28002,2010,1,536270,,1824,3847,259873,1023,69535,33563,1088,,6046
일본,Hyogo-ken,Amagasaki-shi,JP28003,2010,0,453748,,417,2949,220850,512,59701,23655,488,,4025
일본,Hyogo-ken,Akashi-shi,JP28004,2010,0,290959,,231,1761,133972,392,43133,17333,439,,3636
일본,Hyogo-ken,Nishinomiya-shi,JP28005,2010,0,482640,,342,2109,228543,468,113170,29927,667,,4855
일본,Hyogo-ken,Sumoto-shi,JP28006,2010,1,47254,,39,372,23529,81,4780,2599,63,,845
일본,Hyogo-ken,Ashiya-shi,JP28007,2010,0,93238,,18,392,42878,135,30597,4677,159,,339
일본,Hyogo-ken,Itami-shi,JP28008,2010,0,196127,,131,808,95332,167,30763,11934,210,,1541
일본,Hyogo-ken,Aioi-shi,JP28009,2010,1,31158,,62,182,14435,70,3668,1446,60,,745
일본,Hyogo-ken,Toyooka-shi,JP28010,2010,1,85592,,71,1002,44209,169,8573,4923,153,,705
일본,Hyogo-ken,Kakogawa-shi,JP28011,2010,1,266937,,194,1603,127089,348,36177,16529,444,,2943
일본,Hyogo-ken,Ako-shi,JP28012,2010,1,50523,,66,511,23514,77,5904,2954,80,,1074
일본,Hyogo-ken,Nishiwaki-shi,JP28013,2010,1,42802,,54,261,21708,81,3809,2509,58,,430
일본,Hyogo-ken,Takarazuka-shi,JP28014,2010,0,225700,,52,815,102824,219,54742,15056,299,,1233
일본,Hyogo-ken,Miki-shi,JP28015,2010,1,81009,,81,507,40656,82,10456,4365,103,,1779
일본,Hyogo-ken,Takasago-shi,JP28016,2010,1,93901,,94,727,45326,160,11134,5663,166,,489
일본,Hyogo-ken,Kawanishi-shi,JP28017,2010,1,156423,,54,520,68859,127,32281,9143,181,,1883
일본,Hyogo-ken,Ono-shi,JP28018,2010,1,49680,,69,209,25416,76,4947,3080,64,,212
일본,Hyogo-ken,Sanda-shi,JP28019,2010,1,114216,,72,342,56230,123,21932,6696,156,,2915
일본,Hyogo-ken,Kasai-shi,JP28020,2010,1,47993,,72,206,24321,67,5389,2600,42,,514
일본,Hyogo-ken,Tambasasayama-shi,JP28021,2010,1,43263,,83,288,22342,80,4810,2253,76,,441
일본,Hyogo-ken,Yabu-shi,JP28022,2010,1,26501,,37,201,12563,42,2459,1381,43,,707
일본,Hyogo-ken,Tamba-shi,JP28023,2010,1,67757,,123,410,34556,126,6213,4060,119,,1116
일본,Hyogo-ken,Minamiawaji-shi,JP28024,2010,1,49834,,87,331,28242,59,3944,2760,78,,630
일본,Hyogo-ken,Asago-shi,JP28025,2010,1,32814,,47,185,16102,41,3332,1878,57,,439
일본,Hyogo-ken,Awaji-shi,JP28026,2010,1,46459,,49,333,23079,48,3735,2337,72,,582
일본,Hyogo-ken,Shiso-shi,JP28027,2010,1,40938,,38,187,21093,54,3298,2509,75,,205
일본,Hyogo-ken,Kato-shi,JP28028,2010,0,40181,,71,239,21132,56,4977,2690,41,,669
일본,Hyogo-ken,Tatsuno-shi,JP28029,2010,1,80518,,121,354,38821,139,9260,4795,212,,1139
일본,Hyogo-ken,Inagawa-cho,JP28030,2010,1,31739,,7,67,14869,29,5740,2153,37,,567
일본,Hyogo-ken,Taka-cho,JP28031,2010,1,23104,,29,68,11574,22,1771,1399,10,,170
일본,Hyogo-ken,Inami-cho,JP28032,2010,1,31026,,83,127,15351,51,3489,1820,43,,458
일본,Hyogo-ken,Harima-cho,JP28033,2010,0,33183,,38,148,16143,41,4049,2055,45,,0
일본,Hyogo-ken,Ichikawa-cho,JP28034,2010,1,13288,,11,24,6583,12,1321,710,10,,0
일본,Hyogo-ken,Fukusaki-cho,JP28035,2010,1,19830,,33,88,9831,32,2136,1168,42,,402
일본,Hyogo-ken,Kamikawa-cho,JP28036,2010,1,12289,,15,58,5771,11,997,697,20,,0
일본,Hyogo-ken,Taishi-cho,JP28037,2010,0,33438,,28,154,16063,46,3793,2463,75,,0
일본,Hyogo-ken,Kamigori-cho,JP28038,2010,1,16636,,17,63,7908,21,2054,858,30,,30
일본,Hyogo-ken,Sayo-cho,JP28039,2010,1,19265,,21,80,9062,28,1584,929,27,,362
일본,Hyogo-ken,Kami-cho,JP28040,2010,1,19696,,29,269,9739,25,1572,1073,45,,100
일본,Hyogo-ken,Shinonsen-cho,JP28041,2010,1,16004,,22,122,7697,25,1256,838,10,,280
일본,Nara-ken,Nara-shi,JP29001,2010,1,366591,,202,1906,168478,617,79005,20768,634,,4198
일본,Nara-ken,Yamatotakada-shi,JP29002,2010,1,68451,,34,244,33632,79,9133,3666,76,,656
일본,Nara-ken,Yamatokoriyama-shi,JP29003,2010,1,89023,,118,661,42226,204,14590,4767,199,,1172
일본,Nara-ken,Tenri-shi,JP29004,2010,1,69178,,67,490,31591,106,9749,3882,146,,1737
일본,Nara-ken,Kashihara-shi,JP29005,2010,1,125605,,54,576,56078,135,18758,7195,159,,1807
일본,Nara-ken,Sakurai-shi,JP29006,2010,1,60146,,37,288,27827,78,7886,3260,92,,515
일본,Nara-ken,Gojo-shi,JP29007,2010,1,34460,,30,153,16586,26,3624,1799,27,,199
일본,Nara-ken,Gose-shi,JP29008,2010,1,30287,,26,76,13216,26,3445,1264,23,,736
일본,Nara-ken,Ikoma-shi,JP29009,2010,1,118113,,41,368,53604,111,31294,7159,153,,995
일본,Nara-ken,Kashiba-shi,JP29010,2010,0,75227,,37,249,32565,89,12912,6008,137,,737
일본,Nara-ken,Katsuragi-shi,JP29011,2010,0,35859,,21,98,17037,24,5113,2253,12,,222
일본,Nara-ken,Uda-shi,JP29012,2010,1,34227,,31,120,16299,28,4324,1573,45,,265
일본,Nara-ken,Yamazoe-mura,JP29013,2010,1,4107,,3,12,2207,1,346,146,0,,0
일본,Nara-ken,Heguri-cho,JP29014,2010,1,19727,,5,46,8911,18,4007,978,17,,0
일본,Nara-ken,Sango-cho,JP29015,2010,1,23440,,2,40,10166,20,4486,1234,13,,1000
일본,Nara-ken,Ikaruga-cho,JP29016,2010,1,27734,,14,74,12804,28,5261,1527,21,,0
일본,Nara-ken,Ando-cho,JP29017,2010,1,7929,,7,5,3897,4,1125,318,4,,0
일본,Nara-ken,Kawanishi-cho,JP29018,2010,1,8653,,14,42,4047,17,1328,441,18,,0
일본,Nara-ken,Miyake-cho,JP29019,2010,1,7440,,13,7,3431,2,1072,322,8,,0
일본,Nara-ken,Tawaramoto-cho,JP29020,2010,1,32121,,38,88,14983,29,4853,1785,26,,320
일본,Nara-ken,Soni-mura,JP29021,2010,1,1895,,4,20,953,1,151,49,1,,0
일본,Nara-ken,Mitsue-mura,JP29022,2010,1,2102,,1,4,915,0,136,77,0,,0
일본,Nara-ken,Takatori-cho,JP29023,2010,1,7657,,2,16,3387,8,979,335,1,,388
일본,Nara-ken,Asuka-mura,JP29024,2010,1,5856,,5,37,2849,2,969,267,5,,0
일본,Nara-ken,Kammaki-cho,JP29025,2010,1,23728,,5,54,10296,10,3353,1476,19,,553
일본,Nara-ken,Oji-cho,JP29026,2010,0,22182,,11,116,10329,31,4679,1125,49,,105
일본,Nara-ken,Koryo-cho,JP29027,2010,0,33070,,27,121,15989,32,6314,2251,21,,0
일본,Nara-ken,Kawai-cho,JP29028,2010,1,18531,,9,52,8245,8,3744,936,19,,0
일본,Nara-ken,Yoshino-cho,JP29029,2010,1,8642,,12,78,3932,12,916,276,9,,159
일본,Nara-ken,Oyodo-cho,JP29030,2010,1,19176,,25,75,9143,19,1934,1112,16,,413
일본,Nara-ken,Shimoichi-cho,JP29031,2010,1,7020,,7,8,3195,7,731,260,2,,264
일본,Nara-ken,Kurotaki-mura,JP29032,2010,1,840,,2,5,359,0,63,22,0,,0
일본,Nara-ken,Tenkawa-mura,JP29033,2010,1,1572,,7,75,759,1,109,56,0,,0
일본,Nara-ken,Nosegawa-mura,JP29034,2010,1,524,,1,8,273,0,47,16,0,,0
일본,Nara-ken,Totsukawa-mura,JP29035,2010,1,4107,,13,48,1765,3,349,167,0,,0
일본,Nara-ken,Shimokitayama-mura,JP29036,2010,1,1039,,3,9,438,1,85,61,0,,0
일본,Nara-ken,Kamikitayama-mura,JP29037,2010,1,683,,4,31,333,0,77,27,0,,0
일본,Nara-ken,Kawakami-mura,JP29038,2010,1,1643,,4,27,661,5,132,35,5,,0
일본,Nara-ken,Higashiyoshino-mura,JP29039,2010,1,2143,,5,12,893,2,148,70,0,,0
일본,Wakayama-ken,Wakayama-shi,JP30001,2010,1,370364,,682,2372,174513,861,46232,20599,619,,6356
일본,Wakayama-ken,Kainan-shi,JP30002,2010,1,54783,,84,264,26421,84,6240,2819,75,,377
일본,Wakayama-ken,Hashimoto-shi,JP30003,2010,1,66361,,44,326,32452,79,9324,3752,134,,675
일본,Wakayama-ken,Arida-shi,JP30004,2010,1,30592,,40,185,15068,48,2476,1739,78,,298
일본,Wakayama-ken,Gobo-shi,JP30005,2010,1,26111,,28,275,12424,79,2315,1516,77,,686
일본,Wakayama-ken,Tanabe-shi,JP30006,2010,1,79119,,114,1249,39641,201,6089,4399,203,,1222
일본,Wakayama-ken,Shingu-shi,JP30007,2010,1,31498,,45,423,14281,78,2618,1635,87,,545
일본,Wakayama-ken,Kinokawa-shi,JP30008,2010,1,65840,,71,250,33787,67,7197,3684,123,,648
일본,Wakayama-ken,Iwade-shi,JP30009,2010,0,52882,,19,210,25121,60,5632,3804,79,,572
일본,Wakayama-ken,Kimino-cho,JP30010,2010,1,10391,,16,41,5030,5,804,428,14,,307
일본,Wakayama-ken,Katsuragi-cho,JP30011,2010,1,18230,,19,117,9459,25,2038,835,24,,126
일본,Wakayama-ken,Kudoyama-cho,JP30012,2010,1,4963,,3,12,2458,5,498,204,2,,120
일본,Wakayama-ken,Koya-cho,JP30013,2010,1,3975,,10,48,2060,4,672,103,6,,41
일본,Wakayama-ken,Yuasa-cho,JP30014,2010,1,13210,,22,199,6668,16,977,713,35,,184
일본,Wakayama-ken,Hirogawa-cho,JP30015,2010,1,7714,,12,23,3822,7,544,423,8,,0
일본,Wakayama-ken,Aridagawa-cho,JP30016,2010,1,27162,,43,173,14235,33,2107,1559,49,,491
일본,Wakayama-ken,Mihama-cho,JP30017,2010,1,8077,,7,45,3648,8,806,415,18,,0
