CNTRY,admin1,admin2,retail10,retail20,pop10,pop20,rate
일본,Okinawa-ken,Chatan-cho,19,338,27264,28201,3.44%
일본,Okinawa-ken,Kitanakagusuku-son,23,248,15951,17969,12.65%
일본,Okinawa-ken,Nakagusuku-son,17,140,17680,22157,25.32%
일본,Okinawa-ken,Nishihara-cho,27,340,34766,34984,0.63%
일본,Okinawa-ken,Yonabaru-cho,12,174,16318,19695,20.69%
일본,Okinawa-ken,Haebaru-cho,21,325,35244,40440,14.74%
일본,Okinawa-ken,Tokashiki-son,6,23,760,718,-5.53%
일본,Okinawa-ken,Zamami-son,3,71,865,892,3.12%
일본,Okinawa-ken,Aguni-son,4,11,863,683,-20.86%
일본,Okinawa-ken,Tonaki-son,3,15,452,346,-23.45%
일본,Okinawa-ken,Minamidaito-son,1,15,1442,1285,-10.89%
일본,Okinawa-ken,Kitadaito-son,2,10,665,590,-11.28%
일본,Okinawa-ken,Iheya-son,3,21,1385,1126,-18.70%
일본,Okinawa-ken,Izena-son,3,24,1589,1322,-16.80%
일본,Okinawa-ken,Kumejima-cho,17,112,8519,7192,-15.58%
일본,Okinawa-ken,Yaese-cho,31,194,26681,30941,15.97%
일본,Okinawa-ken,Tarama-son,4,15,1231,1058,-14.05%
일본,Okinawa-ken,Taketomi-cho,51,68,3859,3942,2.15%
일본,Okinawa-ken,Yonaguni-cho,11,25,1657,1676,1.15%
