CNTRY,admin1,admin2,CITYID,bed10,bed20,pop10,pop20,rate
,Hokkaido,Tobetsu-cho,JP01036,63 ,0 ,18766 ,15916 ,-15.19%
,Hokkaido,Shinshinotsu-mura,JP01037,0 ,0 ,3515 ,3044 ,-13.40%
,Hokkaido,Matsumae-cho,JP01038,100 ,100 ,8748 ,6260 ,-28.44%
,Hokkaido,Fukushima-cho,JP01039,0 ,0 ,5114 ,3794 ,-25.81%
,Hokkaido,Shiriuchi-cho,JP01040,0 ,0 ,5074 ,4167 ,-17.88%
,Hokkaido,Kikonai-cho,JP01041,99 ,99 ,5341 ,3832 ,-28.25%
,Hokkaido,Nanae-cho,JP01042,595 ,595 ,28463 ,27686 ,-2.73%
,Hokkaido,Shikabe-cho,JP01043,0 ,0 ,4767 ,3760 ,-21.12%
,Hokkaido,Mori-machi,JP01044,243 ,143 ,17859 ,14338 ,-19.72%
,Hokkaido,Yakumo-cho,JP01045,697 ,426 ,18896 ,15826 ,-16.25%
,Hokkaido,Oshamambe-cho,JP01046,54 ,54 ,6386 ,5109 ,-20.00%
,Hokkaido,Esashi-cho,JP01047,258 ,258 ,9004 ,7428 ,-17.50%
,Hokkaido,Kaminokuni-cho,JP01048,0 ,0 ,5428 ,4306 ,-20.67%
,Hokkaido,Assabu-cho,JP01049,69 ,69 ,4409 ,3592 ,-18.53%
,Hokkaido,Otobe-cho,JP01050,62 ,62 ,4408 ,3403 ,-22.80%
,Hokkaido,Okushiri-cho,JP01051,54 ,54 ,3033 ,2410 ,-20.54%
,Hokkaido,Imakane-cho,JP01052,52 ,33 ,6186 ,5072 ,-18.01%
,Hokkaido,Setana-cho,JP01053,271 ,234 ,9590 ,7398 ,-22.86%
,Hokkaido,Shimamaki-mura,JP01054,0 ,0 ,1781 ,1356 ,-23.86%
,Hokkaido,Suttsu-cho,JP01055,0 ,0 ,3443 ,2838 ,-17.57%
,Hokkaido,Kuromatsunai-cho,JP01056,40 ,0 ,3250 ,2791 ,-14.12%
,Hokkaido,Rankoshi-cho,JP01057,124 ,39 ,5292 ,4568 ,-13.68%
,Hokkaido,Niseko-cho,JP01058,0 ,0 ,4823 ,5074 ,5.20%
,Hokkaido,Makkari-mura,JP01059,0 ,0 ,2189 ,2045 ,-6.58%
,Hokkaido,Rusutsu-mura,JP01060,0 ,0 ,2034 ,1911 ,-6.05%
,Hokkaido,Kimobetsu-cho,JP01061,0 ,0 ,2490 ,2156 ,-13.41%
,Hokkaido,Kyogoku-cho,JP01062,163 ,120 ,3811 ,2941 ,-22.83%
,Hokkaido,Kutchan-cho,JP01063,352 ,234 ,15568 ,15129 ,-2.82%
,Hokkaido,Kyowa-cho,JP01064,0 ,0 ,6428 ,5772 ,-10.21%
,Hokkaido,Iwanai-cho,JP01065,240 ,172 ,14451 ,11648 ,-19.40%
,Hokkaido,Tomari-mura,JP01066,0 ,0 ,1883 ,1569 ,-16.68%
,Hokkaido,Kamoenai-mura,JP01067,0 ,0 ,1122 ,870 ,-22.46%
,Hokkaido,Shakotan-cho,JP01068,0 ,0 ,2516 ,1831 ,-27.23%
,Hokkaido,Furubira-cho,JP01069,0 ,0 ,3611 ,2745 ,-23.98%
,Hokkaido,Niki-cho,JP01070,0 ,0 ,3800 ,3180 ,-16.32%
,Hokkaido,Yoichi-cho,JP01071,369 ,355 ,21258 ,18000 ,-15.33%
,Hokkaido,Akaigawa-mura,JP01072,0 ,0 ,1262 ,1165 ,-7.69%
,Hokkaido,Nanporo-cho,JP01073,80 ,60 ,8778 ,7319 ,-16.62%
,Hokkaido,Naie-cho,JP01074,96 ,50 ,6194 ,5120 ,-17.34%
,Hokkaido,Kamisunagawa-cho,JP01075,0 ,0 ,4086 ,2841 ,-30.47%
,Hokkaido,Yuni-cho,JP01076,57 ,0 ,5896 ,4822 ,-18.22%
,Hokkaido,Naganuma-cho,JP01077,199 ,84 ,11691 ,10289 ,-11.99%
,Hokkaido,Kuriyama-cho,JP01078,136 ,136 ,13340 ,11272 ,-15.50%
,Hokkaido,Tsukigata-cho,JP01079,40 ,40 ,4859 ,3691 ,-24.04%
,Hokkaido,Urausu-cho,JP01080,0 ,0 ,2206 ,1732 ,-21.49%
,Hokkaido,Shintotsukawa-cho,JP01081,200 ,200 ,7249 ,6484 ,-10.55%
,Hokkaido,Moseushi-cho,JP01082,0 ,0 ,3462 ,2693 ,-22.21%
,Hokkaido,Chippubetsu-cho,JP01083,0 ,0 ,2730 ,2329 ,-14.69%
,Hokkaido,Uryu-cho,JP01084,108 ,108 ,3049 ,2389 ,-21.65%
,Hokkaido,Hokuryu-cho,JP01085,0 ,0 ,2193 ,1724 ,-21.39%
,Hokkaido,Numata-cho,JP01086,74 ,0 ,3612 ,2909 ,-19.46%
,Hokkaido,Takasu-cho,JP01087,0 ,0 ,7345 ,6567 ,-10.59%
,Hokkaido,Higashikagura-cho,JP01088,120 ,120 ,9292 ,10127 ,8.99%
,Hokkaido,Tohma-cho,JP01089,0 ,0 ,7087 ,6319 ,-10.84%
,Hokkaido,Pippu-cho,JP01090,0 ,0 ,4042 ,3520 ,-12.91%
,Hokkaido,Aibetsu-cho,JP01091,0 ,0 ,3328 ,2605 ,-21.72%
,Hokkaido,Kamikawa-cho,JP01092,0 ,0 ,4532 ,3500 ,-22.77%
,Hokkaido,Higashikawa-cho,JP01093,0 ,0 ,7859 ,8314 ,5.79%
,Hokkaido,Biei-cho,JP01094,98 ,98 ,10956 ,9668 ,-11.76%
,Hokkaido,Kamifurano-cho,JP01095,44 ,44 ,11545 ,10348 ,-10.37%
,Hokkaido,Nakafurano-cho,JP01096,35 ,35 ,5477 ,4733 ,-13.58%
,Hokkaido,Minamifurano-cho,JP01097,0 ,0 ,2814 ,2376 ,-15.57%
,Hokkaido,Shimukappu-mura,JP01098,0 ,0 ,1394 ,1306 ,-6.31%
,Hokkaido,Wassamu-cho,JP01099,30 ,30 ,3832 ,3192 ,-16.70%
,Hokkaido,Kembuchi-cho,JP01100,0 ,0 ,3565 ,2926 ,-17.92%
,Hokkaido,Shimokawa-cho,JP01101,42 ,41 ,3775 ,3126 ,-17.19%
,Hokkaido,Bifuka-cho,JP01102,64 ,64 ,5178 ,4145 ,-19.95%
,Hokkaido,Otoineppu-mura,JP01103,0 ,0 ,995 ,706 ,-29.05%
,Hokkaido,Nakagawa-cho,JP01104,0 ,0 ,1907 ,1528 ,-19.87%
,Hokkaido,Horokanai-cho,JP01105,50 ,0 ,1710 ,1370 ,-19.88%
,Hokkaido,Mashike-cho,JP01106,0 ,0 ,5078 ,3908 ,-23.04%
,Hokkaido,Obira-cho,JP01107,0 ,0 ,3717 ,2994 ,-19.45%
,Hokkaido,Tomamae-cho,JP01108,0 ,0 ,3656 ,2936 ,-19.69%
,Hokkaido,Haboro-cho,JP01109,155 ,155 ,7964 ,6548 ,-17.78%
,Hokkaido,Shosambetsu-mura,JP01110,0 ,0 ,1369 ,1080 ,-21.11%
,Hokkaido,Embetsu-cho,JP01111,46 ,36 ,3084 ,2520 ,-18.29%
,Hokkaido,Teshio-cho,JP01112,48 ,48 ,3780 ,2950 ,-21.96%
,Hokkaido,Sarufutsu-mura,JP01113,28 ,28 ,2825 ,2611 ,-7.58%
,Hokkaido,Hamatombetsu-cho,JP01114,64 ,40 ,4168 ,3448 ,-17.27%
,Hokkaido,Nakatombetsu-cho,JP01115,50 ,50 ,1974 ,1637 ,-17.07%
,Hokkaido,Esashi-cho,JP01116,258 ,258 ,9125 ,7565 ,-17.10%
,Hokkaido,Toyotomi-cho,JP01117,54 ,0 ,4378 ,3974 ,-9.23%
,Hokkaido,Rebun-cho,JP01118,0 ,0 ,3078 ,2509 ,-18.49%
,Hokkaido,Rishiri-cho,JP01119,48 ,42 ,2590 ,2004 ,-22.63%
,Hokkaido,Rishirifuji-cho,JP01120,0 ,0 ,3037 ,2458 ,-19.06%
,Hokkaido,Horonobe-cho,JP01121,36 ,0 ,2677 ,2371 ,-11.43%
,Hokkaido,Bihoro-cho,JP01122,249 ,249 ,21575 ,18697 ,-13.34%
,Hokkaido,Tsubetsu-cho,JP01123,90 ,60 ,5646 ,4373 ,-22.55%
,Hokkaido,Shari-cho,JP01124,111 ,111 ,13045 ,11418 ,-12.47%
,Hokkaido,Kiyosato-cho,JP01125,0 ,0 ,4551 ,3883 ,-14.68%
,Hokkaido,Koshimizu-cho,JP01126,99 ,99 ,5358 ,4623 ,-13.72%
,Hokkaido,Kunneppu-cho,JP01127,0 ,0 ,5435 ,4677 ,-13.95%
,Hokkaido,Oketo-cho,JP01128,95 ,95 ,3428 ,2775 ,-19.05%
,Hokkaido,Saroma-cho,JP01129,67 ,0 ,5892 ,4875 ,-17.26%
,Hokkaido,Engaru-cho,JP01130,656 ,571 ,22265 ,19241 ,-13.58%
,Hokkaido,Yubetsu-cho,JP01131,47 ,47 ,10041 ,8270 ,-17.64%
,Hokkaido,Takinoue-cho,JP01132,54 ,38 ,3028 ,2421 ,-20.05%
,Hokkaido,Okoppe-cho,JP01133,66 ,50 ,4301 ,3628 ,-15.65%
,Hokkaido,Nishiokoppe-mura,JP01134,0 ,0 ,1135 ,1053 ,-7.22%
,Hokkaido,Omu-cho,JP01135,51 ,25 ,4939 ,4199 ,-14.98%
,Hokkaido,Ozora-cho,JP01136,82 ,82 ,7933 ,6775 ,-14.60%
,Hokkaido,Toyoura-cho,JP01137,60 ,60 ,4528 ,3821 ,-15.61%
,Hokkaido,Sobetsu-cho,JP01138,388 ,370 ,3232 ,2743 ,-15.13%
,Hokkaido,Shiraoi-cho,JP01139,147 ,58 ,19376 ,16212 ,-16.33%
,Hokkaido,Atsuma-cho,JP01140,0 ,0 ,4890 ,4432 ,-9.37%
,Hokkaido,Toyako-cho,JP01141,511 ,508 ,10132 ,8442 ,-16.68%
,Hokkaido,Abira-cho,JP01142,40 ,40 ,8726 ,7340 ,-15.88%
,Hokkaido,Mukawa-cho,JP01143,60 ,40 ,9746 ,7651 ,-21.50%
,Hokkaido,Hidaka-cho,JP01144,134 ,34 ,13615 ,11279 ,-17.16%
,Hokkaido,Biratori-cho,JP01145,71 ,42 ,5596 ,4776 ,-14.65%
,Hokkaido,Niikappu-cho,JP01146,0 ,0 ,5775 ,5309 ,-8.07%
,Hokkaido,Urakawa-cho,JP01147,278 ,196 ,14389 ,12074 ,-16.09%
,Hokkaido,Samani-cho,JP01148,0 ,0 ,5114 ,4043 ,-20.94%
,Hokkaido,Erimo-cho,JP01149,0 ,0 ,5413 ,4374 ,-19.19%
,Hokkaido,Shinhidaka-cho,JP01150,539 ,517 ,25419 ,21517 ,-15.35%
,Hokkaido,Otofuke-cho,JP01151,710 ,608 ,45085 ,43576 ,-3.35%
,Hokkaido,Shihoro-cho,JP01152,60 ,50 ,6416 ,5848 ,-8.85%
,Hokkaido,Kamishihoro-cho,JP01153,71 ,0 ,5080 ,4778 ,-5.94%
,Hokkaido,Shikaoi-cho,JP01154,50 ,50 ,5702 ,5266 ,-7.65%
,Hokkaido,Shintoku-cho,JP01155,0 ,0 ,6653 ,5817 ,-12.57%
,Hokkaido,Shimizu-cho,JP01156,140 ,140 ,9961 ,9094 ,-8.70%
,Hokkaido,Memuro-cho,JP01157,150 ,150 ,18905 ,18048 ,-4.53%
,Hokkaido,Nakasatsunai-mura,JP01158,0 ,0 ,4006 ,3884 ,-3.05%
,Hokkaido,Sarabetsu-mura,JP01159,0 ,0 ,3391 ,3080 ,-9.17%
,Hokkaido,Taiki-cho,JP01160,52 ,50 ,5977 ,5420 ,-9.32%
,Hokkaido,Hiroo-cho,JP01161,60 ,48 ,7881 ,6387 ,-18.96%
,Hokkaido,Makubetsu-cho,JP01162,110 ,110 ,26547 ,25766 ,-2.94%
,Hokkaido,Ikeda-cho,JP01163,80 ,60 ,7527 ,6294 ,-16.38%
,Hokkaido,Toyokoro-cho,JP01164,0 ,0 ,3394 ,3022 ,-10.96%
,Hokkaido,Hombetsu-cho,JP01165,60 ,60 ,8275 ,6618 ,-20.02%
,Hokkaido,Ashoro-cho,JP01166,110 ,60 ,7630 ,6563 ,-13.98%
,Hokkaido,Rikubetsu-cho,JP01167,0 ,0 ,2650 ,2264 ,-14.57%
,Hokkaido,Urahoro-cho,JP01168,0 ,0 ,5460 ,4387 ,-19.65%
,Hokkaido,Kushiro-cho,JP01169,0 ,0 ,20526 ,19105 ,-6.92%
,Hokkaido,Akkeshi-cho,JP01170,88 ,55 ,10630 ,8892 ,-16.35%
,Hokkaido,Hamanaka-cho,JP01171,0 ,0 ,6511 ,5507 ,-15.42%
,Hokkaido,Shibecha-cho,JP01172,85 ,60 ,8285 ,7230 ,-12.73%
,Hokkaido,Teshikaga-cho,JP01173,199 ,199 ,8278 ,6955 ,-15.98%
,Hokkaido,Tsurui-mura,JP01174,146 ,137 ,2627 ,2558 ,-2.63%
,Hokkaido,Shiranuka-cho,JP01175,0 ,0 ,9294 ,7289 ,-21.57%
,Hokkaido,Betsukai-cho,JP01176,84 ,84 ,15855 ,14380 ,-9.30%
,Hokkaido,Nakashibetsu-cho,JP01177,319 ,233 ,23982 ,23010 ,-4.05%
,Hokkaido,Shibetsu-cho,JP01178,35 ,35 ,5646 ,5023 ,-11.03%
,Hokkaido,Rausu-cho,JP01179,0 ,0 ,5885 ,4722 ,-19.76%
,Aomori-ken,Aomori-shi,JP02001,4963 ,4353 ,299520 ,275192 ,-8.12%
,Aomori-ken,Hirosaki-shi,JP02002,3388 ,3310 ,183473 ,168466 ,-8.18%
,Aomori-ken,Hachinohe-shi,JP02003,3938 ,3969 ,237615 ,223415 ,-5.98%
,Aomori-ken,Kuroishi-shi,JP02004,696 ,638 ,36132 ,31946 ,-11.59%
,Aomori-ken,Goshogawara-shi,JP02005,1052 ,980 ,58421 ,51415 ,-11.99%
,Aomori-ken,Towada-shi,JP02006,1008 ,978 ,66110 ,60378 ,-8.67%
,Aomori-ken,Misawa-shi,JP02007,494 ,494 ,41258 ,39152 ,-5.10%
,Aomori-ken,Mutsu-shi,JP02008,636 ,584 ,61066 ,54103 ,-11.40%
,Aomori-ken,Tsugaru-shi,JP02009,357 ,265 ,37243 ,30934 ,-16.94%
,Aomori-ken,Hirakawa-shi,JP02010,163 ,0 ,33764 ,30567 ,-9.47%
,Aomori-ken,Hiranai-machi,JP02011,96 ,96 ,12361 ,10126 ,-18.08%
,Aomori-ken,Imabetsu-machi,JP02012,0 ,0 ,3217 ,2334 ,-27.45%
,Aomori-ken,Yomogita-mura,JP02013,0 ,0 ,3271 ,2540 ,-22.35%
,Aomori-ken,Sotogahama-machi,JP02014,50 ,44 ,7089 ,5401 ,-23.81%
,Aomori-ken,Ajigasawa-machi,JP02015,100 ,70 ,11449 ,9044 ,-21.01%
,Aomori-ken,Fukaura-machi,JP02016,0 ,0 ,9691 ,7346 ,-24.20%
,Aomori-ken,Nishimeya-mura,JP02017,0 ,0 ,1594 ,1265 ,-20.64%
,Aomori-ken,Fujisaki-machi,JP02018,149 ,149 ,16021 ,14573 ,-9.04%
,Aomori-ken,Owani-machi,JP02019,120 ,30 ,10978 ,8665 ,-21.07%
,Aomori-ken,Inakadate-mura,JP02020,0 ,0 ,8153 ,7326 ,-10.14%
,Aomori-ken,Itayanagi-machi,JP02021,87 ,80 ,15227 ,12700 ,-16.60%
,Aomori-ken,Tsuruta-machi,JP02022,100 ,0 ,14270 ,12074 ,-15.39%
,Aomori-ken,Nakadomari-machi,JP02023,0 ,0 ,12743 ,9657 ,-24.22%
,Aomori-ken,Noheji-machi,JP02024,199 ,151 ,14314 ,12374 ,-13.55%
,Aomori-ken,Shichinohe-machi,JP02025,120 ,110 ,16759 ,14556 ,-13.15%
,Aomori-ken,Rokunohe-machi,JP02026,30 ,0 ,10241 ,10447 ,2.01%
,Aomori-ken,Yokohama-machi,JP02027,0 ,0 ,4881 ,4229 ,-13.36%
,Aomori-ken,Tohoku-machi,JP02028,110 ,110 ,19106 ,16428 ,-14.02%
,Aomori-ken,Rokkasho-mura,JP02029,0 ,0 ,11095 ,10367 ,-6.56%
,Aomori-ken,Oirase-cho,JP02030,138 ,138 ,24211 ,24273 ,0.26%
,Aomori-ken,Oma-machi,JP02031,48 ,48 ,6340 ,4718 ,-25.58%
,Aomori-ken,Higashidori-mura,JP02032,0 ,0 ,7252 ,5955 ,-17.88%
,Aomori-ken,Kazamaura-mura,JP02033,0 ,0 ,2463 ,1636 ,-33.58%
,Aomori-ken,Sai-mura,JP02034,0 ,0 ,2422 ,1788 ,-26.18%
,Aomori-ken,Sannohe-machi,JP02035,144 ,96 ,11299 ,9082 ,-19.62%
,Aomori-ken,Gonohe-machi,JP02036,174 ,165 ,18712 ,16042 ,-14.27%
,Aomori-ken,Takko-machi,JP02037,0 ,0 ,6175 ,4968 ,-19.55%
,Aomori-ken,Nambu-cho,JP02038,134 ,126 ,19853 ,16809 ,-15.33%
,Aomori-ken,Hashikami-cho,JP02039,0 ,0 ,14699 ,13496 ,-8.18%
,Aomori-ken,Shingo-mura,JP02040,0 ,0 ,2851 ,2197 ,-22.94%
,Iwate-ken,Morioka-shi,JP03001,6447 ,4899 ,298348 ,289731 ,-2.89%
,Iwate-ken,Miyako-shi,JP03002,1175 ,1054 ,59430 ,50369 ,-15.25%
,Iwate-ken,Ofunato-shi,JP03003,489 ,489 ,40737 ,34728 ,-14.75%
,Iwate-ken,Hanamaki-shi,JP03004,1209 ,871 ,101438 ,93193 ,-8.13%
,Iwate-ken,Kitakami-shi,JP03005,923 ,861 ,93138 ,93045 ,-0.10%
,Iwate-ken,Kuji-shi,JP03006,638 ,625 ,36872 ,33043 ,-10.38%
,Iwate-ken,Tono-shi,JP03007,346 ,269 ,29331 ,25366 ,-13.52%
,Iwate-ken,Ichinoseki-shi,JP03008,1734 ,1527 ,127642 ,111932 ,-12.31%
,Iwate-ken,Rikuzentakata-shi,JP03009,289 ,213 ,23300 ,18262 ,-21.62%
,Iwate-ken,Kamaishi-shi,JP03010,929 ,929 ,39574 ,32078 ,-18.94%
,Iwate-ken,Ninohe-shi,JP03011,300 ,253 ,29702 ,25513 ,-14.10%
,Iwate-ken,Hachimantai-shi,JP03012,225 ,210 ,28680 ,24023 ,-16.24%
,Iwate-ken,Oshu-shi,JP03013,1779 ,1599 ,124746 ,112937 ,-9.47%
,Iwate-ken,Takizawashi,JP03014,329 ,230 ,53857 ,55579 ,3.20%
,Iwate-ken,Shizukuishi-cho,JP03015,188 ,188 ,18033 ,15731 ,-12.77%
,Iwate-ken,Kuzumaki-machi,JP03016,78 ,60 ,7304 ,5634 ,-22.86%
,Iwate-ken,Iwate-machi,JP03017,60 ,0 ,14984 ,12285 ,-18.01%
,Iwate-ken,Shiwa-cho,JP03018,289 ,289 ,33288 ,32147 ,-3.43%
,Iwate-ken,Yahaba-cho,JP03019,234 ,1300 ,27205 ,28056 ,3.13%
,Iwate-ken,Nishiwaga-machi,JP03020,40 ,40 ,6602 ,5134 ,-22.24%
,Iwate-ken,Kanegasaki-cho,JP03021,0 ,0 ,16325 ,15535 ,-4.84%
,Iwate-ken,Hiraizumi-cho,JP03022,0 ,0 ,8345 ,7252 ,-13.10%
,Iwate-ken,Sumita-cho,JP03023,0 ,0 ,6190 ,5045 ,-18.50%
,Iwate-ken,Otsuchi-cho,JP03024,121 ,50 ,15276 ,11004 ,-27.97%
,Iwate-ken,Yamada-machi,JP03025,60 ,50 ,18617 ,14320 ,-23.08%
,Iwate-ken,Iwaizumi-cho,JP03026,98 ,92 ,10804 ,8726 ,-19.23%
,Iwate-ken,Tanohata-mura,JP03027,0 ,0 ,3843 ,3059 ,-20.40%
,Iwate-ken,Fudai-mura,JP03028,0 ,0 ,3088 ,2487 ,-19.46%
,Iwate-ken,Karumai-machi,JP03029,105 ,98 ,10209 ,8421 ,-17.51%
,Iwate-ken,Noda-mura,JP03030,0 ,0 ,4632 ,3936 ,-15.03%
,Iwate-ken,Kunohe-mura,JP03031,0 ,0 ,6507 ,5378 ,-17.35%
,Iwate-ken,Hirono-cho,JP03032,96 ,41 ,17913 ,15091 ,-15.75%
,Iwate-ken,Ichinohe-machi,JP03033,325 ,199 ,14187 ,11494 ,-18.98%
,Miyagi-ken,Sendai-shi,JP04001,12936 ,12501 ,1045986 ,1096704 ,4.85%
,Miyagi-ken,Ishinomaki-shi,JP04002,1609 ,1689 ,160826 ,140151 ,-12.86%
,Miyagi-ken,Shiogama-shi,JP04003,892 ,888 ,56490 ,52203 ,-7.59%
,Miyagi-ken,Kesennuma-shi,JP04004,1115 ,898 ,73489 ,61147 ,-16.79%
,Miyagi-ken,Shiroishi-shi,JP04005,773 ,666 ,37422 ,32758 ,-12.46%
,Miyagi-ken,Natori-shi,JP04006,843 ,753 ,73134 ,78718 ,7.64%
,Miyagi-ken,Kakuda-shi,JP04007,239 ,230 ,31336 ,27976 ,-10.72%
,Miyagi-ken,Tagajo-shi,JP04008,260 ,143 ,63060 ,62827 ,-0.37%
,Miyagi-ken,Iwanuma-shi,JP04009,807 ,737 ,44187 ,44068 ,-0.27%
,Miyagi-ken,Tome-shi,JP04010,918 ,716 ,83969 ,76037 ,-9.45%
,Miyagi-ken,Kurihara-shi,JP04011,817 ,618 ,74932 ,64637 ,-13.74%
,Miyagi-ken,Higashimatsushima-shi,JP04012,251 ,272 ,42903 ,39098 ,-8.87%
,Miyagi-ken,Osaki-shi,JP04013,1898 ,1969 ,135147 ,127330 ,-5.78%
,Miyagi-ken,Tomiya-shi,JP04014,369 ,369 ,47042 ,51651 ,9.80%
,Miyagi-ken,Zao-machi,JP04015,38 ,36 ,12882 ,11418 ,-11.36%
,Miyagi-ken,Shichikashuku-machi,JP04016,0 ,0 ,1694 ,1262 ,-25.50%
,Miyagi-ken,Ogawara-machi,JP04017,300 ,310 ,23530 ,23571 ,0.17%
,Miyagi-ken,Murata-machi,JP04018,0 ,0 ,11995 ,10666 ,-11.08%
,Miyagi-ken,Shibata-machi,JP04019,215 ,214 ,39341 ,38271 ,-2.72%
,Miyagi-ken,Kawasaki-machi,JP04020,318 ,316 ,9978 ,8345 ,-16.37%
,Miyagi-ken,Marumori-machi,JP04021,90 ,90 ,15501 ,12262 ,-20.90%
,Miyagi-ken,Watari-cho,JP04022,0 ,0 ,34845 ,33087 ,-5.05%
,Miyagi-ken,Yamamoto-cho,JP04023,442 ,344 ,16704 ,12046 ,-27.89%
,Miyagi-ken,Matsushima-machi,JP04024,99 ,54 ,15085 ,13323 ,-11.68%
,Miyagi-ken,Shichigahama-machi,JP04025,0 ,0 ,20416 ,18132 ,-11.19%
,Miyagi-ken,Rifu-cho,JP04026,100 ,208 ,33994 ,35182 ,3.49%
,Miyagi-ken,Taiwa-cho,JP04027,170 ,170 ,24894 ,28786 ,15.63%
,Miyagi-ken,Osato-cho,JP04028,0 ,0 ,8927 ,7813 ,-12.48%
,Miyagi-ken,Ohira-mura,JP04029,0 ,0 ,5334 ,5849 ,9.66%
,Miyagi-ken,Shikama-cho,JP04030,90 ,90 ,7431 ,6698 ,-9.86%
,Miyagi-ken,Kami-machi,JP04031,0 ,0 ,25527 ,21943 ,-14.04%
,Miyagi-ken,Wakuya-cho,JP04032,329 ,329 ,17494 ,15388 ,-12.04%
,Miyagi-ken,Misato-machi,JP04033,172 ,159 ,25190 ,23994 ,-4.75%
,Miyagi-ken,Onagawa-cho,JP04034,98 ,0 ,10051 ,6430 ,-36.03%
,Miyagi-ken,Minamisanriku-cho,JP04035,126 ,90 ,17429 ,12225 ,-29.86%
,Akita-ken,Akita-shi,JP05001,5725 ,5385 ,323600 ,307672 ,-4.92%
,Akita-ken,Noshiro-shi,JP05002,1301 ,1086 ,59084 ,49968 ,-15.43%
,Akita-ken,Yokote-shi,JP05003,1362 ,1227 ,98367 ,85555 ,-13.02%
,Akita-ken,Odate-shi,JP05004,1356 ,1103 ,78946 ,69237 ,-12.30%
,Akita-ken,Oga-shi,JP05005,180 ,145 ,32294 ,25154 ,-22.11%
,Akita-ken,Yuzawa-shi,JP05006,665 ,536 ,50849 ,42091 ,-17.22%
,Akita-ken,Kazuno-shi,JP05007,551 ,404 ,34473 ,29088 ,-15.62%
,Akita-ken,Yurihonjo-shi,JP05008,1751 ,1591 ,85229 ,74707 ,-12.35%
,Akita-ken,Katagami-shi,JP05009,420 ,404 ,34442 ,31720 ,-7.90%
,Akita-ken,Daisen-shi,JP05010,1378 ,1190 ,88301 ,77657 ,-12.05%
,Akita-ken,Kitaakita-shi,JP05011,524 ,464 ,36387 ,30198 ,-17.01%
,Akita-ken,Nikaho-shi,JP05012,238 ,196 ,27544 ,23435 ,-14.92%
,Akita-ken,Semboku-shi,JP05013,378 ,266 ,29568 ,24610 ,-16.77%
,Akita-ken,Kosaka-machi,JP05014,0 ,0 ,6054 ,4780 ,-21.04%
,Akita-ken,Kamikoani-mura,JP05015,0 ,0 ,2727 ,2063 ,-24.35%
,Akita-ken,Fujisato-machi,JP05016,0 ,0 ,3848 ,2896 ,-24.74%
,Akita-ken,Mitane-cho,JP05017,152 ,152 ,18876 ,15254 ,-19.19%
,Akita-ken,Happou-cho,JP05018,0 ,0 ,8220 ,6577 ,-19.99%
,Akita-ken,Gojome-machi,JP05019,0 ,0 ,10516 ,8538 ,-18.81%
,Akita-ken,Hachirogata-machi,JP05020,149 ,100 ,6623 ,5583 ,-15.70%
,Akita-ken,Ikawa-machi,JP05021,0 ,0 ,5493 ,4566 ,-16.88%
,Akita-ken,Ogata-mura,JP05022,0 ,0 ,3218 ,3011 ,-6.43%
,Akita-ken,Misato-cho,JP05023,0 ,0 ,21674 ,18613 ,-14.12%
,Akita-ken,Ugo-machi,JP05024,168 ,113 ,16792 ,13825 ,-17.67%
,Akita-ken,Higashinaruse-mura,JP05025,0 ,0 ,2872 ,2704 ,-5.85%
,Yamagata-ken,Yamagata-shi,JP06001,5104 ,5046 ,254244 ,247590 ,-2.62%
,Yamagata-ken,Yonezawa-shi,JP06002,1149 ,1135 ,89401 ,81252 ,-9.12%
,Yamagata-ken,Tsuruoka-shi,JP06003,1443 ,1251 ,136623 ,122347 ,-10.45%
,Yamagata-ken,Sakata-shi,JP06004,1516 ,1242 ,111151 ,100273 ,-9.79%
,Yamagata-ken,Shinjo-shi,JP06005,915 ,904 ,38850 ,34432 ,-11.37%
,Yamagata-ken,Sagae-shi,JP06006,276 ,228 ,42373 ,40189 ,-5.15%
,Yamagata-ken,Kaminoyama-shi,JP06007,667 ,597 ,33836 ,29110 ,-13.97%
,Yamagata-ken,Murayama-shi,JP06008,0 ,0 ,26811 ,22516 ,-16.02%
,Yamagata-ken,Nagai-shi,JP06009,310 ,250 ,29473 ,26543 ,-9.94%
,Yamagata-ken,Tendo-shi,JP06010,576 ,560 ,62214 ,62140 ,-0.12%
,Yamagata-ken,Higashine-shi,JP06011,648 ,622 ,46414 ,47682 ,2.73%
,Yamagata-ken,Obanazawa-shi,JP06012,152 ,152 ,18955 ,14971 ,-21.02%
,Yamagata-ken,Nanyo-shi,JP06013,360 ,200 ,33658 ,30420 ,-9.62%
,Yamagata-ken,Yamanobe-machi,JP06014,0 ,0 ,15139 ,13725 ,-9.34%
,Yamagata-ken,Nakayama-machi,JP06015,0 ,0 ,12015 ,10746 ,-10.56%
,Yamagata-ken,Kahoku-cho,JP06016,405 ,362 ,19959 ,17641 ,-11.61%
,Yamagata-ken,Nishikawa-machi,JP06017,51 ,43 ,6270 ,4956 ,-20.96%
,Yamagata-ken,Asahi-machi,JP06018,60 ,50 ,7856 ,6366 ,-18.97%
,Yamagata-ken,Oe-machi,JP06019,0 ,0 ,9227 ,7646 ,-17.13%
,Yamagata-ken,Oishida-machi,JP06020,0 ,0 ,8160 ,6577 ,-19.40%
,Yamagata-ken,Kaneyama-machi,JP06021,0 ,0 ,6365 ,5071 ,-20.33%
