CNTRY,admin1,admin2,CITYID,bed10,bed20,pop10,pop20,rate
,Yamagata-ken,Mogami-machi,JP06022,70 ,60 ,9847 ,8080 ,-17.94%
,Yamagata-ken,Funagata-machi,JP06023,0 ,0 ,6164 ,5007 ,-18.77%
,Yamagata-ken,Mamurogawa-machi,JP06024,55 ,55 ,9165 ,7203 ,-21.41%
,Yamagata-ken,Okura-mura,JP06025,0 ,0 ,3762 ,3028 ,-19.51%
,Yamagata-ken,Sakegawa-mura,JP06026,0 ,0 ,4862 ,3902 ,-19.74%
,Yamagata-ken,Tozawa-mura,JP06027,0 ,0 ,5304 ,4199 ,-20.83%
,Yamagata-ken,Takahata-machi,JP06028,130 ,130 ,25025 ,22463 ,-10.24%
,Yamagata-ken,Kawanishi-machi,JP06029,629 ,605 ,17313 ,14558 ,-15.91%
,Yamagata-ken,Oguni-machi,JP06030,55 ,55 ,8862 ,7107 ,-19.80%
,Yamagata-ken,Shirataka-machi,JP06031,70 ,60 ,15314 ,12890 ,-15.83%
,Yamagata-ken,Iide-machi,JP06032,0 ,0 ,7943 ,6613 ,-16.74%
,Yamagata-ken,Mikawa-machi,JP06033,144 ,194 ,7731 ,7601 ,-1.68%
,Yamagata-ken,Shonai-machi,JP06034,324 ,324 ,23158 ,20151 ,-12.98%
,Yamagata-ken,Yuza-machi,JP06035,84 ,84 ,15480 ,13032 ,-15.81%
,Fukushima-ken,Fukushima-shi,JP07001,4436 ,4174 ,292590 ,282693 ,-3.38%
,Fukushima-ken,Aizuwakamatsu-shi,JP07002,2962 ,2417 ,126220 ,117376 ,-7.01%
,Fukushima-ken,Koriyama-shi,JP07003,5936 ,5495 ,338712 ,327692 ,-3.25%
,Fukushima-ken,Iwaki-shi,JP07004,4962 ,4608 ,342249 ,332931 ,-2.72%
,Fukushima-ken,Shirakawa-shi,JP07005,865 ,621 ,64704 ,59491 ,-8.06%
,Fukushima-ken,Sukagawa-shi,JP07006,1304 ,1113 ,79267 ,74992 ,-5.39%
,Fukushima-ken,Kitakata-shi,JP07007,1006 ,854 ,52356 ,44760 ,-14.51%
,Fukushima-ken,Soma-shi,JP07008,337 ,295 ,37817 ,34865 ,-7.81%
,Fukushima-ken,Nihonmatsu-shi,JP07009,498 ,485 ,59871 ,53557 ,-10.55%
,Fukushima-ken,Tamura-shi,JP07010,40 ,32 ,40422 ,35169 ,-13.00%
,Fukushima-ken,Minamisoma-shi,JP07011,1329 ,911 ,70878 ,59005 ,-16.75%
,Fukushima-ken,Date-shi,JP07012,808 ,842 ,66027 ,58240 ,-11.79%
,Fukushima-ken,Motomiya-shi,JP07013,385 ,376 ,31489 ,30236 ,-3.98%
,Fukushima-ken,Kori-machi,JP07014,0 ,0 ,12853 ,11459 ,-10.85%
,Fukushima-ken,Kunimi-machi,JP07015,311 ,311 ,10086 ,8639 ,-14.35%
,Fukushima-ken,Kawamata-machi,JP07016,90 ,90 ,15569 ,12170 ,-21.83%
,Fukushima-ken,Otama-mura,JP07017,0 ,0 ,8574 ,8900 ,3.80%
,Fukushima-ken,Kagamiishi-machi,JP07018,0 ,0 ,12815 ,12318 ,-3.88%
,Fukushima-ken,Tenei-mura,JP07019,0 ,0 ,6291 ,5194 ,-17.44%
,Fukushima-ken,Shimogo-machi,JP07020,0 ,0 ,6461 ,5264 ,-18.53%
,Fukushima-ken,Hinoemata-mura,JP07021,0 ,0 ,636 ,504 ,-20.75%
,Fukushima-ken,Tadami-machi,JP07022,0 ,0 ,4932 ,4044 ,-18.00%
,Fukushima-ken,Minamiaizu-machi,JP07023,100 ,98 ,17864 ,14451 ,-19.11%
,Fukushima-ken,Kitashiobara-mura,JP07024,0 ,0 ,3185 ,2556 ,-19.75%
,Fukushima-ken,Nishiaizu-machi,JP07025,0 ,0 ,7366 ,5770 ,-21.67%
,Fukushima-ken,Bandai-machi,JP07026,0 ,0 ,3761 ,3322 ,-11.67%
,Fukushima-ken,Inawashiro-machi,JP07027,65 ,65 ,15805 ,13552 ,-14.25%
,Fukushima-ken,Aizubange-machi,JP07028,177 ,177 ,17360 ,15068 ,-13.20%
,Fukushima-ken,Yugawa-mura,JP07029,0 ,0 ,3364 ,3081 ,-8.41%
,Fukushima-ken,Yanaizu-machi,JP07030,0 ,0 ,4009 ,3081 ,-23.15%
,Fukushima-ken,Mishima-machi,JP07031,32 ,32 ,1926 ,1452 ,-24.61%
,Fukushima-ken,Kaneyama-machi,JP07032,0 ,0 ,2462 ,1862 ,-24.37%
,Fukushima-ken,Showa-mura,JP07033,0 ,0 ,1500 ,1246 ,-16.93%
,Fukushima-ken,Aizumisato-machi,JP07034,214 ,199 ,22737 ,19014 ,-16.37%
,Fukushima-ken,Nishigo-mura,JP07035,21 ,21 ,19767 ,20808 ,5.27%
,Fukushima-ken,Izumizaki-mura,JP07036,0 ,0 ,6802 ,6213 ,-8.66%
,Fukushima-ken,Nakajima-mura,JP07037,0 ,0 ,5154 ,4885 ,-5.22%
,Fukushima-ken,Yabuki-machi,JP07038,549 ,539 ,18407 ,17287 ,-6.08%
,Fukushima-ken,Tanagura-machi,JP07039,56 ,0 ,15062 ,13343 ,-11.41%
,Fukushima-ken,Yamatsuri-machi,JP07040,0 ,0 ,6348 ,5392 ,-15.06%
,Fukushima-ken,Hanawa-machi,JP07041,337 ,337 ,9884 ,8302 ,-16.01%
,Fukushima-ken,Samegawa-mura,JP07042,0 ,0 ,3989 ,3049 ,-23.56%
,Fukushima-ken,Ishikawa-machi,JP07043,0 ,0 ,17775 ,14644 ,-17.61%
,Fukushima-ken,Tamakawa-mura,JP07044,0 ,0 ,7231 ,6392 ,-11.60%
,Fukushima-ken,Hirata-mura,JP07045,142 ,142 ,6921 ,5826 ,-15.82%
,Fukushima-ken,Asakawa-machi,JP07046,0 ,0 ,6888 ,6036 ,-12.37%
,Fukushima-ken,Furudono-machi,JP07047,0 ,0 ,6030 ,4825 ,-19.98%
,Fukushima-ken,Miharu-machi,JP07048,86 ,86 ,18191 ,17018 ,-6.45%
,Fukushima-ken,Ono-machi,JP07049,149 ,119 ,11202 ,9471 ,-15.45%
,Fukushima-ken,Hirono-machi,JP07050,118 ,109 ,5418 ,5412 ,-0.11%
,Fukushima-ken,Naraha-machi,JP07051,0 ,0 ,7700 ,3710 ,-51.82%
,Fukushima-ken,Tomioka-machi,JP07052,90 ,30 ,16001 ,2128 ,-86.70%
,Fukushima-ken,Kawauchi-mura,JP07053,0 ,0 ,2820 ,2044 ,-27.52%
,Fukushima-ken,Okuma-machi,JP07054,500 ,0 ,11515 ,847 ,-92.64%
,Fukushima-ken,Futaba-machi,JP07055,260 ,0 ,6932 ,0 ,-100.00%
,Fukushima-ken,Namie-machi,JP07056,79 ,0 ,20905 ,1923 ,-90.80%
,Fukushima-ken,Katsurao-mura,JP07057,0 ,0 ,1531 ,420 ,-72.57%
,Fukushima-ken,Shinchi-machi,JP07058,0 ,140 ,8224 ,7905 ,-3.88%
,Fukushima-ken,Iitate-mura,JP07059,0 ,0 ,6209 ,1318 ,-78.77%
,Ibaraki-ken,Mito-shi,JP08001,3551 ,3325 ,268750 ,270685 ,0.72%
,Ibaraki-ken,Hitachi-shi,JP08002,3003 ,2837 ,193129 ,174508 ,-9.64%
,Ibaraki-ken,Tsuchiura-shi,JP08003,1949 ,1849 ,143839 ,142074 ,-1.23%
,Ibaraki-ken,Koga-shi,JP08004,1579 ,1691 ,142995 ,139344 ,-2.55%
,Ibaraki-ken,Ishioka-shi,JP08005,1305 ,1286 ,79687 ,73061 ,-8.32%
,Ibaraki-ken,Yuki-shi,JP08006,455 ,455 ,52494 ,50645 ,-3.52%
,Ibaraki-ken,Ryugasaki-shi,JP08007,553 ,493 ,80334 ,76420 ,-4.87%
,Ibaraki-ken,Shimotsuma-shi,JP08008,236 ,236 ,44987 ,42521 ,-5.48%
,Ibaraki-ken,Joso-shi,JP08009,562 ,556 ,65320 ,60834 ,-6.87%
,Ibaraki-ken,Hitachiota-shi,JP08010,361 ,365 ,56250 ,48602 ,-13.60%
,Ibaraki-ken,Takahagi-shi,JP08011,595 ,591 ,31017 ,27699 ,-10.70%
,Ibaraki-ken,Kitaibaraki-shi,JP08012,614 ,440 ,47026 ,41801 ,-11.11%
,Ibaraki-ken,Kasama-shi,JP08013,1241 ,1215 ,79409 ,73173 ,-7.85%
,Ibaraki-ken,Toride-shi,JP08014,1201 ,1063 ,109651 ,104524 ,-4.68%
,Ibaraki-ken,Ushiku-shi,JP08015,817 ,802 ,81684 ,84651 ,3.63%
,Ibaraki-ken,Tsukuba-shi,JP08016,3230 ,3237 ,214590 ,241656 ,12.61%
,Ibaraki-ken,Hitachinaka-shi,JP08017,650 ,500 ,157060 ,156581 ,-0.30%
,Ibaraki-ken,Kashima-shi,JP08018,723 ,691 ,66093 ,66950 ,1.30%
,Ibaraki-ken,Itako-shi,JP08019,0 ,0 ,30534 ,27604 ,-9.60%
,Ibaraki-ken,Moriya-shi,JP08020,560 ,559 ,62482 ,68421 ,9.51%
,Ibaraki-ken,Hitachiomiya-shi,JP08021,329 ,338 ,45178 ,39267 ,-13.08%
,Ibaraki-ken,Naka-shi,JP08022,475 ,552 ,54240 ,53502 ,-1.36%
,Ibaraki-ken,Chikusei-shi,JP08023,1148 ,1181 ,108527 ,100753 ,-7.16%
,Ibaraki-ken,Bando-shi,JP08024,538 ,538 ,56114 ,52265 ,-6.86%
,Ibaraki-ken,Inashiki-shi,JP08025,874 ,874 ,46895 ,39039 ,-16.75%
,Ibaraki-ken,Kasumigaura-shi,JP08026,0 ,0 ,43553 ,40087 ,-7.96%
,Ibaraki-ken,Sakuragawa-shi,JP08027,614 ,364 ,45673 ,39122 ,-14.34%
,Ibaraki-ken,Kamisu-shi,JP08028,1029 ,709 ,94795 ,95454 ,0.70%
,Ibaraki-ken,Namegata-shi,JP08029,230 ,199 ,37611 ,32185 ,-14.43%
,Ibaraki-ken,Hokota-shi,JP08030,157 ,117 ,50156 ,45953 ,-8.38%
,Ibaraki-ken,Tsukubamirai-shi,JP08031,0 ,0 ,44461 ,49872 ,12.17%
,Ibaraki-ken,Omitama-shi,JP08032,666 ,625 ,52279 ,48870 ,-6.52%
,Ibaraki-ken,Ibaraki-machi,JP08033,791 ,791 ,34513 ,31401 ,-9.02%
,Ibaraki-ken,Oarai-machi,JP08034,177 ,177 ,18328 ,15715 ,-14.26%
,Ibaraki-ken,Shirosato-machi,JP08035,228 ,56 ,21491 ,18097 ,-15.79%
,Ibaraki-ken,Tokai-mura,JP08036,508 ,426 ,37438 ,37891 ,1.21%
,Ibaraki-ken,Daigo-machi,JP08037,221 ,221 ,20073 ,15736 ,-21.61%
,Ibaraki-ken,Miho-mura,JP08038,186 ,186 ,17299 ,14602 ,-15.59%
,Ibaraki-ken,Ami-machi,JP08039,789 ,742 ,47940 ,48553 ,1.28%
,Ibaraki-ken,Kawachi-machi,JP08040,0 ,0 ,10172 ,8231 ,-19.08%
,Ibaraki-ken,Yachiyo-machi,JP08041,55 ,55 ,23106 ,21026 ,-9.00%
,Ibaraki-ken,Goka-machi,JP08042,0 ,0 ,9410 ,8093 ,-14.00%
,Ibaraki-ken,Sakai-machi,JP08043,325 ,358 ,25714 ,24201 ,-5.88%
,Ibaraki-ken,Tone-machi,JP08044,0 ,0 ,17473 ,15340 ,-12.21%
,Tochigi-ken,Utsunomiya-shi,JP09001,6598 ,6032 ,511739 ,518757 ,1.37%
,Tochigi-ken,Ashikaga-shi,JP09002,1917 ,1822 ,154530 ,144746 ,-6.33%
,Tochigi-ken,Tochigi-shi,JP09003,1128 ,765 ,164024 ,155549 ,-5.17%
,Tochigi-ken,Sano-shi,JP09004,1197 ,1091 ,121249 ,116228 ,-4.14%
,Tochigi-ken,Kanuma-shi,JP09005,1008 ,822 ,102348 ,94033 ,-8.12%
,Tochigi-ken,Nikko-shi,JP09006,1060 ,933 ,90066 ,77661 ,-13.77%
,Tochigi-ken,Oyama-shi,JP09007,1071 ,1029 ,164454 ,166666 ,1.35%
,Tochigi-ken,Moka-shi,JP09008,716 ,670 ,82289 ,78190 ,-4.98%
,Tochigi-ken,Ohtawara-shi,JP09009,984 ,888 ,77729 ,72087 ,-7.26%
,Tochigi-ken,Yaita-shi,JP09010,576 ,666 ,35343 ,31165 ,-11.82%
,Tochigi-ken,Nasushiobara-shi,JP09011,902 ,1160 ,117812 ,115210 ,-2.21%
,Tochigi-ken,Sakura-shi,JP09012,361 ,361 ,44768 ,44513 ,-0.57%
,Tochigi-ken,Nasukarasuyama-shi,JP09013,272 ,272 ,29206 ,24875 ,-14.83%
,Tochigi-ken,Shimotsuke-shi,JP09014,1647 ,1649 ,59483 ,59507 ,0.04%
,Tochigi-ken,Kaminokawa-machi,JP09015,209 ,209 ,31621 ,30806 ,-2.58%
,Tochigi-ken,Mashiko-machi,JP09016,273 ,273 ,24348 ,21898 ,-10.06%
,Tochigi-ken,Motegi-machi,JP09017,40 ,0 ,15018 ,11891 ,-20.82%
,Tochigi-ken,Ichikai-machi,JP09018,0 ,74 ,12094 ,11262 ,-6.88%
,Tochigi-ken,Haga-machi,JP09019,0 ,0 ,16030 ,14961 ,-6.67%
,Tochigi-ken,Mibu-machi,JP09020,1167 ,1195 ,39605 ,39474 ,-0.33%
,Tochigi-ken,Nogi-machi,JP09021,166 ,166 ,25720 ,24913 ,-3.14%
,Tochigi-ken,Shioya-machi,JP09022,0 ,0 ,12560 ,10354 ,-17.56%
,Tochigi-ken,Takanezawa-machi,JP09023,187 ,187 ,30436 ,29229 ,-3.97%
,Tochigi-ken,Nasu-machi,JP09024,344 ,321 ,26765 ,23956 ,-10.50%
,Tochigi-ken,Nakagawa-machi,JP09025,50 ,50 ,18446 ,15215 ,-17.52%
,Gumma-ken,Maebashi-shi,JP10001,4558 ,4361 ,340291 ,332149 ,-2.39%
,Gumma-ken,Takasaki-shi,JP10002,4019 ,4076 ,371302 ,372973 ,0.45%
,Gumma-ken,Kiryu-shi,JP10003,1405 ,1162 ,121704 ,106445 ,-12.54%
,Gumma-ken,Isesaki-shi,JP10004,2636 ,2524 ,207221 ,211850 ,2.23%
,Gumma-ken,Ota-shi,JP10005,2697 ,2456 ,216465 ,223014 ,3.03%
,Gumma-ken,Numata-shi,JP10006,712 ,615 ,51265 ,45337 ,-11.56%
,Gumma-ken,Tatebayashi-shi,JP10007,956 ,915 ,78608 ,75309 ,-4.20%
,Gumma-ken,Shibukawa-shi,JP10008,1777 ,1689 ,83330 ,74581 ,-10.50%
,Gumma-ken,Fujioka-shi,JP10009,898 ,902 ,67975 ,63261 ,-6.93%
,Gumma-ken,Tomioka-shi,JP10010,1069 ,917 ,52070 ,47446 ,-8.88%
,Gumma-ken,Annaka-shi,JP10011,491 ,501 ,61077 ,54907 ,-10.10%
,Gumma-ken,Midori-shi,JP10012,945 ,903 ,51899 ,49648 ,-4.34%
,Gumma-ken,Shinto-mura,JP10013,0 ,0 ,14370 ,14216 ,-1.07%
,Gumma-ken,Yoshioka-machi,JP10014,494 ,494 ,19801 ,21792 ,10.06%
,Gumma-ken,Ueno-mura,JP10015,0 ,0 ,1306 ,1128 ,-13.63%
,Gumma-ken,Kanna-machi,JP10016,0 ,0 ,2352 ,1645 ,-30.06%
,Gumma-ken,Shimonita-machi,JP10017,144 ,94 ,8911 ,6576 ,-26.20%
,Gumma-ken,Nammoku-mura,JP10018,0 ,0 ,2423 ,1611 ,-33.51%
,Gumma-ken,Kanra-machi,JP10019,0 ,0 ,13618 ,12491 ,-8.28%
,Gumma-ken,Nakanojo-machi,JP10020,603 ,556 ,18216 ,15386 ,-15.54%
,Gumma-ken,Naganohara-machi,JP10021,150 ,113 ,6017 ,5095 ,-15.32%
,Gumma-ken,Tsumagoi-mura,JP10022,0 ,0 ,10183 ,8850 ,-13.09%
,Gumma-ken,Kusatsu-machi,JP10023,560 ,509 ,7160 ,6049 ,-15.52%
,Gumma-ken,Takayama-mura,JP10024,0 ,0 ,3911 ,3511 ,-10.23%
,Gumma-ken,Higashiagatsuma-machi,JP10025,227 ,199 ,15622 ,12728 ,-18.53%
,Gumma-ken,Katashina-mura,JP10026,0 ,0 ,4904 ,3993 ,-18.58%
,Gumma-ken,Kawaba-mura,JP10027,231 ,199 ,3898 ,3480 ,-10.72%
,Gumma-ken,Showa-mura,JP10028,0 ,0 ,7620 ,6953 ,-8.75%
,Gumma-ken,Minakami-machi,JP10029,178 ,148 ,21345 ,17195 ,-19.44%
,Gumma-ken,Tamamura-machi,JP10030,125 ,125 ,37536 ,36054 ,-3.95%
,Gumma-ken,Itakura-machi,JP10031,0 ,0 ,15706 ,14083 ,-10.33%
,Gumma-ken,Meiwa-machi,JP10032,0 ,0 ,11209 ,10882 ,-2.92%
,Gumma-ken,Chiyoda-machi,JP10033,0 ,0 ,11473 ,10861 ,-5.33%
,Gumma-ken,Oizumi-machi,JP10034,74 ,74 ,40257 ,42089 ,4.55%
,Gumma-ken,Ora-machi,JP10035,80 ,80 ,27023 ,25522 ,-5.55%
,Saitama-ken,Saitama-shi,JP11001,8092 ,8040 ,1222434 ,1324025 ,8.31%
,Saitama-ken,Kawagoe-shi,JP11002,4362 ,4400 ,342670 ,354571 ,3.47%
,Saitama-ken,Kumagaya-shi,JP11003,2350 ,2358 ,203180 ,194415 ,-4.31%
,Saitama-ken,Kawaguchi-shi,JP11004,3532 ,3590 ,561506 ,594274 ,5.84%
,Saitama-ken,Gyoda-shi,JP11005,568 ,664 ,85786 ,78617 ,-8.36%
,Saitama-ken,Chichibu-shi,JP11006,572 ,445 ,66955 ,59674 ,-10.87%
,Saitama-ken,Tokorozawa-shi,JP11007,4166 ,4312 ,341924 ,342464 ,0.16%
,Saitama-ken,Hanno-shi,JP11008,1680 ,1502 ,83549 ,80361 ,-3.82%
,Saitama-ken,Kazo-shi,JP11009,632 ,499 ,115002 ,111623 ,-2.94%
,Saitama-ken,Honjo-shi,JP11010,1403 ,1418 ,81889 ,78569 ,-4.05%
,Saitama-ken,Higashimatsuyama-shi,JP11011,1046 ,1166 ,90099 ,91791 ,1.88%
,Saitama-ken,Kasukabe-shi,JP11012,2185 ,2433 ,237171 ,229792 ,-3.11%
,Saitama-ken,Sayama-shi,JP11013,2104 ,2077 ,155727 ,148699 ,-4.51%
,Saitama-ken,Hanyu-shi,JP11014,602 ,500 ,56204 ,52862 ,-5.95%
,Saitama-ken,Konosu-shi,JP11015,810 ,822 ,119639 ,116828 ,-2.35%
,Saitama-ken,Fukaya-shi,JP11016,1442 ,1329 ,144618 ,141268 ,-2.32%
,Saitama-ken,Ageo-shi,JP11017,1341 ,1317 ,223926 ,226940 ,1.35%
,Saitama-ken,Soka-shi,JP11018,656 ,656 ,243855 ,248304 ,1.82%
,Saitama-ken,Koshigaya-shi,JP11019,3132 ,3108 ,326313 ,341621 ,4.69%
,Saitama-ken,Warabi-shi,JP11020,244 ,236 ,71502 ,74283 ,3.89%
,Saitama-ken,Toda-shi,JP11021,1347 ,1489 ,123079 ,140899 ,14.48%
,Saitama-ken,Iruma-shi,JP11022,834 ,786 ,149872 ,145651 ,-2.82%
,Saitama-ken,Asaka-shi,JP11023,572 ,692 ,129691 ,141083 ,8.78%
,Saitama-ken,Shiki-shi,JP11024,198 ,198 ,69611 ,75346 ,8.24%
,Saitama-ken,Wako-shi,JP11025,1102 ,1329 ,80745 ,83989 ,4.02%
,Saitama-ken,Niiza-shi,JP11026,937 ,1041 ,158777 ,166017 ,4.56%
,Saitama-ken,Okegawa-shi,JP11027,264 ,260 ,74711 ,74748 ,0.05%
,Saitama-ken,Kuki-shi,JP11028,1106 ,1474 ,154310 ,150582 ,-2.42%
,Saitama-ken,Kitamoto-shi,JP11029,629 ,568 ,68888 ,65201 ,-5.35%
,Saitama-ken,Yashio-shi,JP11030,1069 ,1075 ,82977 ,93363 ,12.52%
,Saitama-ken,Fujimi-shi,JP11031,617 ,656 ,106736 ,111859 ,4.80%
,Saitama-ken,Misato-shi,JP11032,1309 ,1310 ,131415 ,142145 ,8.16%
,Saitama-ken,Hasuda-shi,JP11033,1090 ,1055 ,63309 ,61499 ,-2.86%
,Saitama-ken,Sakado-shi,JP11034,448 ,432 ,101700 ,100275 ,-1.40%
,Saitama-ken,Satte-shi,JP11035,882 ,786 ,54012 ,50066 ,-7.31%
,Saitama-ken,Tsurugashima-shi,JP11036,319 ,319 ,69990 ,70117 ,0.18%
,Saitama-ken,Hidaka-shi,JP11037,1005 ,941 ,57473 ,54571 ,-5.05%
,Saitama-ken,Yoshikawa-shi,JP11038,476 ,452 ,65298 ,71979 ,10.23%
,Saitama-ken,Fujimino-shi,JP11039,531 ,590 ,105695 ,113597 ,7.48%
,Saitama-ken,Shiraoka-shi,JP11040,491 ,486 ,50272 ,52214 ,3.86%
,Saitama-ken,Ina-machi,JP11041,874 ,960 ,42494 ,44841 ,5.52%
,Saitama-ken,Miyoshi-machi,JP11042,1025 ,1072 ,38706 ,38434 ,-0.70%
,Saitama-ken,Moroyama-machi,JP11043,2098 ,1926 ,39054 ,35366 ,-9.44%
,Saitama-ken,Ogose-machi,JP11044,0 ,0 ,12537 ,11029 ,-12.03%
,Saitama-ken,Namegawa-machi,JP11045,296 ,274 ,17323 ,19732 ,13.91%
,Saitama-ken,Ranzan-machi,JP11046,219 ,65 ,18887 ,17889 ,-5.28%
,Saitama-ken,Ogawa-machi,JP11047,377 ,377 ,32913 ,28524 ,-13.34%
,Saitama-ken,Kawajima-machi,JP11048,238 ,238 ,22147 ,19378 ,-12.50%
,Saitama-ken,Yoshimi-machi,JP11049,0 ,0 ,21079 ,18192 ,-13.70%
,Saitama-ken,Hatoyama-machi,JP11050,310 ,310 ,15305 ,13560 ,-11.40%
,Saitama-ken,Tokigawa-machi,JP11051,0 ,0 ,12418 ,10540 ,-15.12%
,Saitama-ken,Yokoze-machi,JP11052,0 ,0 ,9039 ,7979 ,-11.73%
,Saitama-ken,Minano-machi,JP11053,210 ,210 ,10888 ,9302 ,-14.57%
,Saitama-ken,Nagatoro-machi,JP11054,0 ,0 ,7908 ,6807 ,-13.92%
,Saitama-ken,Ogano-machi,JP11055,95 ,95 ,13436 ,10928 ,-18.67%
,Saitama-ken,Higashichichibu-mura,JP11056,0 ,0 ,3348 ,2709 ,-19.09%
,Saitama-ken,Misato-machi,JP11057,172 ,159 ,11605 ,11039 ,-4.88%
,Saitama-ken,Kamikawa-machi,JP11058,0 ,0 ,14470 ,13359 ,-7.68%
,Saitama-ken,Kamisato-machi,JP11059,0 ,0 ,30998 ,30343 ,-2.11%
,Saitama-ken,Yorii-machi,JP11060,235 ,235 ,35774 ,32374 ,-9.50%
,Saitama-ken,Miyashiro-machi,JP11061,0 ,0 ,33641 ,34147 ,1.50%
,Saitama-ken,Sugito-machi,JP11062,230 ,37 ,46923 ,43845 ,-6.56%
,Saitama-ken,Matsubushi-machi,JP11063,438 ,324 ,31153 ,28266 ,-9.27%
,Chiba-ken,Chiba-shi,JP12001,8963 ,8962 ,961749 ,974951 ,1.37%
,Chiba-ken,Choshi-shi,JP12002,914 ,692 ,70210 ,58431 ,-16.78%
,Chiba-ken,Ichikawa-shi,JP12003,3366 ,3012 ,473919 ,496676 ,4.80%
,Chiba-ken,Funabashi-shi,JP12004,4401 ,4431 ,609040 ,642907 ,5.56%
,Chiba-ken,Tateyama-shi,JP12005,831 ,756 ,49290 ,45153 ,-8.39%
,Chiba-ken,Kisarazu-shi,JP12006,1874 ,1990 ,129312 ,136166 ,5.30%
,Chiba-ken,Matsudo-shi,JP12007,3028 ,3695 ,484457 ,498232 ,2.84%
,Chiba-ken,Noda-shi,JP12008,1531 ,1495 ,155491 ,152638 ,-1.83%
,Chiba-ken,Mobara-shi,JP12009,1121 ,1116 ,93015 ,86782 ,-6.70%
,Chiba-ken,Narita-shi,JP12010,2214 ,2633 ,128933 ,132906 ,3.08%
,Chiba-ken,Sakura-shi,JP12011,361 ,361 ,172183 ,168743 ,-2.00%
,Chiba-ken,Togane-shi,JP12012,712 ,775 ,61751 ,58219 ,-5.72%
,Chiba-ken,Asahi-shi,JP12013,1444 ,1467 ,69058 ,63745 ,-7.69%
,Chiba-ken,Narashino-shi,JP12014,1501 ,1445 ,164530 ,176197 ,7.09%
,Chiba-ken,Kashiwa-shi,JP12015,4517 ,5384 ,404012 ,426468 ,5.56%
,Chiba-ken,Katsuura-shi,JP12016,311 ,290 ,20788 ,16927 ,-18.57%
,Chiba-ken,Ichihara-shi,JP12017,2186 ,2404 ,280416 ,269524 ,-3.88%
,Chiba-ken,Nagareyama-shi,JP12018,1058 ,1129 ,163984 ,199849 ,21.87%
,Chiba-ken,Yachiyo-shi,JP12019,2561 ,2838 ,189781 ,199498 ,5.12%
,Chiba-ken,Abiko-shi,JP12020,699 ,833 ,134017 ,130510 ,-2.62%
,Chiba-ken,Kamogawa-shi,JP12021,1558 ,1550 ,35766 ,32116 ,-10.21%
,Chiba-ken,Kamagaya-shi,JP12022,1583 ,1283 ,107853 ,109932 ,1.93%
,Chiba-ken,Kimitsu-shi,JP12023,567 ,552 ,89168 ,82206 ,-7.81%
,Chiba-ken,Futtsu-shi,JP12024,113 ,113 ,48073 ,42465 ,-11.67%
,Chiba-ken,Urayasu-shi,JP12025,1129 ,1520 ,164877 ,171362 ,3.93%
,Chiba-ken,Yotsukaido-shi,JP12026,943 ,847 ,86726 ,93576 ,7.90%
,Chiba-ken,Sodegaura-shi,JP12027,319 ,409 ,60355 ,63883 ,5.85%
,Chiba-ken,Yachimata-shi,JP12028,521 ,516 ,73212 ,67455 ,-7.86%
,Chiba-ken,Inzai-shi,JP12029,935 ,1089 ,88176 ,102609 ,16.37%
,Chiba-ken,Shiroi-shi,JP12030,353 ,451 ,60345 ,62441 ,3.47%
,Chiba-ken,Tomisato-shi,JP12031,384 ,473 ,51087 ,49735 ,-2.65%
,Chiba-ken,Minamiboso-shi,JP12032,436 ,452 ,42104 ,35831 ,-14.90%
,Chiba-ken,Sosa-shi,JP12033,367 ,308 ,39814 ,35040 ,-11.99%
,Chiba-ken,Katori-shi,JP12034,980 ,1008 ,82866 ,72356 ,-12.68%
,Chiba-ken,Sammu-shi,JP12035,350 ,312 ,56089 ,48444 ,-13.63%
,Chiba-ken,Isumi-shi,JP12036,342 ,342 ,40962 ,35544 ,-13.23%
,Chiba-ken,Oamishirasato-shi,JP12037,99 ,219 ,50113 ,48129 ,-3.96%
,Chiba-ken,Shisui-machi,JP12038,0 ,311 ,21234 ,20745 ,-2.30%
,Chiba-ken,Sakae-machi,JP12039,68 ,64 ,22580 ,20127 ,-10.86%
,Chiba-ken,Kozaki-machi,JP12040,29 ,0 ,6454 ,5816 ,-9.89%
,Chiba-ken,Tako-machi,JP12041,166 ,105 ,16002 ,13735 ,-14.17%
,Chiba-ken,Tonosho-machi,JP12042,80 ,80 ,15154 ,13228 ,-12.71%
,Chiba-ken,Kujukuri-machi,JP12043,199 ,199 ,18004 ,14639 ,-18.69%
,Chiba-ken,Shibayama-machi,JP12044,253 ,197 ,7920 ,7033 ,-11.20%
,Chiba-ken,Yokoshibahikari-machi,JP12045,100 ,95 ,24675 ,22075 ,-10.54%
,Chiba-ken,Ichinomiya-machi,JP12046,0 ,0 ,12034 ,11897 ,-1.14%
,Chiba-ken,Mutsuzawa-machi,JP12047,0 ,0 ,7340 ,6760 ,-7.90%
,Chiba-ken,Chosei-mura,JP12048,0 ,0 ,14752 ,13803 ,-6.43%
,Chiba-ken,Shirako-machi,JP12049,0 ,0 ,12151 ,10305 ,-15.19%
,Chiba-ken,Nagara-machi,JP12050,227 ,354 ,8035 ,6721 ,-16.35%
,Chiba-ken,Chonan-machi,JP12051,0 ,0 ,9073 ,7198 ,-20.67%
,Chiba-ken,Otaki-machi,JP12052,417 ,389 ,10671 ,8885 ,-16.74%
