CNTRY,admin1,admin2,stdnt10,stdnt20,pop10,pop20,rate
일본,Aomori-ken,Sotogahama-machi,274,131,7089,5401,-23.81%
일본,Aomori-ken,Ajigasawa-machi,482,296,11449,9044,-21.01%
일본,Aomori-ken,Fukaura-machi,409,209,9691,7346,-24.20%
일본,Aomori-ken,Nishimeya-mura,52,67,1594,1265,-20.64%
일본,Aomori-ken,Fujisaki-machi,812,692,16021,14573,-9.04%
일본,Aomori-ken,Owani-machi,481,257,10978,8665,-21.07%
일본,Aomori-ken,Inakadate-mura,374,364,8153,7326,-10.14%
일본,Aomori-ken,Itayanagi-machi,748,529,15227,12700,-16.60%
일본,Aomori-ken,Tsuruta-machi,811,543,14270,12074,-15.39%
일본,Aomori-ken,Nakadomari-machi,535,341,12743,9657,-24.22%
일본,Aomori-ken,Noheji-machi,706,508,14314,12374,-13.55%
일본,Aomori-ken,Shichinohe-machi,830,617,16759,14556,-13.15%
일본,Aomori-ken,Rokunohe-machi,579,591,10241,10447,2.01%
일본,Aomori-ken,Yokohama-machi,265,158,4881,4229,-13.36%
일본,Aomori-ken,Tohoku-machi,1047,733,19106,16428,-14.02%
일본,Aomori-ken,Rokkasho-mura,597,445,11095,10367,-6.56%
일본,Aomori-ken,Oirase-cho,1682,1396,24211,24273,0.26%
일본,Aomori-ken,Oma-machi,371,244,6340,4718,-25.58%
일본,Aomori-ken,Higashidori-mura,347,282,7252,5955,-17.88%
일본,Aomori-ken,Kazamaura-mura,100,52,2463,1636,-33.58%
일본,Aomori-ken,Sai-mura,119,49,2422,1788,-26.18%
일본,Aomori-ken,Sannohe-machi,527,382,11299,9082,-19.62%
일본,Aomori-ken,Gonohe-machi,884,632,18712,16042,-14.27%
일본,Aomori-ken,Takko-machi,303,177,6175,4968,-19.55%
일본,Aomori-ken,Nambu-cho,1056,663,19853,16809,-15.33%
일본,Aomori-ken,Hashikami-cho,827,522,14699,13496,-8.18%
일본,Aomori-ken,Shingo-mura,124,82,2851,2197,-22.94%
일본,Iwate-ken,Morioka-shi,16293,14634,298348,289731,-2.89%
일본,Iwate-ken,Miyako-shi,3071,2062,59430,50369,-15.25%
일본,Iwate-ken,Ofunato-shi,2044,1425,40737,34728,-14.75%
일본,Iwate-ken,Hanamaki-shi,5509,4433,101438,93193,-8.13%
일본,Iwate-ken,Kitakami-shi,5742,4887,93138,93045,-0.10%
일본,Iwate-ken,Kuji-shi,2183,1624,36872,33043,-10.38%
일본,Iwate-ken,Tono-shi,1425,1125,29331,25366,-13.52%
일본,Iwate-ken,Ichinoseki-shi,6710,5085,127642,111932,-12.31%
일본,Iwate-ken,Rikuzentakata-shi,1202,683,23300,18262,-21.62%
일본,Iwate-ken,Kamaishi-shi,1927,1252,39574,32078,-18.94%
일본,Iwate-ken,Ninohe-shi,1569,1093,29702,25513,-14.10%
일본,Iwate-ken,Hachimantai-shi,1332,909,28680,24023,-16.24%
일본,Iwate-ken,Oshu-shi,6891,5453,124746,112937,-9.47%
일본,Iwate-ken,Takizawashi,3266,3227,53857,55579,3.20%
일본,Iwate-ken,Shizukuishi-cho,904,686,18033,15731,-12.77%
일본,Iwate-ken,Kuzumaki-machi,269,188,7304,5634,-22.86%
일본,Iwate-ken,Iwate-machi,734,470,14984,12285,-18.01%
일본,Iwate-ken,Shiwa-cho,2044,1701,33288,32147,-3.43%
일본,Iwate-ken,Yahaba-cho,1737,1433,27205,28056,3.13%
일본,Iwate-ken,Nishiwaga-machi,255,155,6602,5134,-22.24%
일본,Iwate-ken,Kanegasaki-cho,929,754,16325,15535,-4.84%
일본,Iwate-ken,Hiraizumi-cho,414,350,8345,7252,-13.10%
일본,Iwate-ken,Sumita-cho,251,168,6190,5045,-18.50%
일본,Iwate-ken,Otsuchi-cho,770,60,15276,11004,-27.97%
일본,Iwate-ken,Yamada-machi,1028,586,18617,14320,-23.08%
일본,Iwate-ken,Iwaizumi-cho,493,311,10804,8726,-19.23%
일본,Iwate-ken,Tanohata-mura,189,151,3843,3059,-20.40%
일본,Iwate-ken,Fudai-mura,141,95,3088,2487,-19.46%
일본,Iwate-ken,Karumai-machi,472,332,10209,8421,-17.51%
일본,Iwate-ken,Noda-mura,206,181,4632,3936,-15.03%
일본,Iwate-ken,Kunohe-mura,306,228,6507,5378,-17.35%
일본,Iwate-ken,Hirono-cho,1037,616,17913,15091,-15.75%
일본,Iwate-ken,Ichinohe-machi,606,465,14187,11494,-18.98%
일본,Miyagi-ken,Sendai-shi,56383,53909,1045986,1096704,4.85%
일본,Miyagi-ken,Ishinomaki-shi,8711,6318,160826,140151,-12.86%
일본,Miyagi-ken,Shiogama-shi,2821,2320,56490,52203,-7.59%
일본,Miyagi-ken,Kesennuma-shi,3803,2343,73489,61147,-16.79%
일본,Miyagi-ken,Shiroishi-shi,1832,1434,37422,32758,-12.46%
일본,Miyagi-ken,Natori-shi,4544,4949,73134,78718,7.64%
일본,Miyagi-ken,Kakuda-shi,1617,1288,31336,27976,-10.72%
일본,Miyagi-ken,Tagajo-shi,3769,3325,63060,62827,-0.37%
일본,Miyagi-ken,Iwanuma-shi,2768,2516,44187,44068,-0.27%
일본,Miyagi-ken,Tome-shi,4476,3651,83969,76037,-9.45%
일본,Miyagi-ken,Kurihara-shi,3622,2800,74932,64637,-13.74%
일본,Miyagi-ken,Higashimatsushima-shi,2614,2000,42903,39098,-8.87%
일본,Miyagi-ken,Osaki-shi,7462,6450,135147,127330,-5.78%
일본,Miyagi-ken,Tomiya-shi,3943,3817,47042,51651,9.80%
일본,Miyagi-ken,Zao-machi,680,514,12882,11418,-11.36%
일본,Miyagi-ken,Shichikashuku-machi,72,41,1694,1262,-25.50%
일본,Miyagi-ken,Ogawara-machi,1371,1270,23530,23571,0.17%
일본,Miyagi-ken,Murata-machi,606,466,11995,10666,-11.08%
일본,Miyagi-ken,Shibata-machi,2145,1855,39341,38271,-2.72%
일본,Miyagi-ken,Kawasaki-machi,493,319,9978,8345,-16.37%
일본,Miyagi-ken,Marumori-machi,754,502,15501,12262,-20.90%
일본,Miyagi-ken,Watari-cho,2046,1640,34845,33087,-5.05%
일본,Miyagi-ken,Yamamoto-cho,751,429,16704,12046,-27.89%
일본,Miyagi-ken,Matsushima-machi,674,529,15085,13323,-11.68%
일본,Miyagi-ken,Shichigahama-machi,1235,854,20416,18132,-11.19%
일본,Miyagi-ken,Rifu-cho,2277,2200,33994,35182,3.49%
일본,Miyagi-ken,Taiwa-cho,1418,1794,24894,28786,15.63%
일본,Miyagi-ken,Osato-cho,420,389,8927,7813,-12.48%
일본,Miyagi-ken,Ohira-mura,322,358,5334,5849,9.66%
일본,Miyagi-ken,Shikama-cho,426,338,7431,6698,-9.86%
일본,Miyagi-ken,Kami-machi,1290,1019,25527,21943,-14.04%
일본,Miyagi-ken,Wakuya-cho,901,651,17494,15388,-12.04%
일본,Miyagi-ken,Misato-machi,1260,1154,25190,23994,-4.75%
일본,Miyagi-ken,Onagawa-cho,473,196,10051,6430,-36.03%
일본,Miyagi-ken,Minamisanriku-cho,922,448,17429,12225,-29.86%
일본,Akita-ken,Akita-shi,16528,14046,323600,307672,-4.92%
일본,Akita-ken,Noshiro-shi,2786,1872,59084,49968,-15.43%
일본,Akita-ken,Yokote-shi,4732,3693,98367,85555,-13.02%
일본,Akita-ken,Odate-shi,3771,2858,78946,69237,-12.30%
일본,Akita-ken,Oga-shi,1196,756,32294,25154,-22.11%
일본,Akita-ken,Yuzawa-shi,2437,1571,50849,42091,-17.22%
일본,Akita-ken,Kazuno-shi,1707,1288,34473,29088,-15.62%
일본,Akita-ken,Yurihonjo-shi,4184,3341,85229,74707,-12.35%
일본,Akita-ken,Katagami-shi,1876,1392,34442,31720,-7.90%
일본,Akita-ken,Daisen-shi,4056,3280,88301,77657,-12.05%
일본,Akita-ken,Kitaakita-shi,1540,1076,36387,30198,-17.01%
일본,Akita-ken,Nikaho-shi,1475,959,27544,23435,-14.92%
일본,Akita-ken,Semboku-shi,1339,965,29568,24610,-16.77%
일본,Akita-ken,Kosaka-machi,292,163,6054,4780,-21.04%
일본,Akita-ken,Kamikoani-mura,84,51,2727,2063,-24.35%
일본,Akita-ken,Fujisato-machi,148,86,3848,2896,-24.74%
일본,Akita-ken,Mitane-cho,811,527,18876,15254,-19.19%
일본,Akita-ken,Happou-cho,363,209,8220,6577,-19.99%
일본,Akita-ken,Gojome-machi,419,275,10516,8538,-18.81%
일본,Akita-ken,Hachirogata-machi,307,183,6623,5583,-15.70%
일본,Akita-ken,Ikawa-machi,280,0,5493,4566,-16.88%
일본,Akita-ken,Ogata-mura,206,161,3218,3011,-6.43%
일본,Akita-ken,Misato-cho,1025,755,21674,18613,-14.12%
일본,Akita-ken,Ugo-machi,777,589,16792,13825,-17.67%
일본,Akita-ken,Higashinaruse-mura,164,96,2872,2704,-5.85%
일본,Yamagata-ken,Yamagata-shi,13787,12401,254244,247590,-2.62%
일본,Yamagata-ken,Yonezawa-shi,4858,3896,89401,81252,-9.12%
일본,Yamagata-ken,Tsuruoka-shi,7315,5762,136623,122347,-10.45%
일본,Yamagata-ken,Sakata-shi,6025,4400,111151,100273,-9.79%
일본,Yamagata-ken,Shinjo-shi,2356,1386,38850,34432,-11.37%
일본,Yamagata-ken,Sagae-shi,2495,2115,42373,40189,-5.15%
일본,Yamagata-ken,Kaminoyama-shi,1599,1164,33836,29110,-13.97%
일본,Yamagata-ken,Murayama-shi,1365,924,26811,22516,-16.02%
일본,Yamagata-ken,Nagai-shi,1564,1199,29473,26543,-9.94%
일본,Yamagata-ken,Tendo-shi,3555,3256,62214,62140,-0.12%
일본,Yamagata-ken,Higashine-shi,2688,2661,46414,47682,2.73%
일본,Yamagata-ken,Obanazawa-shi,894,617,18955,14971,-21.02%
일본,Yamagata-ken,Nanyo-shi,1818,1464,33658,30420,-9.62%
일본,Yamagata-ken,Yamanobe-machi,815,723,15139,13725,-9.34%
일본,Yamagata-ken,Nakayama-machi,633,471,12015,10746,-10.56%
일본,Yamagata-ken,Kahoku-cho,1041,836,19959,17641,-11.61%
일본,Yamagata-ken,Nishikawa-machi,282,176,6270,4956,-20.96%
일본,Yamagata-ken,Asahi-machi,362,239,7856,6366,-18.97%
일본,Yamagata-ken,Oe-machi,451,348,9227,7646,-17.13%
일본,Yamagata-ken,Oishida-machi,454,268,8160,6577,-19.40%
일본,Yamagata-ken,Kaneyama-machi,349,219,6365,5071,-20.33%
일본,Yamagata-ken,Mogami-machi,476,360,9847,8080,-17.94%
일본,Yamagata-ken,Funagata-machi,269,215,6164,5007,-18.77%
일본,Yamagata-ken,Mamurogawa-machi,431,295,9165,7203,-21.41%
일본,Yamagata-ken,Okura-mura,197,156,3762,3028,-19.51%
일본,Yamagata-ken,Sakegawa-mura,278,169,4862,3902,-19.74%
일본,Yamagata-ken,Tozawa-mura,244,159,5304,4199,-20.83%
일본,Yamagata-ken,Takahata-machi,1456,1208,25025,22463,-10.24%
일본,Yamagata-ken,Kawanishi-machi,876,639,17313,14558,-15.91%
일본,Yamagata-ken,Oguni-machi,433,318,8862,7107,-19.80%
일본,Yamagata-ken,Shirataka-machi,809,648,15314,12890,-15.83%
일본,Yamagata-ken,Iide-machi,387,326,7943,6613,-16.74%
일본,Yamagata-ken,Mikawa-machi,424,396,7731,7601,-1.68%
일본,Yamagata-ken,Shonai-machi,1271,947,23158,20151,-12.98%
일본,Yamagata-ken,Yuza-machi,715,524,15480,13032,-15.81%
일본,Fukushima-ken,Fukushima-shi,17190,13003,292590,282693,-3.38%
일본,Fukushima-ken,Aizuwakamatsu-shi,7442,5865,126220,117376,-7.01%
일본,Fukushima-ken,Koriyama-shi,20469,16011,338712,327692,-3.25%
일본,Fukushima-ken,Iwaki-shi,19875,15869,342249,332931,-2.72%
일본,Fukushima-ken,Shirakawa-shi,4091,3041,64704,59491,-8.06%
일본,Fukushima-ken,Sukagawa-shi,4963,3974,79267,74992,-5.39%
일본,Fukushima-ken,Kitakata-shi,2889,2181,52356,44760,-14.51%
일본,Fukushima-ken,Soma-shi,2221,1868,37817,34865,-7.81%
일본,Fukushima-ken,Nihonmatsu-shi,3295,2370,59871,53557,-10.55%
일본,Fukushima-ken,Tamura-shi,2299,1593,40422,35169,-13.00%
일본,Fukushima-ken,Minamisoma-shi,4028,2011,70878,59005,-16.75%
일본,Fukushima-ken,Date-shi,3756,2516,66027,58240,-11.79%
일본,Fukushima-ken,Motomiya-shi,1914,1631,31489,30236,-3.98%
일본,Fukushima-ken,Kori-machi,666,508,12853,11459,-10.85%
일본,Fukushima-ken,Kunimi-machi,504,322,10086,8639,-14.35%
일본,Fukushima-ken,Kawamata-machi,812,422,15569,12170,-21.83%
일본,Fukushima-ken,Otama-mura,488,539,8574,8900,3.80%
일본,Fukushima-ken,Kagamiishi-machi,836,703,12815,12318,-3.88%
일본,Fukushima-ken,Tenei-mura,324,232,6291,5194,-17.44%
일본,Fukushima-ken,Shimogo-machi,315,219,6461,5264,-18.53%
일본,Fukushima-ken,Hinoemata-mura,42,27,636,504,-20.75%
일본,Fukushima-ken,Tadami-machi,225,144,4932,4044,-18.00%
일본,Fukushima-ken,Minamiaizu-machi,863,602,17864,14451,-19.11%
일본,Fukushima-ken,Kitashiobara-mura,167,129,3185,2556,-19.75%
일본,Fukushima-ken,Nishiaizu-machi,322,199,7366,5770,-21.67%
일본,Fukushima-ken,Bandai-machi,199,168,3761,3322,-11.67%
일본,Fukushima-ken,Inawashiro-machi,796,616,15805,13552,-14.25%
일본,Fukushima-ken,Aizubange-machi,992,678,17360,15068,-13.20%
일본,Fukushima-ken,Yugawa-mura,209,171,3364,3081,-8.41%
일본,Fukushima-ken,Yanaizu-machi,177,121,4009,3081,-23.15%
일본,Fukushima-ken,Mishima-machi,72,31,1926,1452,-24.61%
일본,Fukushima-ken,Kaneyama-machi,62,30,2462,1862,-24.37%
일본,Fukushima-ken,Showa-mura,45,27,1500,1246,-16.93%
일본,Fukushima-ken,Aizumisato-machi,1137,866,22737,19014,-16.37%
일본,Fukushima-ken,Nishigo-mura,1238,1132,19767,20808,5.27%
일본,Fukushima-ken,Izumizaki-mura,427,373,6802,6213,-8.66%
일본,Fukushima-ken,Nakajima-mura,358,267,5154,4885,-5.22%
일본,Fukushima-ken,Yabuki-machi,1039,900,18407,17287,-6.08%
일본,Fukushima-ken,Tanagura-machi,932,749,15062,13343,-11.41%
일본,Fukushima-ken,Yamatsuri-machi,314,263,6348,5392,-15.06%
일본,Fukushima-ken,Hanawa-machi,508,366,9884,8302,-16.01%
일본,Fukushima-ken,Samegawa-mura,209,148,3989,3049,-23.56%
일본,Fukushima-ken,Ishikawa-machi,904,683,17775,14644,-17.61%
일본,Fukushima-ken,Tamakawa-mura,414,331,7231,6392,-11.60%
일본,Fukushima-ken,Hirata-mura,399,277,6921,5826,-15.82%
일본,Fukushima-ken,Asakawa-machi,457,326,6888,6036,-12.37%
일본,Fukushima-ken,Furudono-machi,308,252,6030,4825,-19.98%
일본,Fukushima-ken,Miharu-machi,938,789,18191,17018,-6.45%
일본,Fukushima-ken,Ono-machi,594,459,11202,9471,-15.45%
일본,Fukushima-ken,Hirono-machi,311,154,5418,5412,-0.11%
일본,Fukushima-ken,Naraha-machi,432,98,7700,3710,-51.82%
일본,Fukushima-ken,Tomioka-machi,937,35,16001,2128,-86.70%
일본,Fukushima-ken,Kawauchi-mura,112,44,2820,2044,-27.52%
일본,Fukushima-ken,Okuma-machi,756,9,11515,847,-92.64%
일본,Fukushima-ken,Futaba-machi,343,30,6932,0,-100.00%
일본,Fukushima-ken,Namie-machi,1162,22,20905,1923,-90.80%
일본,Fukushima-ken,Katsurao-mura,68,8,1531,420,-72.57%
일본,Fukushima-ken,Shinchi-machi,475,402,8224,7905,-3.88%
일본,Fukushima-ken,Iitate-mura,348,0,6209,1318,-78.77%
일본,Ibaraki-ken,Mito-shi,15485,14137,268750,270685,0.72%
일본,Ibaraki-ken,Hitachi-shi,11198,7544,193129,174508,-9.64%
일본,Ibaraki-ken,Tsuchiura-shi,7995,6310,143839,142074,-1.23%
일본,Ibaraki-ken,Koga-shi,7858,6955,142995,139344,-2.55%
일본,Ibaraki-ken,Ishioka-shi,4345,3248,79687,73061,-8.32%
일본,Ibaraki-ken,Yuki-shi,2854,2565,52494,50645,-3.52%
일본,Ibaraki-ken,Ryugasaki-shi,4719,3549,80334,76420,-4.87%
일본,Ibaraki-ken,Shimotsuma-shi,2679,2157,44987,42521,-5.48%
일본,Ibaraki-ken,Joso-shi,3603,3023,65320,60834,-6.87%
일본,Ibaraki-ken,Hitachiota-shi,2817,1805,56250,48602,-13.60%
일본,Ibaraki-ken,Takahagi-shi,1671,1212,31017,27699,-10.70%
일본,Ibaraki-ken,Kitaibaraki-shi,2536,1879,47026,41801,-11.11%
일본,Ibaraki-ken,Kasama-shi,4395,3441,79409,73173,-7.85%
일본,Ibaraki-ken,Toride-shi,5166,5082,109651,104524,-4.68%
일본,Ibaraki-ken,Ushiku-shi,4324,4473,81684,84651,3.63%
일본,Ibaraki-ken,Tsukuba-shi,12932,10882,214590,241656,12.61%
일본,Ibaraki-ken,Hitachinaka-shi,10141,8326,157060,156581,-0.30%
일본,Ibaraki-ken,Kashima-shi,3857,3447,66093,66950,1.30%
일본,Ibaraki-ken,Itako-shi,1630,1265,30534,27604,-9.60%
일본,Ibaraki-ken,Moriya-shi,3983,4412,62482,68421,9.51%
일본,Ibaraki-ken,Hitachiomiya-shi,2339,1674,45178,39267,-13.08%
일본,Ibaraki-ken,Naka-shi,3093,2584,54240,53502,-1.36%
일본,Ibaraki-ken,Chikusei-shi,6230,4790,108527,100753,-7.16%
일본,Ibaraki-ken,Bando-shi,3276,2596,56114,52265,-6.86%
일본,Ibaraki-ken,Inashiki-shi,2251,1527,46895,39039,-16.75%
일본,Ibaraki-ken,Kasumigaura-shi,2551,1976,43553,40087,-7.96%
일본,Ibaraki-ken,Sakuragawa-shi,2579,1366,45673,39122,-14.34%
일본,Ibaraki-ken,Kamisu-shi,5963,5166,94795,95454,0.70%
일본,Ibaraki-ken,Namegata-shi,1851,1448,37611,32185,-14.43%
일본,Ibaraki-ken,Hokota-shi,2617,2005,50156,45953,-8.38%
일본,Ibaraki-ken,Tsukubamirai-shi,2336,3814,44461,49872,12.17%
일본,Ibaraki-ken,Omitama-shi,3055,2382,52279,48870,-6.52%
일본,Ibaraki-ken,Ibaraki-machi,1773,1382,34513,31401,-9.02%
일본,Ibaraki-ken,Oarai-machi,950,676,18328,15715,-14.26%
일본,Ibaraki-ken,Shirosato-machi,1136,712,21491,18097,-15.79%
일본,Ibaraki-ken,Tokai-mura,2603,2351,37438,37891,1.21%
일본,Ibaraki-ken,Daigo-machi,812,537,20073,15736,-21.61%
일본,Ibaraki-ken,Miho-mura,975,609,17299,14602,-15.59%
일본,Ibaraki-ken,Ami-machi,2629,2510,47940,48553,1.28%
일본,Ibaraki-ken,Kawachi-machi,515,0,10172,8231,-19.08%
일본,Ibaraki-ken,Yachiyo-machi,1424,996,23106,21026,-9.00%
일본,Ibaraki-ken,Goka-machi,481,349,9410,8093,-14.00%
일본,Ibaraki-ken,Sakai-machi,1560,1264,25714,24201,-5.88%
일본,Ibaraki-ken,Tone-machi,758,576,17473,15340,-12.21%
일본,Tochigi-ken,Utsunomiya-shi,29329,27970,511739,518757,1.37%
일본,Tochigi-ken,Ashikaga-shi,8414,6500,154530,144746,-6.33%
일본,Tochigi-ken,Tochigi-shi,8970,7424,164024,155549,-5.17%
일본,Tochigi-ken,Sano-shi,6403,4963,121249,116228,-4.14%
일본,Tochigi-ken,Kanuma-shi,5704,4654,102348,94033,-8.12%
일본,Tochigi-ken,Nikko-shi,4384,3229,90066,77661,-13.77%
일본,Tochigi-ken,Oyama-shi,9427,8544,164454,166666,1.35%
일본,Tochigi-ken,Moka-shi,4808,4381,82289,78190,-4.98%
일본,Tochigi-ken,Ohtawara-shi,4221,3526,77729,72087,-7.26%
일본,Tochigi-ken,Yaita-shi,1969,1387,35343,31165,-11.82%
일본,Tochigi-ken,Nasushiobara-shi,7167,6132,117812,115210,-2.21%
일본,Tochigi-ken,Sakura-shi,2616,2531,44768,44513,-0.57%
일본,Tochigi-ken,Nasukarasuyama-shi,1428,1075,29206,24875,-14.83%
일본,Tochigi-ken,Shimotsuke-shi,3817,3217,59483,59507,0.04%
일본,Tochigi-ken,Kaminokawa-machi,2201,1688,31621,30806,-2.58%
일본,Tochigi-ken,Mashiko-machi,1350,1128,24348,21898,-10.06%
일본,Tochigi-ken,Motegi-machi,680,454,15018,11891,-20.82%
일본,Tochigi-ken,Ichikai-machi,671,550,12094,11262,-6.88%
일본,Tochigi-ken,Haga-machi,940,802,16030,14961,-6.67%
일본,Tochigi-ken,Mibu-machi,2190,2031,39605,39474,-0.33%
일본,Tochigi-ken,Nogi-machi,1194,1233,25720,24913,-3.14%
일본,Tochigi-ken,Shioya-machi,637,410,12560,10354,-17.56%
일본,Tochigi-ken,Takanezawa-machi,1680,1406,30436,29229,-3.97%
일본,Tochigi-ken,Nasu-machi,1354,893,26765,23956,-10.50%
일본,Tochigi-ken,Nakagawa-machi,895,576,18446,15215,-17.52%
일본,Gumma-ken,Maebashi-shi,19277,16702,340291,332149,-2.39%
일본,Gumma-ken,Takasaki-shi,21235,19179,371302,372973,0.45%
일본,Gumma-ken,Kiryu-shi,6336,4376,121704,106445,-12.54%
일본,Gumma-ken,Isesaki-shi,13222,11287,207221,211850,2.23%
일본,Gumma-ken,Ota-shi,13834,12905,216465,223014,3.03%
일본,Gumma-ken,Numata-shi,2955,2038,51265,45337,-11.56%
일본,Gumma-ken,Tatebayashi-shi,4633,3674,78608,75309,-4.20%
일본,Gumma-ken,Shibukawa-shi,4425,3295,83330,74581,-10.50%
일본,Gumma-ken,Fujioka-shi,3918,3010,67975,63261,-6.93%
일본,Gumma-ken,Tomioka-shi,2970,2283,52070,47446,-8.88%
일본,Gumma-ken,Annaka-shi,3234,2437,61077,54907,-10.10%
일본,Gumma-ken,Midori-shi,3222,2567,51899,49648,-4.34%
일본,Gumma-ken,Shinto-mura,902,732,14370,14216,-1.07%
일본,Gumma-ken,Yoshioka-machi,1371,1380,19801,21792,10.06%
일본,Gumma-ken,Ueno-mura,60,44,1306,1128,-13.63%
일본,Gumma-ken,Kanna-machi,41,31,2352,1645,-30.06%
일본,Gumma-ken,Shimonita-machi,310,151,8911,6576,-26.20%
일본,Gumma-ken,Nammoku-mura,46,20,2423,1611,-33.51%
일본,Gumma-ken,Kanra-machi,751,566,13618,12491,-8.28%
일본,Gumma-ken,Nakanojo-machi,858,599,18216,15386,-15.54%
일본,Gumma-ken,Naganohara-machi,357,197,6017,5095,-15.32%
일본,Gumma-ken,Tsumagoi-mura,497,377,10183,8850,-13.09%
일본,Gumma-ken,Kusatsu-machi,373,204,7160,6049,-15.52%
일본,Gumma-ken,Takayama-mura,233,152,3911,3511,-10.23%
일본,Gumma-ken,Higashiagatsuma-machi,708,483,15622,12728,-18.53%
일본,Gumma-ken,Katashina-mura,282,148,4904,3993,-18.58%
일본,Gumma-ken,Kawaba-mura,216,161,3898,3480,-10.72%
일본,Gumma-ken,Showa-mura,433,340,7620,6953,-8.75%
일본,Gumma-ken,Minakami-machi,1056,637,21345,17195,-19.44%
일본,Gumma-ken,Tamamura-machi,2293,1816,37536,36054,-3.95%
일본,Gumma-ken,Itakura-machi,824,666,15706,14083,-10.33%
일본,Gumma-ken,Meiwa-machi,603,538,11209,10882,-2.92%
일본,Gumma-ken,Chiyoda-machi,672,567,11473,10861,-5.33%
일본,Gumma-ken,Oizumi-machi,2173,2006,40257,42089,4.55%
일본,Gumma-ken,Ora-machi,1544,1196,27023,25522,-5.55%
일본,Saitama-ken,Saitama-shi,69905,70574,1222434,1324025,8.31%
일본,Saitama-ken,Kawagoe-shi,18221,18350,342670,354571,3.47%
일본,Saitama-ken,Kumagaya-shi,10868,9105,203180,194415,-4.31%
일본,Saitama-ken,Kawaguchi-shi,30439,29857,561506,594274,5.84%
일본,Saitama-ken,Gyoda-shi,4556,3584,85786,78617,-8.36%
일본,Saitama-ken,Chichibu-shi,3684,2835,66955,59674,-10.87%
일본,Saitama-ken,Tokorozawa-shi,17620,16362,341924,342464,0.16%
일본,Saitama-ken,Hanno-shi,4066,3510,83549,80361,-3.82%
일본,Saitama-ken,Kazo-shi,5994,5362,115002,111623,-2.94%
일본,Saitama-ken,Honjo-shi,4412,3757,81889,78569,-4.05%
일본,Saitama-ken,Higashimatsuyama-shi,4461,4433,90099,91791,1.88%
일본,Saitama-ken,Kasukabe-shi,12361,10317,237171,229792,-3.11%
일본,Saitama-ken,Sayama-shi,8234,6861,155727,148699,-4.51%
일본,Saitama-ken,Hanyu-shi,3095,2424,56204,52862,-5.95%
일본,Saitama-ken,Konosu-shi,6253,5575,119639,116828,-2.35%
일본,Saitama-ken,Fukaya-shi,8385,7107,144618,141268,-2.32%
일본,Saitama-ken,Ageo-shi,13044,11070,223926,226940,1.35%
일본,Saitama-ken,Soka-shi,14137,12123,243855,248304,1.82%
일본,Saitama-ken,Koshigaya-shi,18640,17780,326313,341621,4.69%
일본,Saitama-ken,Warabi-shi,3078,3099,71502,74283,3.89%
일본,Saitama-ken,Toda-shi,7478,8228,123079,140899,14.48%
일본,Saitama-ken,Iruma-shi,8364,6990,149872,145651,-2.82%
일본,Saitama-ken,Asaka-shi,7285,7492,129691,141083,8.78%
일본,Saitama-ken,Shiki-shi,3925,4053,69611,75346,8.24%
일본,Saitama-ken,Wako-shi,4295,4439,80745,83989,4.02%
일본,Saitama-ken,Niiza-shi,8568,8956,158777,166017,4.56%
일본,Saitama-ken,Okegawa-shi,4119,3590,74711,74748,0.05%
일본,Saitama-ken,Kuki-shi,7901,6993,154310,150582,-2.42%
일본,Saitama-ken,Kitamoto-shi,3771,2726,68888,65201,-5.35%
일본,Saitama-ken,Yashio-shi,4627,4382,82977,93363,12.52%
일본,Saitama-ken,Fujimi-shi,5987,5720,106736,111859,4.80%
일본,Saitama-ken,Misato-shi,6820,7198,131415,142145,8.16%
일본,Saitama-ken,Hasuda-shi,3163,2811,63309,61499,-2.86%
일본,Saitama-ken,Sakado-shi,5490,5122,101700,100275,-1.40%
일본,Saitama-ken,Satte-shi,2491,2234,54012,50066,-7.31%
일본,Saitama-ken,Tsurugashima-shi,4019,3232,69990,70117,0.18%
일본,Saitama-ken,Hidaka-shi,3111,2828,57473,54571,-5.05%
일본,Saitama-ken,Yoshikawa-shi,4384,4401,65298,71979,10.23%
일본,Saitama-ken,Fujimino-shi,6172,6087,105695,113597,7.48%
일본,Saitama-ken,Shiraoka-shi,2783,2650,50272,52214,3.86%
일본,Saitama-ken,Ina-machi,2986,2736,42494,44841,5.52%
일본,Saitama-ken,Miyoshi-machi,2324,1970,38706,38434,-0.70%
일본,Saitama-ken,Moroyama-machi,1839,1291,39054,35366,-9.44%
일본,Saitama-ken,Ogose-machi,637,432,12537,11029,-12.03%
일본,Saitama-ken,Namegawa-machi,1015,1198,17323,19732,13.91%
일본,Saitama-ken,Ranzan-machi,914,695,18887,17889,-5.28%
일본,Saitama-ken,Ogawa-machi,1414,1034,32913,28524,-13.34%
일본,Saitama-ken,Kawajima-machi,1174,780,22147,19378,-12.50%
일본,Saitama-ken,Yoshimi-machi,1091,663,21079,18192,-13.70%
일본,Saitama-ken,Hatoyama-machi,630,403,15305,13560,-11.40%
일본,Saitama-ken,Tokigawa-machi,582,402,12418,10540,-15.12%
일본,Saitama-ken,Yokoze-machi,552,366,9039,7979,-11.73%
일본,Saitama-ken,Minano-machi,564,434,10888,9302,-14.57%
일본,Saitama-ken,Nagatoro-machi,426,282,7908,6807,-13.92%
일본,Saitama-ken,Ogano-machi,683,502,13436,10928,-18.67%
