CNTRY,admin1,admin2,stdnt10,stdnt20,pop10,pop20,rate
일본,Gifu-ken,Sakahogi-cho,427,447,8361,8071,-3.47%
일본,Gifu-ken,Tomika-cho,286,356,5516,5626,1.99%
일본,Gifu-ken,Kawabe-cho,600,520,10593,9860,-6.92%
일본,Gifu-ken,Hichiso-cho,196,115,4484,3402,-24.13%
일본,Gifu-ken,Yaotsu-cho,647,431,12045,10195,-15.36%
일본,Gifu-ken,Shirakawa-cho,488,271,9530,7412,-22.22%
일본,Gifu-ken,Higashishirakawa-mura,151,77,2514,2016,-19.81%
일본,Gifu-ken,Mitake-cho,1019,895,18824,17516,-6.95%
일본,Gifu-ken,Shirakawa-mura,119,0,1733,1511,-12.81%
일본,Shizuoka-ken,Shizuoka-shi,38246,33254,716197,693389,-3.18%
일본,Shizuoka-ken,Hamamatsu-shi,46169,42764,800866,790718,-1.27%
일본,Shizuoka-ken,Numazu-shi,11154,8650,202304,189386,-6.39%
일본,Shizuoka-ken,Atami-shi,1337,922,39611,34208,-13.64%
일본,Shizuoka-ken,Mishima-shi,6271,5636,111838,107783,-3.63%
일본,Shizuoka-ken,Fujinomiya-shi,7858,6920,132001,128105,-2.95%
일본,Shizuoka-ken,Ito-shi,3540,2464,71437,65491,-8.32%
일본,Shizuoka-ken,Shimada-shi,5588,5143,100276,95719,-4.54%
일본,Shizuoka-ken,Fuji-shi,15432,13020,254027,245392,-3.40%
일본,Shizuoka-ken,Iwata-shi,9527,9114,168625,166672,-1.16%
일본,Shizuoka-ken,Yaizu-shi,8276,7016,143249,136845,-4.47%
일본,Shizuoka-ken,Kakegawa-shi,6622,6658,116363,114954,-1.21%
일본,Shizuoka-ken,Fujieda-shi,8110,7994,142151,141342,-0.57%
일본,Shizuoka-ken,Gotemba-shi,5566,4846,89030,86614,-2.71%
일본,Shizuoka-ken,Fukuroi-shi,5131,5259,84846,87864,3.56%
일본,Shizuoka-ken,Shimoda-shi,1131,792,25013,20183,-19.31%
일본,Shizuoka-ken,Susono-shi,3155,2794,54546,50911,-6.66%
일본,Shizuoka-ken,Kosai-shi,3688,3037,60107,57885,-3.70%
일본,Shizuoka-ken,Izu-shi,1555,983,34202,28190,-17.58%
일본,Shizuoka-ken,Omaezaki-shi,2076,1590,34700,31103,-10.37%
일본,Shizuoka-ken,Kikugawa-shi,2594,2646,47041,47789,1.59%
일본,Shizuoka-ken,Izunokuni-shi,2678,2331,49269,46804,-5.00%
일본,Shizuoka-ken,Makinohara-shi,2637,2253,49019,43502,-11.25%
일본,Shizuoka-ken,Higashiizu-cho,637,368,14064,11488,-18.32%
일본,Shizuoka-ken,Kawazu-cho,394,303,7998,6870,-14.10%
일본,Shizuoka-ken,Minamiizu-cho,433,299,9516,7877,-17.22%
일본,Shizuoka-ken,Matsuzaki-cho,376,191,7653,6038,-21.10%
일본,Shizuoka-ken,Nishiizu-cho,391,207,9469,7090,-25.12%
일본,Shizuoka-ken,Kannami-cho,2141,1824,38571,36794,-4.61%
일본,Shizuoka-ken,Shimizu-cho,2041,1711,32302,31710,-1.83%
일본,Shizuoka-ken,Nagaizumi-cho,2633,2729,40763,43336,6.31%
일본,Shizuoka-ken,Oyama-cho,1163,913,20629,18568,-9.99%
일본,Shizuoka-ken,Yoshida-cho,1856,1560,29815,28919,-3.01%
일본,Shizuoka-ken,Kawanehon-cho,301,188,8074,6206,-23.14%
일본,Shizuoka-ken,Mori-machi,1043,875,19435,17457,-10.18%
일본,Aichi-ken,Nagoya-shi,116890,113967,2263894,2332176,3.02%
일본,Aichi-ken,Toyohashi-shi,23023,20743,376665,371920,-1.26%
일본,Aichi-ken,Okazaki-shi,23111,23001,372357,384654,3.30%
일본,Aichi-ken,Ichinomiya-shi,23750,20979,378566,380073,0.40%
일본,Aichi-ken,Seto-shi,7452,6718,132224,127792,-3.35%
일본,Aichi-ken,Handa-shi,7729,6373,118828,117884,-0.79%
일본,Aichi-ken,Kasugai-shi,18776,17226,305569,308681,1.02%
일본,Aichi-ken,Toyokawa-shi,11180,10552,181928,184661,1.50%
일본,Aichi-ken,Tsushima-shi,4134,2885,65258,60942,-6.61%
일본,Aichi-ken,Hekinan-shi,4452,4033,72018,72458,0.61%
일본,Aichi-ken,Kariya-shi,9012,8583,145781,153834,5.52%
일본,Aichi-ken,Toyota-shi,25592,23705,421487,422330,0.20%
일본,Aichi-ken,Anjo-shi,12043,11465,178691,187990,5.20%
일본,Aichi-ken,Nishio-shi,10028,9995,165298,169046,2.27%
일본,Aichi-ken,Gamagori-shi,4512,3987,82249,79538,-3.30%
일본,Aichi-ken,Inuyama-shi,4550,3841,75198,73090,-2.80%
일본,Aichi-ken,Tokoname-shi,3097,3762,54858,58710,7.02%
일본,Aichi-ken,Konan-shi,6287,5359,99730,98255,-1.48%
일본,Aichi-ken,Komaki-shi,9299,8407,147132,148831,1.15%
일본,Aichi-ken,Inazawa-shi,8178,7253,136442,134751,-1.24%
일본,Aichi-ken,Shinshiro-shi,2724,2125,49864,44355,-11.05%
일본,Aichi-ken,Tokai-shi,6954,7071,107690,113787,5.66%
일본,Aichi-ken,Obu-shi,5455,5754,85249,93123,9.24%
일본,Aichi-ken,Chita-shi,5239,4646,84768,84364,-0.48%
일본,Aichi-ken,Chiryu-shi,4187,3988,68398,72193,5.55%
일본,Aichi-ken,Owariasahi-shi,5174,4803,81140,83144,2.47%
일본,Aichi-ken,Takahama-shi,3041,3070,44027,46106,4.72%
일본,Aichi-ken,Iwakura-shi,2647,2327,47340,47983,1.36%
일본,Aichi-ken,Toyoake-shi,4180,3467,69745,69295,-0.65%
일본,Aichi-ken,Nisshin-shi,5542,6156,84237,91520,8.65%
일본,Aichi-ken,Tahara-shi,3680,3296,64119,59360,-7.42%
일본,Aichi-ken,Aisai-shi,4246,2991,64978,60829,-6.39%
일본,Aichi-ken,Kiyosu-shi,3578,3948,65757,67352,2.43%
일본,Aichi-ken,Kitanagoya-shi,5073,4907,81571,86385,5.90%
일본,Aichi-ken,Yatomi-shi,2665,2283,43272,43025,-0.57%
일본,Aichi-ken,Miyoshi-shi,4838,3738,60098,61952,3.08%
일본,Aichi-ken,Ama-shi,5641,4925,86714,86126,-0.68%
일본,Aichi-ken,Nagakute-shi,3472,4493,52022,60162,15.65%
일본,Aichi-ken,Togo-cho,3061,2848,41851,43903,4.90%
일본,Aichi-ken,Toyoyama-cho,847,1068,14405,15613,8.39%
일본,Aichi-ken,Oguchi-cho,1481,1469,22446,24305,8.28%
일본,Aichi-ken,Fuso-cho,2087,1971,33558,34133,1.71%
일본,Aichi-ken,Oharu-cho,2049,2106,29891,32399,8.39%
일본,Aichi-ken,Kanie-cho,2026,1895,36688,37338,1.77%
일본,Aichi-ken,Tobishima-mura,218,0,4525,4575,1.10%
일본,Aichi-ken,Agui-cho,1472,2165,25466,28383,11.45%
일본,Aichi-ken,Higashiura-cho,3177,2795,49800,49596,-0.41%
일본,Aichi-ken,Minamichita-cho,981,678,20549,16617,-19.13%
일본,Aichi-ken,Mihama-cho,1402,984,25178,22496,-10.65%
일본,Aichi-ken,Taketoyo-cho,2712,2448,42408,43535,2.66%
일본,Aichi-ken,Kota-cho,2449,2927,37930,42449,11.91%
일본,Aichi-ken,Shitara-cho,247,165,5769,4437,-23.09%
일본,Aichi-ken,Toei-cho,122,113,3757,2942,-21.69%
일본,Aichi-ken,Toyone-mura,59,28,1336,1017,-23.88%
일본,Mie-ken,Tsu-shi,15649,14026,285746,274537,-3.92%
일본,Mie-ken,Yokkaichi-shi,18574,16127,307766,305424,-0.76%
일본,Mie-ken,Ise-shi,7265,6020,130271,122765,-5.76%
일본,Mie-ken,Matsusaka-shi,9256,8429,168017,159145,-5.28%
일본,Mie-ken,Kuwana-shi,8700,7923,140290,138613,-1.20%
일본,Mie-ken,Suzuka-shi,12847,10749,199293,195670,-1.82%
일본,Mie-ken,Nabari-shi,4422,4029,80284,76387,-4.85%
일본,Mie-ken,Owase-shi,905,650,20033,16252,-18.87%
일본,Mie-ken,Kameyama-shi,2803,2929,51023,49835,-2.33%
일본,Mie-ken,Toba-shi,1123,689,21435,17525,-18.24%
일본,Mie-ken,Kumano-shi,908,659,19662,15965,-18.80%
일본,Mie-ken,Inabe-shi,2690,2305,45684,44973,-1.56%
일본,Mie-ken,Shima-shi,2780,1799,54694,46057,-15.79%
일본,Mie-ken,Iga-shi,4941,4186,97207,88766,-8.68%
일본,Mie-ken,Kisosaki-cho,330,249,6855,6023,-12.14%
일본,Mie-ken,Toin-cho,1449,1466,25661,25784,0.48%
일본,Mie-ken,Komono-cho,2617,2396,39978,40559,1.45%
일본,Mie-ken,Asahi-cho,737,899,9626,11021,14.49%
일본,Mie-ken,Kawagoe-cho,895,871,14003,15123,8.00%
일본,Mie-ken,Taki-cho,810,756,15438,14021,-9.18%
일본,Mie-ken,Meiwa-cho,1418,1186,22833,22445,-1.70%
일본,Mie-ken,Odai-cho,496,345,10416,8668,-16.78%
일본,Mie-ken,Tamaki-cho,1019,900,15297,15041,-1.67%
일본,Mie-ken,Watarai-cho,524,380,8692,7847,-9.72%
일본,Mie-ken,Taiki-cho,425,262,9846,7815,-20.63%
일본,Mie-ken,Minamiise-cho,595,270,14791,10989,-25.70%
일본,Mie-ken,Kihoku-cho,900,510,18611,14604,-21.53%
일본,Mie-ken,Mihama-cho,550,376,9376,8079,-13.83%
일본,Mie-ken,Kiho-cho,709,524,11896,10321,-13.24%
일본,Shiga-ken,Otsu-shi,20754,19020,337634,345070,2.20%
일본,Shiga-ken,Hikone-shi,6823,6325,112156,113647,1.33%
일본,Shiga-ken,Nagahama-shi,7696,6054,124131,113636,-8.45%
일본,Shiga-ken,Omihachiman-shi,4667,4831,81738,81122,-0.75%
일본,Shiga-ken,Kusatsu-shi,7317,8367,130874,143913,9.96%
일본,Shiga-ken,Moriyama-shi,5380,5846,76560,83236,8.72%
일본,Shiga-ken,Ritto-shi,4893,4460,63655,68820,8.11%
일본,Shiga-ken,Koka-shi,5769,4797,92704,88358,-4.69%
일본,Shiga-ken,Yasu-shi,3037,2991,49955,50513,1.12%
일본,Shiga-ken,Konan-shi,3318,3050,54614,54460,-0.28%
일본,Shiga-ken,Takashima-shi,2853,2171,52486,46377,-11.64%
일본,Shiga-ken,Higashiomi-shi,7267,6464,115479,112819,-2.30%
일본,Shiga-ken,Maibara-shi,2494,2088,40060,37225,-7.08%
일본,Shiga-ken,Hino-cho,1249,1103,22870,20964,-8.33%
일본,Shiga-ken,Ryuo-cho,693,700,12916,11789,-8.73%
일본,Shiga-ken,Aisho-cho,1375,1530,20118,20893,3.85%
일본,Shiga-ken,Toyosato-cho,426,497,7566,7132,-5.74%
일본,Shiga-ken,Kora-cho,455,352,7500,6362,-15.17%
일본,Shiga-ken,Taga-cho,441,408,7761,7274,-6.27%
일본,Kyoto-fu,Kyoto-shi,71930,62100,1474015,1463723,-0.70%
일본,Kyoto-fu,Fukuchiyama-shi,4627,4146,79652,77306,-2.95%
일본,Kyoto-fu,Maizuru-shi,5270,4180,88669,80336,-9.40%
일본,Kyoto-fu,Ayabe-shi,1964,1459,35836,31846,-11.13%
일본,Kyoto-fu,Uji-shi,11099,9355,189609,179630,-5.26%
일본,Kyoto-fu,Miyazu-shi,964,689,19948,16758,-15.99%
일본,Kyoto-fu,Kameoka-shi,5501,4511,92399,86174,-6.74%
일본,Kyoto-fu,Joyo-shi,4187,3639,80037,74607,-6.78%
일본,Kyoto-fu,Muko-shi,3211,3475,54328,56859,4.66%
일본,Kyoto-fu,Nagaokakyo-shi,4567,4587,79844,80608,0.96%
일본,Kyoto-fu,Yawata-shi,4006,3437,74227,70433,-5.11%
일본,Kyoto-fu,Kyotanabe-shi,4154,4419,67910,73753,8.60%
일본,Kyoto-fu,Kyotango-shi,3553,2414,59038,50860,-13.85%
일본,Kyoto-fu,Nantan-shi,1692,1418,35214,31629,-10.18%
일본,Kyoto-fu,Kizugawa-shi,4639,5747,69761,77907,11.68%
일본,Kyoto-fu,Oyamazaki-cho,813,831,15121,15953,5.50%
일본,Kyoto-fu,Kumiyama-cho,956,697,15914,15250,-4.17%
일본,Kyoto-fu,Ide-cho,395,280,8447,7406,-12.32%
일본,Kyoto-fu,Ujitawara-cho,616,444,9711,8911,-8.24%
일본,Kyoto-fu,Kasagi-cho,57,24,1626,1144,-29.64%
일본,Kyoto-fu,Wazuka-cho,191,120,4482,3478,-22.40%
일본,Kyoto-fu,Seika-cho,2811,2186,35630,36198,1.59%
일본,Kyoto-fu,Minamiyamashiro-mura,99,60,3078,2391,-22.32%
일본,Kyoto-fu,Kyotamba-cho,773,486,15732,12907,-17.96%
일본,Kyoto-fu,Ine-cho,88,74,2410,1928,-20.00%
일본,Kyoto-fu,Yosano-cho,1419,934,23454,20092,-14.33%
일본,Osaka-fu,Osaka-shi,125794,118696,2665314,2752412,3.27%
일본,Osaka-fu,Sakai-shi,49315,43533,841966,826161,-1.88%
일본,Osaka-fu,Kishiwada-shi,12645,10094,199234,190658,-4.30%
일본,Osaka-fu,Toyonaka-shi,22211,22448,389341,401558,3.14%
일본,Osaka-fu,Ikeda-shi,6203,5444,104229,104993,0.73%
일본,Osaka-fu,Suita-shi,20692,21021,355798,385567,8.37%
일본,Osaka-fu,Izumiotsu-shi,5468,3711,77548,74412,-4.04%
일본,Osaka-fu,Takatsuki-shi,19991,17846,357359,352698,-1.30%
일본,Osaka-fu,Kaizuka-shi,6208,4677,90519,84443,-6.71%
일본,Osaka-fu,Moriguchi-shi,7753,5432,146697,143096,-2.45%
일본,Osaka-fu,Hirakata-shi,24497,21250,407978,397289,-2.62%
일본,Osaka-fu,Ibaraki-shi,16834,16290,274822,287730,4.70%
일본,Osaka-fu,Yao-shi,15719,12762,271460,264642,-2.51%
일본,Osaka-fu,Izumisano-shi,6420,4698,100801,100131,-0.66%
일본,Osaka-fu,Tondabayashi-shi,6991,5053,119576,108699,-9.10%
일본,Osaka-fu,Neyagawa-shi,13739,11228,238204,229733,-3.56%
일본,Osaka-fu,Kawachinagano-shi,6132,4447,112490,101692,-9.60%
일본,Osaka-fu,Matsubara-shi,7317,5279,124594,117641,-5.58%
일본,Osaka-fu,Daito-shi,8076,6143,127534,119367,-6.40%
일본,Osaka-fu,Izumi-shi,12769,10476,184988,184495,-0.27%
일본,Osaka-fu,Minoh-shi,7479,9154,129895,136868,5.37%
일본,Osaka-fu,Kashiwara-shi,4238,3188,74773,68775,-8.02%
일본,Osaka-fu,Habikino-shi,7131,4911,117681,108736,-7.60%
일본,Osaka-fu,Kadoma-shi,7142,4808,130282,119764,-8.07%
일본,Osaka-fu,Settsu-shi,4830,4221,83720,87456,4.46%
일본,Osaka-fu,Takaishi-shi,3806,2922,59572,55635,-6.61%
일본,Osaka-fu,Fujiidera-shi,3950,3431,66165,63688,-3.74%
일본,Osaka-fu,Higashiosaka-shi,27366,20440,509533,493940,-3.06%
일본,Osaka-fu,Sennan-shi,4459,3184,64403,60102,-6.68%
일본,Osaka-fu,Shijonawate-shi,3890,2728,57554,55177,-4.13%
일본,Osaka-fu,Katano-shi,5060,3988,77686,75033,-3.42%
일본,Osaka-fu,Osakasayama-shi,3484,3207,58227,58435,0.36%
일본,Osaka-fu,Hannan-shi,3524,2569,56646,51254,-9.52%
일본,Osaka-fu,Shimamoto-cho,1702,1935,28935,30927,6.88%
일본,Osaka-fu,Toyono-cho,985,561,21989,18279,-16.87%
일본,Osaka-fu,Nose-cho,540,286,11650,9079,-22.07%
일본,Osaka-fu,Tadaoka-cho,1188,838,18149,16567,-8.72%
일본,Osaka-fu,Kumatori-cho,2913,2384,45069,43763,-2.90%
일본,Osaka-fu,Tajiri-cho,579,469,8085,8434,4.32%
일본,Osaka-fu,Misaki-cho,880,521,17504,14741,-15.78%
일본,Osaka-fu,Taishi-cho,1020,629,14220,13009,-8.52%
일본,Osaka-fu,Kanan-cho,917,757,17040,15697,-7.88%
일본,Osaka-fu,Chihayaakasaka-mura,259,192,6015,4909,-18.39%
일본,Hyogo-ken,Kobe-shi,81695,74908,1544200,1525152,-1.23%
일본,Hyogo-ken,Himeji-shi,33563,27713,536270,530495,-1.08%
일본,Hyogo-ken,Amagasaki-shi,23655,21044,453748,459593,1.29%
일본,Hyogo-ken,Akashi-shi,17333,16656,290959,303601,4.34%
일본,Hyogo-ken,Nishinomiya-shi,29927,26826,482640,485587,0.61%
일본,Hyogo-ken,Sumoto-shi,2599,1862,47254,41236,-12.74%
일본,Hyogo-ken,Ashiya-shi,4677,4605,93238,93922,0.73%
일본,Hyogo-ken,Itami-shi,11934,11218,196127,198138,1.03%
일본,Hyogo-ken,Aioi-shi,1446,1385,31158,28355,-9.00%
일본,Hyogo-ken,Toyooka-shi,4923,4180,85592,77489,-9.47%
일본,Hyogo-ken,Kakogawa-shi,16529,14127,266937,260878,-2.27%
일본,Hyogo-ken,Ako-shi,2954,2295,50523,45892,-9.17%
일본,Hyogo-ken,Nishiwaki-shi,2509,1940,42802,38673,-9.65%
일본,Hyogo-ken,Takarazuka-shi,15056,13965,225700,226432,0.32%
일본,Hyogo-ken,Miki-shi,4365,3530,81009,75294,-7.05%
일본,Hyogo-ken,Takasago-shi,5663,4751,93901,87722,-6.58%
일본,Hyogo-ken,Kawanishi-shi,9143,7839,156423,152321,-2.62%
일본,Hyogo-ken,Ono-shi,3080,2655,49680,47562,-4.26%
일본,Hyogo-ken,Sanda-shi,6696,6157,114216,109238,-4.36%
일본,Hyogo-ken,Kasai-shi,2600,1911,47993,42700,-11.03%
일본,Hyogo-ken,Tambasasayama-shi,2253,1978,43263,39611,-8.44%
일본,Hyogo-ken,Yabu-shi,1381,920,26501,22129,-16.50%
일본,Hyogo-ken,Tamba-shi,4060,3152,67757,61471,-9.28%
일본,Hyogo-ken,Minamiawaji-shi,2760,2292,49834,44137,-11.43%
일본,Hyogo-ken,Asago-shi,1878,1420,32814,28989,-11.66%
일본,Hyogo-ken,Awaji-shi,2337,1964,46459,41967,-9.67%
일본,Hyogo-ken,Shiso-shi,2509,1803,40938,34819,-14.95%
일본,Hyogo-ken,Kato-shi,2690,2353,40181,40645,1.15%
일본,Hyogo-ken,Tatsuno-shi,4795,4058,80518,74316,-7.70%
일본,Hyogo-ken,Inagawa-cho,2153,1736,31739,29680,-6.49%
일본,Hyogo-ken,Taka-cho,1399,897,23104,19261,-16.63%
일본,Hyogo-ken,Inami-cho,1820,1687,31026,30268,-2.44%
일본,Hyogo-ken,Harima-cho,2055,2091,33183,33604,1.27%
일본,Hyogo-ken,Ichikawa-cho,710,526,13288,11231,-15.48%
일본,Hyogo-ken,Fukusaki-cho,1168,1090,19830,19377,-2.28%
일본,Hyogo-ken,Kamikawa-cho,697,482,12289,10616,-13.61%
일본,Hyogo-ken,Taishi-cho,2463,2158,33438,33477,0.12%
일본,Hyogo-ken,Kamigori-cho,858,579,16636,13879,-16.57%
일본,Hyogo-ken,Sayo-cho,929,623,19265,15863,-17.66%
일본,Hyogo-ken,Kami-cho,1073,762,19696,16064,-18.44%
일본,Hyogo-ken,Shinonsen-cho,838,620,16004,13318,-16.78%
일본,Nara-ken,Nara-shi,20768,17836,366591,354630,-3.26%
일본,Nara-ken,Yamatotakada-shi,3666,2496,68451,61744,-9.80%
일본,Nara-ken,Yamatokoriyama-shi,4767,3985,89023,83285,-6.45%
일본,Nara-ken,Tenri-shi,3882,3242,69178,63889,-7.65%
일본,Nara-ken,Kashihara-shi,7195,6088,125605,120922,-3.73%
일본,Nara-ken,Sakurai-shi,3260,2741,60146,54857,-8.79%
일본,Nara-ken,Gojo-shi,1799,1132,34460,27927,-18.96%
일본,Nara-ken,Gose-shi,1264,802,30287,24096,-20.44%
일본,Nara-ken,Ikoma-shi,7159,6916,118113,116675,-1.22%
일본,Nara-ken,Kashiba-shi,6008,5270,75227,78113,3.84%
일본,Nara-ken,Katsuragi-shi,2253,2368,35859,36832,2.71%
일본,Nara-ken,Uda-shi,1573,1105,34227,28121,-17.84%
일본,Nara-ken,Yamazoe-mura,146,119,4107,3226,-21.45%
일본,Nara-ken,Heguri-cho,978,770,19727,18009,-8.71%
일본,Nara-ken,Sango-cho,1234,1157,23440,23219,-0.94%
일본,Nara-ken,Ikaruga-cho,1527,1652,27734,27587,-0.53%
일본,Nara-ken,Ando-cho,318,278,7929,7225,-8.88%
일본,Nara-ken,Kawanishi-cho,441,403,8653,8167,-5.62%
일본,Nara-ken,Miyake-cho,322,280,7440,6439,-13.45%
일본,Nara-ken,Tawaramoto-cho,1785,1576,32121,31177,-2.94%
일본,Nara-ken,Soni-mura,49,0,1895,1295,-31.66%
일본,Nara-ken,Mitsue-mura,77,20,2102,1479,-29.64%
일본,Nara-ken,Takatori-cho,335,293,7657,6729,-12.12%
일본,Nara-ken,Asuka-mura,267,248,5856,5179,-11.56%
일본,Nara-ken,Kammaki-cho,1476,910,23728,21714,-8.49%
일본,Nara-ken,Oji-cho,1125,1402,22182,24043,8.39%
일본,Nara-ken,Koryo-cho,2251,2129,33070,33810,2.24%
일본,Nara-ken,Kawai-cho,936,700,18531,17018,-8.16%
일본,Nara-ken,Yoshino-cho,276,182,8642,6229,-27.92%
일본,Nara-ken,Oyodo-cho,1112,738,19176,16728,-12.77%
일본,Nara-ken,Shimoichi-cho,260,142,7020,5037,-28.25%
일본,Nara-ken,Kurotaki-mura,22,17,840,623,-25.83%
일본,Nara-ken,Tenkawa-mura,56,0,1572,1176,-25.19%
일본,Nara-ken,Nosegawa-mura,16,4,524,357,-31.87%
일본,Nara-ken,Totsukawa-mura,167,99,4107,3061,-25.47%
일본,Nara-ken,Shimokitayama-mura,61,21,1039,753,-27.53%
일본,Nara-ken,Kamikitayama-mura,27,0,683,444,-34.99%
일본,Nara-ken,Kawakami-mura,35,22,1643,1156,-29.64%
일본,Nara-ken,Higashiyoshino-mura,70,29,2143,1502,-29.91%
일본,Wakayama-ken,Wakayama-shi,20599,17454,370364,356729,-3.68%
일본,Wakayama-ken,Kainan-shi,2819,2048,54783,48369,-11.71%
일본,Wakayama-ken,Hashimoto-shi,3752,2947,66361,60818,-8.35%
일본,Wakayama-ken,Arida-shi,1739,1226,30592,26538,-13.25%
일본,Wakayama-ken,Gobo-shi,1516,1056,26111,23481,-10.07%
일본,Wakayama-ken,Tanabe-shi,4399,3528,79119,69870,-11.69%
일본,Wakayama-ken,Shingu-shi,1635,1198,31498,27171,-13.74%
일본,Wakayama-ken,Kinokawa-shi,3684,2887,65840,58816,-10.67%
일본,Wakayama-ken,Iwade-shi,3804,2992,52882,53967,2.05%
일본,Wakayama-ken,Kimino-cho,428,277,10391,8256,-20.55%
일본,Wakayama-ken,Katsuragi-cho,835,703,18230,15967,-12.41%
일본,Wakayama-ken,Kudoyama-cho,204,147,4963,3856,-22.31%
일본,Wakayama-ken,Koya-cho,103,102,3975,2970,-25.28%
일본,Wakayama-ken,Yuasa-cho,713,559,13210,11122,-15.81%
일본,Wakayama-ken,Hirogawa-cho,423,354,7714,6781,-12.09%
일본,Wakayama-ken,Aridagawa-cho,1559,1345,27162,25258,-7.01%
일본,Wakayama-ken,Mihama-cho,415,290,8077,6867,-14.98%
일본,Wakayama-ken,Hidaka-cho,508,502,7432,7673,3.24%
일본,Wakayama-ken,Yura-cho,337,226,6508,5364,-17.58%
일본,Wakayama-ken,Inami-cho,463,385,8606,7720,-10.30%
일본,Wakayama-ken,Minabe-cho,879,608,13470,11818,-12.26%
일본,Wakayama-ken,Hidakagawa-cho,630,478,10509,9219,-12.28%
일본,Wakayama-ken,Shirahama-cho,1154,859,22696,20262,-10.72%
일본,Wakayama-ken,Kamitonda-cho,950,888,14807,15236,2.90%
일본,Wakayama-ken,Susami-cho,202,138,4730,3685,-22.09%
일본,Wakayama-ken,Nachikatsuura-cho,790,581,17080,14137,-17.23%
일본,Wakayama-ken,Taiji-cho,154,77,3250,2791,-14.12%
일본,Wakayama-ken,Kozagawa-cho,112,83,3103,2480,-20.08%
일본,Wakayama-ken,Kitayama-mura,17,19,486,404,-16.87%
일본,Wakayama-ken,Kushimoto-cho,802,544,18249,14959,-18.03%
일본,Tottori-ken,Tottori-shi,11083,9444,197449,188465,-4.55%
일본,Tottori-ken,Yonago-shi,8719,7927,148271,147317,-0.64%
일본,Tottori-ken,Kurayoshi-shi,2636,2396,50720,46485,-8.35%
일본,Tottori-ken,Sakaiminato-shi,2004,1675,35259,32740,-7.14%
일본,Tottori-ken,Iwami-cho,627,482,12362,10799,-12.64%
일본,Tottori-ken,Wakasa-cho,142,73,3873,2864,-26.05%
일본,Tottori-ken,Chizu-cho,322,277,7718,6427,-16.73%
일본,Tottori-ken,Yazu-cho,1006,802,18427,15937,-13.51%
일본,Tottori-ken,Misasa-cho,334,294,7015,6060,-13.61%
일본,Tottori-ken,Yurihama-cho,1037,943,17029,16055,-5.72%
일본,Tottori-ken,Kotoura-cho,1027,861,18531,16365,-11.69%
일본,Tottori-ken,Hokuei-cho,854,802,15442,14228,-7.86%
일본,Tottori-ken,Hiezu-son,218,204,3339,3501,4.85%
일본,Tottori-ken,Daisen-cho,880,714,17491,15370,-12.13%
일본,Tottori-ken,Nambu-cho,654,515,11536,10323,-10.51%
일본,Tottori-ken,Hoki-cho,552,548,11621,10696,-7.96%
일본,Tottori-ken,Nichinan-cho,208,128,5460,4196,-23.15%
일본,Tottori-ken,Hino-cho,148,70,3745,2907,-22.38%
일본,Tottori-ken,Kofu-cho,137,83,3379,2672,-20.92%
일본,Shimane-ken,Matsue-shi,11715,10406,208613,203616,-2.40%
일본,Shimane-ken,Hamada-shi,2859,2488,61713,54592,-11.54%
일본,Shimane-ken,Izumo-shi,10152,9689,171485,172775,0.75%
일본,Shimane-ken,Masuda-shi,2659,2330,50015,45003,-10.02%
일본,Shimane-ken,Oda-shi,1833,1565,37996,32846,-13.55%
일본,Shimane-ken,Yasugi-shi,2272,1833,41836,37062,-11.41%
일본,Shimane-ken,Gotsu-shi,1295,979,25697,22959,-10.65%
일본,Shimane-ken,Unnan-shi,2187,1726,41917,36007,-14.10%
일본,Shimane-ken,Okuizumo-cho,678,514,14456,11849,-18.03%
일본,Shimane-ken,Iinan-cho,244,205,5534,4577,-17.29%
일본,Shimane-ken,Kawamoto-machi,148,125,3900,3248,-16.72%
일본,Shimane-ken,Misato-cho,216,218,5351,4355,-18.61%
일본,Shimane-ken,Onan-cho,514,484,11959,10163,-15.02%
일본,Shimane-ken,Tsuwano-cho,318,264,8427,6875,-18.42%
일본,Shimane-ken,Yoshika-cho,307,215,6810,6077,-10.76%
일본,Shimane-ken,Ama-cho,111,107,2374,2267,-4.51%
일본,Shimane-ken,Nishinoshima-cho,125,103,3136,2788,-11.10%
일본,Shimane-ken,Chibu-mura,32,18,657,634,-3.50%
일본,Shimane-ken,Okinoshima-cho,744,652,15521,13433,-13.45%
일본,Okayama-ken,Okayama-shi,41215,38615,709584,724691,2.13%
일본,Okayama-ken,Kurashiki-shi,29127,26941,475513,474592,-0.19%
일본,Okayama-ken,Tsuyama-shi,6304,5207,106788,99937,-6.42%
일본,Okayama-ken,Tamano-shi,3135,2348,64588,56531,-12.47%
일본,Okayama-ken,Kasaoka-shi,2636,2062,54225,46088,-15.01%
일본,Okayama-ken,Ibara-shi,2388,1718,43927,38384,-12.62%
일본,Okayama-ken,Soja-shi,4013,3996,66201,69030,4.27%
일본,Okayama-ken,Takahashi-shi,1431,1102,34963,29072,-16.85%
일본,Okayama-ken,Niimi-shi,1641,1150,33870,28079,-17.10%
일본,Okayama-ken,Bizen-shi,1911,1267,37839,32320,-14.59%
일본,Okayama-ken,Setouchi-shi,2112,1786,37852,36048,-4.77%
일본,Okayama-ken,Akaiwa-shi,2596,2419,43458,42661,-1.83%
일본,Okayama-ken,Maniwa-shi,2615,2077,48964,42725,-12.74%
