CNTRY,admin1,admin2,CITYID,grad10,grad20,pop10,pop20,rate
일본,Yamagata-ken,Obanazawa-shi,JP06012,889,974,18955,14971,-21.02%
일본,Yamagata-ken,Nanyo-shi,JP06013,"2,309","2,941",33658,30420,-9.62%
일본,Yamagata-ken,Yamanobe-machi,JP06014,991,"1,232",15139,13725,-9.34%
일본,Yamagata-ken,Nakayama-machi,JP06015,838,"1,048",12015,10746,-10.56%
일본,Yamagata-ken,Kahoku-cho,JP06016,"1,730","1,988",19959,17641,-11.61%
일본,Yamagata-ken,Nishikawa-machi,JP06017,335,389,6270,4956,-20.96%
일본,Yamagata-ken,Asahi-machi,JP06018,361,456,7856,6366,-18.97%
일본,Yamagata-ken,Oe-machi,JP06019,540,665,9227,7646,-17.13%
일본,Yamagata-ken,Oishida-machi,JP06020,474,513,8160,6577,-19.40%
일본,Yamagata-ken,Kaneyama-machi,JP06021,251,276,6365,5071,-20.33%
일본,Yamagata-ken,Mogami-machi,JP06022,389,428,9847,8080,-17.94%
일본,Yamagata-ken,Funagata-machi,JP06023,261,305,6164,5007,-18.77%
일본,Yamagata-ken,Mamurogawa-machi,JP06024,409,446,9165,7203,-21.41%
일본,Yamagata-ken,Okura-mura,JP06025,118,169,3762,3028,-19.51%
일본,Yamagata-ken,Sakegawa-mura,JP06026,183,187,4862,3902,-19.74%
일본,Yamagata-ken,Tozawa-mura,JP06027,135,185,5304,4199,-20.83%
일본,Yamagata-ken,Takahata-machi,JP06028,"1,311","1,653",25025,22463,-10.24%
일본,Yamagata-ken,Kawanishi-machi,JP06029,855,"1,043",17313,14558,-15.91%
일본,Yamagata-ken,Oguni-machi,JP06030,514,531,8862,7107,-19.80%
일본,Yamagata-ken,Shirataka-machi,JP06031,854,"1,014",15314,12890,-15.83%
일본,Yamagata-ken,Iide-machi,JP06032,323,401,7943,6613,-16.74%
일본,Yamagata-ken,Mikawa-machi,JP06033,457,668,7731,7601,-1.68%
일본,Yamagata-ken,Shonai-machi,JP06034,"1,143","1,456",23158,20151,-12.98%
일본,Yamagata-ken,Yuza-machi,JP06035,714,875,15480,13032,-15.81%
일본,Fukushima-ken,Fukushima-shi,JP07001,"32,899","40,174",292590,282693,-3.38%
일본,Fukushima-ken,Aizuwakamatsu-shi,JP07002,"10,378","12,682",126220,117376,-7.01%
일본,Fukushima-ken,Koriyama-shi,JP07003,"34,626","42,772",338712,327692,-3.25%
일본,Fukushima-ken,Iwaki-shi,JP07004,"28,950","35,295",342249,332931,-2.72%
일본,Fukushima-ken,Shirakawa-shi,JP07005,"5,504","6,463",64704,59491,-8.06%
일본,Fukushima-ken,Sukagawa-shi,JP07006,"5,985","7,132",79267,74992,-5.39%
일본,Fukushima-ken,Kitakata-shi,JP07007,"3,150","3,898",52356,44760,-14.51%
일본,Fukushima-ken,Soma-shi,JP07008,"2,844","3,327",37817,34865,-7.81%
일본,Fukushima-ken,Nihonmatsu-shi,JP07009,"3,553","4,452",59871,53557,-10.55%
일본,Fukushima-ken,Tamura-shi,JP07010,"1,623","1,953",40422,35169,-13.00%
일본,Fukushima-ken,Minamisoma-shi,JP07011,"4,884","5,535",70878,59005,-16.75%
일본,Fukushima-ken,Date-shi,JP07012,"3,789","4,595",66027,58240,-11.79%
일본,Fukushima-ken,Motomiya-shi,JP07013,"2,009","2,578",31489,30236,-3.98%
일본,Fukushima-ken,Kori-machi,JP07014,805,"1,005",12853,11459,-10.85%
일본,Fukushima-ken,Kunimi-machi,JP07015,549,694,10086,8639,-14.35%
일본,Fukushima-ken,Kawamata-machi,JP07016,666,645,15569,12170,-21.83%
일본,Fukushima-ken,Otama-mura,JP07017,335,546,8574,8900,3.80%
일본,Fukushima-ken,Kagamiishi-machi,JP07018,799,"1,104",12815,12318,-3.88%
일본,Fukushima-ken,Tenei-mura,JP07019,263,331,6291,5194,-17.44%
일본,Fukushima-ken,Shimogo-machi,JP07020,260,345,6461,5264,-18.53%
일본,Fukushima-ken,Hinoemata-mura,JP07021,58,67,636,504,-20.75%
일본,Fukushima-ken,Tadami-machi,JP07022,282,317,4932,4044,-18.00%
일본,Fukushima-ken,Minamiaizu-machi,JP07023,"1,135","1,286",17864,14451,-19.11%
일본,Fukushima-ken,Kitashiobara-mura,JP07024,195,260,3185,2556,-19.75%
일본,Fukushima-ken,Nishiaizu-machi,JP07025,330,404,7366,5770,-21.67%
일본,Fukushima-ken,Bandai-machi,JP07026,206,261,3761,3322,-11.67%
일본,Fukushima-ken,Inawashiro-machi,JP07027,"1,058","1,205",15805,13552,-14.25%
일본,Fukushima-ken,Aizubange-machi,JP07028,"1,102","1,361",17360,15068,-13.20%
일본,Fukushima-ken,Yugawa-mura,JP07029,227,293,3364,3081,-8.41%
일본,Fukushima-ken,Yanaizu-machi,JP07030,146,172,4009,3081,-23.15%
일본,Fukushima-ken,Mishima-machi,JP07031,108,140,1926,1452,-24.61%
일본,Fukushima-ken,Kaneyama-machi,JP07032,128,157,2462,1862,-24.37%
일본,Fukushima-ken,Showa-mura,JP07033,78,118,1500,1246,-16.93%
일본,Fukushima-ken,Aizumisato-machi,JP07034,"1,325","1,541",22737,19014,-16.37%
일본,Fukushima-ken,Nishigo-mura,JP07035,"1,549","2,036",19767,20808,5.27%
일본,Fukushima-ken,Izumizaki-mura,JP07036,372,446,6802,6213,-8.66%
일본,Fukushima-ken,Nakajima-mura,JP07037,238,305,5154,4885,-5.22%
일본,Fukushima-ken,Yabuki-machi,JP07038,"1,311","1,536",18407,17287,-6.08%
일본,Fukushima-ken,Tanagura-machi,JP07039,880,"1,062",15062,13343,-11.41%
일본,Fukushima-ken,Yamatsuri-machi,JP07040,248,279,6348,5392,-15.06%
일본,Fukushima-ken,Hanawa-machi,JP07041,403,501,9884,8302,-16.01%
일본,Fukushima-ken,Samegawa-mura,JP07042,122,142,3989,3049,-23.56%
일본,Fukushima-ken,Ishikawa-machi,JP07043,"1,052","1,100",17775,14644,-17.61%
일본,Fukushima-ken,Tamakawa-mura,JP07044,279,374,7231,6392,-11.60%
일본,Fukushima-ken,Hirata-mura,JP07045,191,225,6921,5826,-15.82%
일본,Fukushima-ken,Asakawa-machi,JP07046,317,378,6888,6036,-12.37%
일본,Fukushima-ken,Furudono-machi,JP07047,205,278,6030,4825,-19.98%
일본,Fukushima-ken,Miharu-machi,JP07048,"1,157","1,311",18191,17018,-6.45%
일본,Fukushima-ken,Ono-machi,JP07049,494,563,11202,9471,-15.45%
일본,Fukushima-ken,Hirono-machi,JP07050,377,554,5418,5412,-0.11%
일본,Fukushima-ken,Naraha-machi,JP07051,478,394,7700,3710,-51.82%
일본,Fukushima-ken,Tomioka-machi,JP07052,"1,443",485,16001,2128,-86.70%
일본,Fukushima-ken,Kawauchi-mura,JP07053,122,150,2820,2044,-27.52%
일본,Fukushima-ken,Okuma-machi,JP07054,917,351,11515,847,-92.64%
일본,Fukushima-ken,Futaba-machi,JP07055,620,0,6932,0,-100.00%
일본,Fukushima-ken,Namie-machi,JP07056,"1,382",373,20905,1923,-90.80%
일본,Fukushima-ken,Katsurao-mura,JP07057,52,37,1531,420,-72.57%
일본,Fukushima-ken,Shinchi-machi,JP07058,452,630,8224,7905,-3.88%
일본,Fukushima-ken,Iitate-mura,JP07059,167,55,6209,1318,-78.77%
일본,Ibaraki-ken,Mito-shi,JP08001,"40,033","50,538",268750,270685,0.72%
일본,Ibaraki-ken,Hitachi-shi,JP08002,"23,055","25,163",193129,174508,-9.64%
일본,Ibaraki-ken,Tsuchiura-shi,JP08003,"21,596","24,788",143839,142074,-1.23%
일본,Ibaraki-ken,Koga-shi,JP08004,"13,348","16,328",142995,139344,-2.55%
일본,Ibaraki-ken,Ishioka-shi,JP08005,"7,668","8,635",79687,73061,-8.32%
일본,Ibaraki-ken,Yuki-shi,JP08006,"4,246","5,352",52494,50645,-3.52%
일본,Ibaraki-ken,Ryugasaki-shi,JP08007,"12,633","13,092",80334,76420,-4.87%
일본,Ibaraki-ken,Shimotsuma-shi,JP08008,"3,576","4,235",44987,42521,-5.48%
일본,Ibaraki-ken,Joso-shi,JP08009,"4,920","5,965",65320,60834,-6.87%
일본,Ibaraki-ken,Hitachiota-shi,JP08010,"5,027","5,902",56250,48602,-13.60%
일본,Ibaraki-ken,Takahagi-shi,JP08011,"2,598","2,814",31017,27699,-10.70%
일본,Ibaraki-ken,Kitaibaraki-shi,JP08012,"3,073","3,689",47026,41801,-11.11%
일본,Ibaraki-ken,Kasama-shi,JP08013,"7,355","8,641",79409,73173,-7.85%
일본,Ibaraki-ken,Toride-shi,JP08014,"20,024","20,615",109651,104524,-4.68%
일본,Ibaraki-ken,Ushiku-shi,JP08015,"15,522","18,083",81684,84651,3.63%
일본,Ibaraki-ken,Tsukuba-shi,JP08016,"41,545","60,269",214590,241656,12.61%
일본,Ibaraki-ken,Hitachinaka-shi,JP08017,"19,982","25,651",157060,156581,-0.30%
일본,Ibaraki-ken,Kashima-shi,JP08018,"5,484","7,208",66093,66950,1.30%
일본,Ibaraki-ken,Itako-shi,JP08019,"2,176","2,500",30534,27604,-9.60%
일본,Ibaraki-ken,Moriya-shi,JP08020,"14,074","17,899",62482,68421,9.51%
일본,Ibaraki-ken,Hitachiomiya-shi,JP08021,"3,050","3,554",45178,39267,-13.08%
일본,Ibaraki-ken,Naka-shi,JP08022,"5,179","6,856",54240,53502,-1.36%
일본,Ibaraki-ken,Chikusei-shi,JP08023,"8,496","10,091",108527,100753,-7.16%
일본,Ibaraki-ken,Bando-shi,JP08024,"2,935","3,754",56114,52265,-6.86%
일본,Ibaraki-ken,Inashiki-shi,JP08025,"2,777","3,199",46895,39039,-16.75%
일본,Ibaraki-ken,Kasumigaura-shi,JP08026,"4,144","5,253",43553,40087,-7.96%
일본,Ibaraki-ken,Sakuragawa-shi,JP08027,"3,238","3,928",45673,39122,-14.34%
일본,Ibaraki-ken,Kamisu-shi,JP08028,"6,275","8,557",94795,95454,0.70%
일본,Ibaraki-ken,Namegata-shi,JP08029,"2,004","2,598",37611,32185,-14.43%
일본,Ibaraki-ken,Hokota-shi,JP08030,"2,873","3,556",50156,45953,-8.38%
일본,Ibaraki-ken,Tsukubamirai-shi,JP08031,"7,203","9,220",44461,49872,12.17%
일본,Ibaraki-ken,Omitama-shi,JP08032,"3,712","4,515",52279,48870,-6.52%
일본,Ibaraki-ken,Ibaraki-machi,JP08033,"2,382","2,864",34513,31401,-9.02%
일본,Ibaraki-ken,Oarai-machi,JP08034,"1,391","1,604",18328,15715,-14.26%
일본,Ibaraki-ken,Shirosato-machi,JP08035,"1,350","1,464",21491,18097,-15.79%
일본,Ibaraki-ken,Tokai-mura,JP08036,"5,363","6,688",37438,37891,1.21%
일본,Ibaraki-ken,Daigo-machi,JP08037,912,993,20073,15736,-21.61%
일본,Ibaraki-ken,Miho-mura,JP08038,"1,300","1,357",17299,14602,-15.59%
일본,Ibaraki-ken,Ami-machi,JP08039,"6,078","7,260",47940,48553,1.28%
일본,Ibaraki-ken,Kawachi-machi,JP08040,565,671,10172,8231,-19.08%
일본,Ibaraki-ken,Yachiyo-machi,JP08041,"1,073","1,401",23106,21026,-9.00%
일본,Ibaraki-ken,Goka-machi,JP08042,696,756,9410,8093,-14.00%
일본,Ibaraki-ken,Sakai-machi,JP08043,"1,487","2,023",25714,24201,-5.88%
일본,Ibaraki-ken,Tone-machi,JP08044,"2,543","2,443",17473,15340,-12.21%
일본,Tochigi-ken,Utsunomiya-shi,JP09001,"72,621","90,103",511739,518757,1.37%
일본,Tochigi-ken,Ashikaga-shi,JP09002,"15,214","17,758",154530,144746,-6.33%
일본,Tochigi-ken,Tochigi-shi,JP09003,"14,920","18,692",164024,155549,-5.17%
일본,Tochigi-ken,Sano-shi,JP09004,"10,878","14,614",121249,116228,-4.14%
일본,Tochigi-ken,Kanuma-shi,JP09005,"8,510","10,545",102348,94033,-8.12%
일본,Tochigi-ken,Nikko-shi,JP09006,"7,507","8,651",90066,77661,-13.77%
일본,Tochigi-ken,Oyama-shi,JP09007,"19,515","25,558",164454,166666,1.35%
일본,Tochigi-ken,Moka-shi,JP09008,"7,432","9,011",82289,78190,-4.98%
일본,Tochigi-ken,Ohtawara-shi,JP09009,"6,800","7,902",77729,72087,-7.26%
일본,Tochigi-ken,Yaita-shi,JP09010,"3,745","3,950",35343,31165,-11.82%
일본,Tochigi-ken,Nasushiobara-shi,JP09011,"11,053","13,899",117812,115210,-2.21%
일본,Tochigi-ken,Sakura-shi,JP09012,"5,250","6,526",44768,44513,-0.57%
일본,Tochigi-ken,Nasukarasuyama-shi,JP09013,"2,214","2,563",29206,24875,-14.83%
일본,Tochigi-ken,Shimotsuke-shi,JP09014,"8,468","11,499",59483,59507,0.04%
일본,Tochigi-ken,Kaminokawa-machi,JP09015,"2,714","3,416",31621,30806,-2.58%
일본,Tochigi-ken,Mashiko-machi,JP09016,"1,971","2,378",24348,21898,-10.06%
일본,Tochigi-ken,Motegi-machi,JP09017,"1,225","1,325",15018,11891,-20.82%
일본,Tochigi-ken,Ichikai-machi,JP09018,"1,018","1,276",12094,11262,-6.88%
일본,Tochigi-ken,Haga-machi,JP09019,"1,315","1,511",16030,14961,-6.67%
일본,Tochigi-ken,Mibu-machi,JP09020,"3,728","5,051",39605,39474,-0.33%
일본,Tochigi-ken,Nogi-machi,JP09021,"3,745","4,382",25720,24913,-3.14%
일본,Tochigi-ken,Shioya-machi,JP09022,841,969,12560,10354,-17.56%
일본,Tochigi-ken,Takanezawa-machi,JP09023,"4,289","5,164",30436,29229,-3.97%
일본,Tochigi-ken,Nasu-machi,JP09024,"2,105","2,701",26765,23956,-10.50%
일본,Tochigi-ken,Nakagawa-machi,JP09025,"1,169","1,360",18446,15215,-17.52%
일본,Gumma-ken,Maebashi-shi,JP10001,"44,253","56,120",340291,332149,-2.39%
일본,Gumma-ken,Takasaki-shi,JP10002,"49,967","65,271",371302,372973,0.45%
일본,Gumma-ken,Kiryu-shi,JP10003,"11,091","12,499",121704,106445,-12.54%
일본,Gumma-ken,Isesaki-shi,JP10004,"21,082","27,542",207221,211850,2.23%
일본,Gumma-ken,Ota-shi,JP10005,"23,417","29,994",216465,223014,3.03%
일본,Gumma-ken,Numata-shi,JP10006,"3,918","4,719",51265,45337,-11.56%
일본,Gumma-ken,Tatebayashi-shi,JP10007,"8,874","11,251",78608,75309,-4.20%
일본,Gumma-ken,Shibukawa-shi,JP10008,"7,404","8,446",83330,74581,-10.50%
일본,Gumma-ken,Fujioka-shi,JP10009,"6,444","7,832",67975,63261,-6.93%
일본,Gumma-ken,Tomioka-shi,JP10010,"4,149","5,092",52070,47446,-8.88%
일본,Gumma-ken,Annaka-shi,JP10011,"5,767","6,798",61077,54907,-10.10%
일본,Gumma-ken,Midori-shi,JP10012,"4,377","5,359",51899,49648,-4.34%
일본,Gumma-ken,Shinto-mura,JP10013,"1,130","1,491",14370,14216,-1.07%
일본,Gumma-ken,Yoshioka-machi,JP10014,"1,921","2,868",19801,21792,10.06%
일본,Gumma-ken,Ueno-mura,JP10015,123,156,1306,1128,-13.63%
일본,Gumma-ken,Kanna-machi,JP10016,112,121,2352,1645,-30.06%
일본,Gumma-ken,Shimonita-machi,JP10017,432,458,8911,6576,-26.20%
일본,Gumma-ken,Nammoku-mura,JP10018,69,80,2423,1611,-33.51%
일본,Gumma-ken,Kanra-machi,JP10019,880,"1,157",13618,12491,-8.28%
일본,Gumma-ken,Nakanojo-machi,JP10020,"1,522","1,780",18216,15386,-15.54%
일본,Gumma-ken,Naganohara-machi,JP10021,534,614,6017,5095,-15.32%
일본,Gumma-ken,Tsumagoi-mura,JP10022,814,955,10183,8850,-13.09%
일본,Gumma-ken,Kusatsu-machi,JP10023,622,687,7160,6049,-15.52%
일본,Gumma-ken,Takayama-mura,JP10024,166,224,3911,3511,-10.23%
일본,Gumma-ken,Higashiagatsuma-machi,JP10025,"1,119","1,329",15622,12728,-18.53%
일본,Gumma-ken,Katashina-mura,JP10026,266,338,4904,3993,-18.58%
일본,Gumma-ken,Kawaba-mura,JP10027,206,256,3898,3480,-10.72%
일본,Gumma-ken,Showa-mura,JP10028,339,538,7620,6953,-8.75%
일본,Gumma-ken,Minakami-machi,JP10029,"1,416","1,738",21345,17195,-19.44%
일본,Gumma-ken,Tamamura-machi,JP10030,"3,802","5,067",37536,36054,-3.95%
일본,Gumma-ken,Itakura-machi,JP10031,"1,443","1,721",15706,14083,-10.33%
일본,Gumma-ken,Meiwa-machi,JP10032,"1,257","1,471",11209,10882,-2.92%
일본,Gumma-ken,Chiyoda-machi,JP10033,875,"1,085",11473,10861,-5.33%
일본,Gumma-ken,Oizumi-machi,JP10034,"4,608","5,434",40257,42089,4.55%
일본,Gumma-ken,Ora-machi,JP10035,"2,432","2,998",27023,25522,-5.55%
일본,Saitama-ken,Saitama-shi,JP11001,"253,800","323,827",1222434,1324025,8.31%
일본,Saitama-ken,Kawagoe-shi,JP11002,"51,495","64,204",342670,354571,3.47%
일본,Saitama-ken,Kumagaya-shi,JP11003,"25,747","31,850",203180,194415,-4.31%
일본,Saitama-ken,Kawaguchi-shi,JP11004,"84,969","110,440",561506,594274,5.84%
일본,Saitama-ken,Gyoda-shi,JP11005,"9,626","10,768",85786,78617,-8.36%
일본,Saitama-ken,Chichibu-shi,JP11006,"4,969","5,995",66955,59674,-10.87%
일본,Saitama-ken,Tokorozawa-shi,JP11007,"63,877","75,464",341924,342464,0.16%
일본,Saitama-ken,Hanno-shi,JP11008,"10,994","13,612",83549,80361,-3.82%
일본,Saitama-ken,Kazo-shi,JP11009,"12,191","14,550",115002,111623,-2.94%
일본,Saitama-ken,Honjo-shi,JP11010,"8,524","10,881",81889,78569,-4.05%
일본,Saitama-ken,Higashimatsuyama-shi,JP11011,"13,547","15,588",90099,91791,1.88%
일본,Saitama-ken,Kasukabe-shi,JP11012,"31,543","36,970",237171,229792,-3.11%
일본,Saitama-ken,Sayama-shi,JP11013,"23,872","26,338",155727,148699,-4.51%
일본,Saitama-ken,Hanyu-shi,JP11014,"5,838","7,330",56204,52862,-5.95%
일본,Saitama-ken,Konosu-shi,JP11015,"18,298","22,440",119639,116828,-2.35%
일본,Saitama-ken,Fukaya-shi,JP11016,"15,213","18,525",144618,141268,-2.32%
일본,Saitama-ken,Ageo-shi,JP11017,"35,909","45,313",223926,226940,1.35%
일본,Saitama-ken,Soka-shi,JP11018,"31,446","40,271",243855,248304,1.82%
일본,Saitama-ken,Koshigaya-shi,JP11019,"47,542","64,755",326313,341621,4.69%
일본,Saitama-ken,Warabi-shi,JP11020,"12,973","16,565",71502,74283,3.89%
일본,Saitama-ken,Toda-shi,JP11021,"20,733","29,129",123079,140899,14.48%
일본,Saitama-ken,Iruma-shi,JP11022,"21,323","24,663",149872,145651,-2.82%
일본,Saitama-ken,Asaka-shi,JP11023,"23,562","32,141",129691,141083,8.78%
일본,Saitama-ken,Shiki-shi,JP11024,"13,994","17,587",69611,75346,8.24%
일본,Saitama-ken,Wako-shi,JP11025,"18,856","22,077",80745,83989,4.02%
일본,Saitama-ken,Niiza-shi,JP11026,"25,605","30,395",158777,166017,4.56%
일본,Saitama-ken,Okegawa-shi,JP11027,"11,434","14,606",74711,74748,0.05%
일본,Saitama-ken,Kuki-shi,JP11028,"22,577","27,075",154310,150582,-2.42%
일본,Saitama-ken,Kitamoto-shi,JP11029,"10,360","12,120",68888,65201,-5.35%
일본,Saitama-ken,Yashio-shi,JP11030,"7,210","13,090",82977,93363,12.52%
일본,Saitama-ken,Fujimi-shi,JP11031,"17,229","21,586",106736,111859,4.80%
일본,Saitama-ken,Misato-shi,JP11032,"16,082","22,349",131415,142145,8.16%
일본,Saitama-ken,Hasuda-shi,JP11033,"11,496","13,029",63309,61499,-2.86%
일본,Saitama-ken,Sakado-shi,JP11034,"14,273","16,603",101700,100275,-1.40%
일본,Saitama-ken,Satte-shi,JP11035,"6,509","7,072",54012,50066,-7.31%
일본,Saitama-ken,Tsurugashima-shi,JP11036,"11,155","12,640",69990,70117,0.18%
일본,Saitama-ken,Hidaka-shi,JP11037,"7,210","7,840",57473,54571,-5.05%
일본,Saitama-ken,Yoshikawa-shi,JP11038,"7,560","11,184",65298,71979,10.23%
일본,Saitama-ken,Fujimino-shi,JP11039,"17,555","22,112",105695,113597,7.48%
일본,Saitama-ken,Shiraoka-shi,JP11040,"8,514","11,237",50272,52214,3.86%
일본,Saitama-ken,Ina-machi,JP11041,"6,189","7,142",42494,44841,5.52%
일본,Saitama-ken,Miyoshi-machi,JP11042,"5,576","6,300",38706,38434,-0.70%
일본,Saitama-ken,Moroyama-machi,JP11043,"3,661","4,168",39054,35366,-9.44%
일본,Saitama-ken,Ogose-machi,JP11044,"1,363","1,450",12537,11029,-12.03%
일본,Saitama-ken,Namegawa-machi,JP11045,"2,192","2,973",17323,19732,13.91%
일본,Saitama-ken,Ranzan-machi,JP11046,"2,049","2,419",18887,17889,-5.28%
일본,Saitama-ken,Ogawa-machi,JP11047,"4,427","4,723",32913,28524,-13.34%
일본,Saitama-ken,Kawajima-machi,JP11048,"2,270","2,459",22147,19378,-12.50%
일본,Saitama-ken,Yoshimi-machi,JP11049,"2,050","2,272",21079,18192,-13.70%
일본,Saitama-ken,Hatoyama-machi,JP11050,"2,707","2,648",15305,13560,-11.40%
일본,Saitama-ken,Tokigawa-machi,JP11051,989,"1,164",12418,10540,-15.12%
일본,Saitama-ken,Yokoze-machi,JP11052,634,823,9039,7979,-11.73%
일본,Saitama-ken,Minano-machi,JP11053,820,900,10888,9302,-14.57%
일본,Saitama-ken,Nagatoro-machi,JP11054,545,625,7908,6807,-13.92%
일본,Saitama-ken,Ogano-machi,JP11055,665,783,13436,10928,-18.67%
일본,Saitama-ken,Higashichichibu-mura,JP11056,193,230,3348,2709,-19.09%
일본,Saitama-ken,Misato-machi,JP11057,752,953,11605,11039,-4.88%
일본,Saitama-ken,Kamikawa-machi,JP11058,894,"1,137",14470,13359,-7.68%
일본,Saitama-ken,Kamisato-machi,JP11059,"2,472","3,237",30998,30343,-2.11%
일본,Saitama-ken,Yorii-machi,JP11060,"3,180","3,727",35774,32374,-9.50%
일본,Saitama-ken,Miyashiro-machi,JP11061,"4,998","6,020",33641,34147,1.50%
일본,Saitama-ken,Sugito-machi,JP11062,"5,760","6,398",46923,43845,-6.56%
일본,Saitama-ken,Matsubushi-machi,JP11063,"2,859","2,999",31153,28266,-9.27%
일본,Chiba-ken,Chiba-shi,JP12001,"179,583","210,388",961749,974951,1.37%
일본,Chiba-ken,Choshi-shi,JP12002,"4,456","4,916",70210,58431,-16.78%
일본,Chiba-ken,Ichikawa-shi,JP12003,"98,769","129,094",473919,496676,4.80%
일본,Chiba-ken,Funabashi-shi,JP12004,"124,329","150,465",609040,642907,5.56%
일본,Chiba-ken,Tateyama-shi,JP12005,"4,476","4,816",49290,45153,-8.39%
일본,Chiba-ken,Kisarazu-shi,JP12006,"12,933","16,982",129312,136166,5.30%
일본,Chiba-ken,Matsudo-shi,JP12007,"91,821","108,871",484457,498232,2.84%
일본,Chiba-ken,Noda-shi,JP12008,"18,169","21,105",155491,152638,-1.83%
일본,Chiba-ken,Mobara-shi,JP12009,"10,709","11,839",93015,86782,-6.70%
일본,Chiba-ken,Narita-shi,JP12010,"17,190","22,096",128933,132906,3.08%
일본,Chiba-ken,Sakura-shi,JP12011,"33,455","37,472",172183,168743,-2.00%
일본,Chiba-ken,Togane-shi,JP12012,"6,326","7,294",61751,58219,-5.72%
일본,Chiba-ken,Asahi-shi,JP12013,"4,226","5,408",69058,63745,-7.69%
일본,Chiba-ken,Narashino-shi,JP12014,"39,162","46,810",164530,176197,7.09%
일본,Chiba-ken,Kashiwa-shi,JP12015,"80,366","97,833",404012,426468,5.56%
일본,Chiba-ken,Katsuura-shi,JP12016,"1,473","1,719",20788,16927,-18.57%
일본,Chiba-ken,Ichihara-shi,JP12017,"29,786","35,793",280416,269524,-3.88%
일본,Chiba-ken,Nagareyama-shi,JP12018,"36,294","52,579",163984,199849,21.87%
일본,Chiba-ken,Yachiyo-shi,JP12019,"34,610","41,926",189781,199498,5.12%
일본,Chiba-ken,Abiko-shi,JP12020,"30,340","31,548",134017,130510,-2.62%
일본,Chiba-ken,Kamogawa-shi,JP12021,"2,948","3,758",35766,32116,-10.21%
일본,Chiba-ken,Kamagaya-shi,JP12022,"16,947","19,073",107853,109932,1.93%
일본,Chiba-ken,Kimitsu-shi,JP12023,"7,115","8,642",89168,82206,-7.81%
일본,Chiba-ken,Futtsu-shi,JP12024,"3,222","3,695",48073,42465,-11.67%
일본,Chiba-ken,Urayasu-shi,JP12025,"42,983","50,203",164877,171362,3.93%
일본,Chiba-ken,Yotsukaido-shi,JP12026,"15,519","18,609",86726,93576,7.90%
일본,Chiba-ken,Sodegaura-shi,JP12027,"5,916","8,303",60355,63883,5.85%
일본,Chiba-ken,Yachimata-shi,JP12028,"5,448","6,008",73212,67455,-7.86%
일본,Chiba-ken,Inzai-shi,JP12029,"16,835","23,666",88176,102609,16.37%
일본,Chiba-ken,Shiroi-shi,JP12030,"12,551","13,358",60345,62441,3.47%
일본,Chiba-ken,Tomisato-shi,JP12031,"4,925","5,875",51087,49735,-2.65%
일본,Chiba-ken,Minamiboso-shi,JP12032,"2,766","3,270",42104,35831,-14.90%
일본,Chiba-ken,Sosa-shi,JP12033,"2,305","2,637",39814,35040,-11.99%
일본,Chiba-ken,Katori-shi,JP12034,"5,398","6,398",82866,72356,-12.68%
일본,Chiba-ken,Sammu-shi,JP12035,"4,217","5,010",56089,48444,-13.63%
일본,Chiba-ken,Isumi-shi,JP12036,"3,436","4,106",40962,35544,-13.23%
일본,Chiba-ken,Oamishirasato-shi,JP12037,"6,279","7,366",50113,48129,-3.96%
일본,Chiba-ken,Shisui-machi,JP12038,"3,022","3,336",21234,20745,-2.30%
일본,Chiba-ken,Sakae-machi,JP12039,"3,232","3,271",22580,20127,-10.86%
일본,Chiba-ken,Kozaki-machi,JP12040,503,623,6454,5816,-9.89%
일본,Chiba-ken,Tako-machi,JP12041,"1,029","1,274",16002,13735,-14.17%
일본,Chiba-ken,Tonosho-machi,JP12042,653,817,15154,13228,-12.71%
일본,Chiba-ken,Kujukuri-machi,JP12043,"1,155","1,231",18004,14639,-18.69%
일본,Chiba-ken,Shibayama-machi,JP12044,485,597,7920,7033,-11.20%
일본,Chiba-ken,Yokoshibahikari-machi,JP12045,"1,570","1,864",24675,22075,-10.54%
일본,Chiba-ken,Ichinomiya-machi,JP12046,"1,302","1,751",12034,11897,-1.14%
일본,Chiba-ken,Mutsuzawa-machi,JP12047,630,696,7340,6760,-7.90%
일본,Chiba-ken,Chosei-mura,JP12048,"1,188","1,358",14752,13803,-6.43%
일본,Chiba-ken,Shirako-machi,JP12049,872,"1,019",12151,10305,-15.19%
일본,Chiba-ken,Nagara-machi,JP12050,608,703,8035,6721,-16.35%
일본,Chiba-ken,Chonan-machi,JP12051,732,711,9073,7198,-20.67%
일본,Chiba-ken,Otaki-machi,JP12052,650,766,10671,8885,-16.74%
일본,Chiba-ken,Onjuku-machi,JP12053,952,"1,116",7738,6874,-11.17%
일본,Chiba-ken,Kyonan-machi,JP12054,540,624,8950,6993,-21.87%
일본,Tokyo-to,Chiyoda-ku,JP13001,"14,290","22,994",47115,66680,41.53%
일본,Tokyo-to,Chuo-ku,JP13002,"37,566","61,428",122762,169179,37.81%
일본,Tokyo-to,Minato-ku,JP13003,"53,193","74,214",205131,260486,26.99%
일본,Tokyo-to,Shinjuku-ku,JP13004,"73,170","88,445",326309,349385,7.07%
일본,Tokyo-to,Bunkyo-ku,JP13005,"58,188","84,099",206626,240069,16.19%
일본,Tokyo-to,Taito-ku,JP13006,"31,825","53,195",175928,211444,20.19%
