CNTRY,admin1,admin2,CITYID,grad10,grad20,pop10,pop20,rate
일본,Gifu-ken,Shirakawa-cho,JP21039,397,473,9530,7412,-22.22%
일본,Gifu-ken,Higashishirakawa-mura,JP21040,93,133,2514,2016,-19.81%
일본,Gifu-ken,Mitake-cho,JP21041,"1,595","1,938",18824,17516,-6.95%
일본,Gifu-ken,Shirakawa-mura,JP21042,144,192,1733,1511,-12.81%
일본,Shizuoka-ken,Shizuoka-shi,JP22001,"97,167","122,460",716197,693389,-3.18%
일본,Shizuoka-ken,Hamamatsu-shi,JP22002,"102,974","135,436",800866,790718,-1.27%
일본,Shizuoka-ken,Numazu-shi,JP22003,"27,694","28,381",202304,189386,-6.39%
일본,Shizuoka-ken,Atami-shi,JP22004,"4,955","5,332",39611,34208,-13.64%
일본,Shizuoka-ken,Mishima-shi,JP22005,"18,667","22,496",111838,107783,-3.63%
일본,Shizuoka-ken,Fujinomiya-shi,JP22006,"13,974","17,781",132001,128105,-2.95%
일본,Shizuoka-ken,Ito-shi,JP22007,"7,918","9,080",71437,65491,-8.32%
일본,Shizuoka-ken,Shimada-shi,JP22008,"9,793","12,659",100276,95719,-4.54%
일본,Shizuoka-ken,Fuji-shi,JP22009,"30,934","38,190",254027,245392,-3.40%
일본,Shizuoka-ken,Iwata-shi,JP22010,"20,682","25,974",168625,166672,-1.16%
일본,Shizuoka-ken,Yaizu-shi,JP22011,"14,871","18,157",143249,136845,-4.47%
일본,Shizuoka-ken,Kakegawa-shi,JP22012,"13,610","17,490",116363,114954,-1.21%
일본,Shizuoka-ken,Fujieda-shi,JP22013,"18,330","23,387",142151,141342,-0.57%
일본,Shizuoka-ken,Gotemba-shi,JP22014,"10,162","11,813",89030,86614,-2.71%
일본,Shizuoka-ken,Fukuroi-shi,JP22015,"9,240","12,265",84846,87864,3.56%
일본,Shizuoka-ken,Shimoda-shi,JP22016,"2,554","2,699",25013,20183,-19.31%
일본,Shizuoka-ken,Susono-shi,JP22017,"7,869","8,521",54546,50911,-6.66%
일본,Shizuoka-ken,Kosai-shi,JP22018,"6,215","7,894",60107,57885,-3.70%
일본,Shizuoka-ken,Izu-shi,JP22019,"3,290","3,575",34202,28190,-17.58%
일본,Shizuoka-ken,Omaezaki-shi,JP22020,"2,633","3,081",34700,31103,-10.37%
일본,Shizuoka-ken,Kikugawa-shi,JP22021,"4,733","6,489",47041,47789,1.59%
일본,Shizuoka-ken,Izunokuni-shi,JP22022,"5,646","6,671",49269,46804,-5.00%
일본,Shizuoka-ken,Makinohara-shi,JP22023,"4,128","4,663",49019,43502,-11.25%
일본,Shizuoka-ken,Higashiizu-cho,JP22024,"1,315","1,457",14064,11488,-18.32%
일본,Shizuoka-ken,Kawazu-cho,JP22025,708,832,7998,6870,-14.10%
일본,Shizuoka-ken,Minamiizu-cho,JP22026,783,838,9516,7877,-17.22%
일본,Shizuoka-ken,Matsuzaki-cho,JP22027,629,664,7653,6038,-21.10%
일본,Shizuoka-ken,Nishiizu-cho,JP22028,574,608,9469,7090,-25.12%
일본,Shizuoka-ken,Kannami-cho,JP22029,"4,615","5,577",38571,36794,-4.61%
일본,Shizuoka-ken,Shimizu-cho,JP22030,"4,246","5,124",32302,31710,-1.83%
일본,Shizuoka-ken,Nagaizumi-cho,JP22031,"7,110","9,416",40763,43336,6.31%
일본,Shizuoka-ken,Oyama-cho,JP22032,"2,441","2,751",20629,18568,-9.99%
일본,Shizuoka-ken,Yoshida-cho,JP22033,"2,844","3,437",29815,28919,-3.01%
일본,Shizuoka-ken,Kawanehon-cho,JP22034,457,545,8074,6206,-23.14%
일본,Shizuoka-ken,Mori-machi,JP22035,"1,606","1,894",19435,17457,-10.18%
일본,Aichi-ken,Nagoya-shi,JP23001,"392,223","511,098",2263894,2332176,3.02%
일본,Aichi-ken,Toyohashi-shi,JP23002,"45,095","56,407",376665,371920,-1.26%
일본,Aichi-ken,Okazaki-shi,JP23003,"54,000","69,245",372357,384654,3.30%
일본,Aichi-ken,Ichinomiya-shi,JP23004,"47,610","60,575",378566,380073,0.40%
일본,Aichi-ken,Seto-shi,JP23005,"17,959","22,696",132224,127792,-3.35%
일본,Aichi-ken,Handa-shi,JP23006,"15,931","19,194",118828,117884,-0.79%
일본,Aichi-ken,Kasugai-shi,JP23007,"48,559","60,428",305569,308681,1.02%
일본,Aichi-ken,Toyokawa-shi,JP23008,"22,058","28,543",181928,184661,1.50%
일본,Aichi-ken,Tsushima-shi,JP23009,"8,017","9,220",65258,60942,-6.61%
일본,Aichi-ken,Hekinan-shi,JP23010,"7,172","9,167",72018,72458,0.61%
일본,Aichi-ken,Kariya-shi,JP23011,"24,332","31,210",145781,153834,5.52%
일본,Aichi-ken,Toyota-shi,JP23012,"51,780","65,619",421487,422330,0.20%
일본,Aichi-ken,Anjo-shi,JP23013,"25,517","33,663",178691,187990,5.20%
일본,Aichi-ken,Nishio-shi,JP23014,"17,733","22,548",165298,169046,2.27%
일본,Aichi-ken,Gamagori-shi,JP23015,"9,715","12,217",82249,79538,-3.30%
일본,Aichi-ken,Inuyama-shi,JP23016,"11,065","13,922",75198,73090,-2.80%
일본,Aichi-ken,Tokoname-shi,JP23017,"6,921","9,327",54858,58710,7.02%
일본,Aichi-ken,Konan-shi,JP23018,"13,455","17,311",99730,98255,-1.48%
일본,Aichi-ken,Komaki-shi,JP23019,"20,151","24,131",147132,148831,1.15%
일본,Aichi-ken,Inazawa-shi,JP23020,"19,892","25,925",136442,134751,-1.24%
일본,Aichi-ken,Shinshiro-shi,JP23021,"4,839","5,459",49864,44355,-11.05%
일본,Aichi-ken,Tokai-shi,JP23022,"12,882","17,386",107690,113787,5.66%
일본,Aichi-ken,Obu-shi,JP23023,"14,658","19,605",85249,93123,9.24%
일본,Aichi-ken,Chita-shi,JP23024,"11,070","13,451",84768,84364,-0.48%
일본,Aichi-ken,Chiryu-shi,JP23025,"10,642","14,376",68398,72193,5.55%
일본,Aichi-ken,Owariasahi-shi,JP23026,"14,562","18,329",81140,83144,2.47%
일본,Aichi-ken,Takahama-shi,JP23027,"4,118","6,156",44027,46106,4.72%
일본,Aichi-ken,Iwakura-shi,JP23028,"7,676","9,348",47340,47983,1.36%
일본,Aichi-ken,Toyoake-shi,JP23029,"9,987","12,684",69745,69295,-0.65%
일본,Aichi-ken,Nisshin-shi,JP23030,"18,613","24,250",84237,91520,8.65%
일본,Aichi-ken,Tahara-shi,JP23031,"4,779","5,869",64119,59360,-7.42%
일본,Aichi-ken,Aisai-shi,JP23032,"7,756","9,306",64978,60829,-6.39%
일본,Aichi-ken,Kiyosu-shi,JP23033,"10,217","13,366",65757,67352,2.43%
일본,Aichi-ken,Kitanagoya-shi,JP23034,"11,505","15,214",81571,86385,5.90%
일본,Aichi-ken,Yatomi-shi,JP23035,"5,280","7,130",43272,43025,-0.57%
일본,Aichi-ken,Miyoshi-shi,JP23036,"9,790","12,624",60098,61952,3.08%
일본,Aichi-ken,Ama-shi,JP23037,"10,107","12,954",86714,86126,-0.68%
일본,Aichi-ken,Nagakute-shi,JP23038,"12,341","16,928",52022,60162,15.65%
일본,Aichi-ken,Togo-cho,JP23039,"7,482","8,366",41851,43903,4.90%
일본,Aichi-ken,Toyoyama-cho,JP23040,"1,625","2,302",14405,15613,8.39%
일본,Aichi-ken,Oguchi-cho,JP23041,"3,150","4,511",22446,24305,8.28%
일본,Aichi-ken,Fuso-cho,JP23042,"5,367","6,832",33558,34133,1.71%
일본,Aichi-ken,Oharu-cho,JP23043,"3,104","4,046",29891,32399,8.39%
일본,Aichi-ken,Kanie-cho,JP23044,"5,176","7,002",36688,37338,1.77%
일본,Aichi-ken,Tobishima-mura,JP23045,536,698,4525,4575,1.10%
일본,Aichi-ken,Agui-cho,JP23046,"3,458","4,910",25466,28383,11.45%
일본,Aichi-ken,Higashiura-cho,JP23047,"6,763","8,644",49800,49596,-0.41%
일본,Aichi-ken,Minamichita-cho,JP23048,"1,255","1,423",20549,16617,-19.13%
일본,Aichi-ken,Mihama-cho,JP23049,"2,350","2,888",25178,22496,-10.65%
일본,Aichi-ken,Taketoyo-cho,JP23050,"4,624","5,899",42408,43535,2.66%
일본,Aichi-ken,Kota-cho,JP23051,"4,216","6,341",37930,42449,11.91%
일본,Aichi-ken,Shitara-cho,JP23052,490,586,5769,4437,-23.09%
일본,Aichi-ken,Toei-cho,JP23053,262,329,3757,2942,-21.69%
일본,Aichi-ken,Toyone-mura,JP23054,104,134,1336,1017,-23.88%
일본,Mie-ken,Tsu-shi,JP24001,"40,360","47,450",285746,274537,-3.92%
일본,Mie-ken,Yokkaichi-shi,JP24002,"40,010","49,269",307766,305424,-0.76%
일본,Mie-ken,Ise-shi,JP24003,"14,235","16,773",130271,122765,-5.76%
일본,Mie-ken,Matsusaka-shi,JP24004,"17,885","21,628",168017,159145,-5.28%
일본,Mie-ken,Kuwana-shi,JP24005,"21,624","26,402",140290,138613,-1.20%
일본,Mie-ken,Suzuka-shi,JP24006,"20,693","26,245",199293,195670,-1.82%
일본,Mie-ken,Nabari-shi,JP24007,"10,948","12,127",80284,76387,-4.85%
일본,Mie-ken,Owase-shi,JP24008,"1,532","1,583",20033,16252,-18.87%
일본,Mie-ken,Kameyama-shi,JP24009,"5,594","6,542",51023,49835,-2.33%
일본,Mie-ken,Toba-shi,JP24010,"1,489","1,523",21435,17525,-18.24%
일본,Mie-ken,Kumano-shi,JP24011,"1,550","1,656",19662,15965,-18.80%
일본,Mie-ken,Inabe-shi,JP24012,"4,015","4,914",45684,44973,-1.56%
일본,Mie-ken,Shima-shi,JP24013,"3,196","3,727",54694,46057,-15.79%
일본,Mie-ken,Iga-shi,JP24014,"9,739","11,719",97207,88766,-8.68%
일본,Mie-ken,Kisosaki-cho,JP24015,444,548,6855,6023,-12.14%
일본,Mie-ken,Toin-cho,JP24016,"3,005","3,515",25661,25784,0.48%
일본,Mie-ken,Komono-cho,JP24017,"3,909","5,055",39978,40559,1.45%
일본,Mie-ken,Asahi-cho,JP24018,"1,558","2,140",9626,11021,14.49%
일본,Mie-ken,Kawagoe-cho,JP24019,"1,684","2,272",14003,15123,8.00%
일본,Mie-ken,Taki-cho,JP24020,"1,395","1,701",15438,14021,-9.18%
일본,Mie-ken,Meiwa-cho,JP24021,"2,049","2,677",22833,22445,-1.70%
일본,Mie-ken,Odai-cho,JP24022,765,859,10416,8668,-16.78%
일본,Mie-ken,Tamaki-cho,JP24023,"1,304","1,654",15297,15041,-1.67%
일본,Mie-ken,Watarai-cho,JP24024,601,713,8692,7847,-9.72%
일본,Mie-ken,Taiki-cho,JP24025,572,572,9846,7815,-20.63%
일본,Mie-ken,Minamiise-cho,JP24026,651,645,14791,10989,-25.70%
일본,Mie-ken,Kihoku-cho,JP24027,"1,198","1,215",18611,14604,-21.53%
일본,Mie-ken,Mihama-cho,JP24028,754,852,9376,8079,-13.83%
일본,Mie-ken,Kiho-cho,JP24029,634,717,11896,10321,-13.24%
일본,Shiga-ken,Otsu-shi,JP25001,"60,586","74,982",337634,345070,2.20%
일본,Shiga-ken,Hikone-shi,JP25002,"14,494","19,183",112156,113647,1.33%
일본,Shiga-ken,Nagahama-shi,JP25003,"13,448","16,310",124131,113636,-8.45%
일본,Shiga-ken,Omihachiman-shi,JP25004,"10,959","13,538",81738,81122,-0.75%
일본,Shiga-ken,Kusatsu-shi,JP25005,"23,295","29,676",130874,143913,9.96%
일본,Shiga-ken,Moriyama-shi,JP25006,"13,453","17,075",76560,83236,8.72%
일본,Shiga-ken,Ritto-shi,JP25007,"9,878","12,549",63655,68820,8.11%
일본,Shiga-ken,Koka-shi,JP25008,"9,672","11,646",92704,88358,-4.69%
일본,Shiga-ken,Yasu-shi,JP25009,"7,638","9,549",49955,50513,1.12%
일본,Shiga-ken,Konan-shi,JP25010,"5,654","6,845",54614,54460,-0.28%
일본,Shiga-ken,Takashima-shi,JP25011,"4,924","5,833",52486,46377,-11.64%
일본,Shiga-ken,Higashiomi-shi,JP25012,"10,806","14,349",115479,112819,-2.30%
일본,Shiga-ken,Maibara-shi,JP25013,"4,480","5,692",40060,37225,-7.08%
일본,Shiga-ken,Hino-cho,JP25014,"1,919","2,173",22870,20964,-8.33%
일본,Shiga-ken,Ryuo-cho,JP25015,"1,199","1,481",12916,11789,-8.73%
일본,Shiga-ken,Aisho-cho,JP25016,"2,068","2,422",20118,20893,3.85%
일본,Shiga-ken,Toyosato-cho,JP25017,491,588,7566,7132,-5.74%
일본,Shiga-ken,Kora-cho,JP25018,468,543,7500,6362,-15.17%
일본,Shiga-ken,Taga-cho,JP25019,735,925,7761,7274,-6.27%
일본,Kyoto-fu,Kyoto-shi,JP26001,"241,086","283,752",1474015,1463723,-0.70%
일본,Kyoto-fu,Fukuchiyama-shi,JP26002,"8,834","10,795",79652,77306,-2.95%
일본,Kyoto-fu,Maizuru-shi,JP26003,"8,070","9,285",88669,80336,-9.40%
일본,Kyoto-fu,Ayabe-shi,JP26004,"3,571","4,201",35836,31846,-11.13%
일본,Kyoto-fu,Uji-shi,JP26005,"29,434","33,966",189609,179630,-5.26%
일본,Kyoto-fu,Miyazu-shi,JP26006,"1,971","2,236",19948,16758,-15.99%
일본,Kyoto-fu,Kameoka-shi,JP26007,"11,703","13,452",92399,86174,-6.74%
일본,Kyoto-fu,Joyo-shi,JP26008,"11,622","12,611",80037,74607,-6.78%
일본,Kyoto-fu,Muko-shi,JP26009,"9,809","12,580",54328,56859,4.66%
일본,Kyoto-fu,Nagaokakyo-shi,JP26010,"18,644","21,628",79844,80608,0.96%
일본,Kyoto-fu,Yawata-shi,JP26011,"13,363","12,398",74227,70433,-5.11%
일본,Kyoto-fu,Kyotanabe-shi,JP26012,"12,221","15,831",67910,73753,8.60%
일본,Kyoto-fu,Kyotango-shi,JP26013,"4,721","5,489",59038,50860,-13.85%
일본,Kyoto-fu,Nantan-shi,JP26014,"3,798","4,508",35214,31629,-10.18%
일본,Kyoto-fu,Kizugawa-shi,JP26015,"14,241","17,274",69761,77907,11.68%
일본,Kyoto-fu,Oyamazaki-cho,JP26016,"3,104","3,970",15121,15953,5.50%
일본,Kyoto-fu,Kumiyama-cho,JP26017,"1,773","2,017",15914,15250,-4.17%
일본,Kyoto-fu,Ide-cho,JP26018,827,884,8447,7406,-12.32%
일본,Kyoto-fu,Ujitawara-cho,JP26019,989,"1,119",9711,8911,-8.24%
일본,Kyoto-fu,Kasagi-cho,JP26020,141,131,1626,1144,-29.64%
일본,Kyoto-fu,Wazuka-cho,JP26021,372,397,4482,3478,-22.40%
일본,Kyoto-fu,Seika-cho,JP26022,"8,438","9,726",35630,36198,1.59%
일본,Kyoto-fu,Minamiyamashiro-mura,JP26023,298,310,3078,2391,-22.32%
일본,Kyoto-fu,Kyotamba-cho,JP26024,"1,264","1,384",15732,12907,-17.96%
일본,Kyoto-fu,Ine-cho,JP26025,126,186,2410,1928,-20.00%
일본,Kyoto-fu,Yosano-cho,JP26026,"1,723","2,057",23454,20092,-14.33%
일본,Osaka-fu,Osaka-shi,JP27001,"338,774","445,931",2665314,2752412,3.27%
일본,Osaka-fu,Sakai-shi,JP27002,"112,615","136,551",841966,826161,-1.88%
일본,Osaka-fu,Kishiwada-shi,JP27003,"19,973","22,870",199234,190658,-4.30%
일본,Osaka-fu,Toyonaka-shi,JP27004,"79,444","98,492",389341,401558,3.14%
일본,Osaka-fu,Ikeda-shi,JP27005,"21,211","25,427",104229,104993,0.73%
일본,Osaka-fu,Suita-shi,JP27006,"77,790","99,680",355798,385567,8.37%
일본,Osaka-fu,Izumiotsu-shi,JP27007,"9,079","10,775",77548,74412,-4.04%
일본,Osaka-fu,Takatsuki-shi,JP27008,"64,114","74,687",357359,352698,-1.30%
일본,Osaka-fu,Kaizuka-shi,JP27009,"9,562","10,662",90519,84443,-6.71%
일본,Osaka-fu,Moriguchi-shi,JP27010,"14,377","19,838",146697,143096,-2.45%
일본,Osaka-fu,Hirakata-shi,JP27011,"67,880","74,648",407978,397289,-2.62%
일본,Osaka-fu,Ibaraki-shi,JP27012,"56,920","67,626",274822,287730,4.70%
일본,Osaka-fu,Yao-shi,JP27013,"32,087","39,452",271460,264642,-2.51%
일본,Osaka-fu,Izumisano-shi,JP27014,"11,596","14,946",100801,100131,-0.66%
일본,Osaka-fu,Tondabayashi-shi,JP27015,"17,586","19,599",119576,108699,-9.10%
일본,Osaka-fu,Neyagawa-shi,JP27016,"28,784","32,618",238204,229733,-3.56%
일본,Osaka-fu,Kawachinagano-shi,JP27017,"19,129","20,095",112490,101692,-9.60%
일본,Osaka-fu,Matsubara-shi,JP27018,"12,947","14,066",124594,117641,-5.58%
일본,Osaka-fu,Daito-shi,JP27019,"13,567","14,791",127534,119367,-6.40%
일본,Osaka-fu,Izumi-shi,JP27020,"23,908","28,046",184988,184495,-0.27%
일본,Osaka-fu,Minoh-shi,JP27021,"29,079","34,271",129895,136868,5.37%
일본,Osaka-fu,Kashiwara-shi,JP27022,"9,851","10,917",74773,68775,-8.02%
일본,Osaka-fu,Habikino-shi,JP27023,"14,980","16,788",117681,108736,-7.60%
일본,Osaka-fu,Kadoma-shi,JP27024,"10,000","11,579",130282,119764,-8.07%
일본,Osaka-fu,Settsu-shi,JP27025,"9,854","13,562",83720,87456,4.46%
일본,Osaka-fu,Takaishi-shi,JP27026,"9,040","9,754",59572,55635,-6.61%
일본,Osaka-fu,Fujiidera-shi,JP27027,"8,982","10,700",66165,63688,-3.74%
일본,Osaka-fu,Higashiosaka-shi,JP27028,"54,011","62,207",509533,493940,-3.06%
일본,Osaka-fu,Sennan-shi,JP27029,"6,564","6,922",64403,60102,-6.68%
일본,Osaka-fu,Shijonawate-shi,JP27030,"7,147","8,306",57554,55177,-4.13%
일본,Osaka-fu,Katano-shi,JP27031,"13,288","14,905",77686,75033,-3.42%
일본,Osaka-fu,Osakasayama-shi,JP27032,"9,994","10,873",58227,58435,0.36%
일본,Osaka-fu,Hannan-shi,JP27033,"7,088","7,202",56646,51254,-9.52%
일본,Osaka-fu,Shimamoto-cho,JP27034,"6,628","8,577",28935,30927,6.88%
일본,Osaka-fu,Toyono-cho,JP27035,"5,314","4,689",21989,18279,-16.87%
일본,Osaka-fu,Nose-cho,JP27036,"1,185","1,220",11650,9079,-22.07%
일본,Osaka-fu,Tadaoka-cho,JP27037,"1,589","1,858",18149,16567,-8.72%
일본,Osaka-fu,Kumatori-cho,JP27038,"6,226","6,914",45069,43763,-2.90%
일본,Osaka-fu,Tajiri-cho,JP27039,994,"1,260",8085,8434,4.32%
일본,Osaka-fu,Misaki-cho,JP27040,"2,074","2,049",17504,14741,-15.78%
일본,Osaka-fu,Taishi-cho,JP27041,"1,902","2,124",14220,13009,-8.52%
일본,Osaka-fu,Kanan-cho,JP27042,"2,322","2,339",17040,15697,-7.88%
일본,Osaka-fu,Chihayaakasaka-mura,JP27043,856,804,6015,4909,-18.39%
일본,Hyogo-ken,Kobe-shi,JP28001,"276,492","323,792",1544200,1525152,-1.23%
일본,Hyogo-ken,Himeji-shi,JP28002,"69,535","86,282",536270,530495,-1.08%
일본,Hyogo-ken,Amagasaki-shi,JP28003,"59,701","72,868",453748,459593,1.29%
일본,Hyogo-ken,Akashi-shi,JP28004,"43,133","56,025",290959,303601,4.34%
일본,Hyogo-ken,Nishinomiya-shi,JP28005,"113,170","130,441",482640,485587,0.61%
일본,Hyogo-ken,Sumoto-shi,JP28006,"4,780","4,932",47254,41236,-12.74%
일본,Hyogo-ken,Ashiya-shi,JP28007,"30,597","30,669",93238,93922,0.73%
일본,Hyogo-ken,Itami-shi,JP28008,"30,763","35,762",196127,198138,1.03%
일본,Hyogo-ken,Aioi-shi,JP28009,"3,668","4,277",31158,28355,-9.00%
일본,Hyogo-ken,Toyooka-shi,JP28010,"8,573","10,428",85592,77489,-9.47%
일본,Hyogo-ken,Kakogawa-shi,JP28011,"36,177","41,883",266937,260878,-2.27%
일본,Hyogo-ken,Ako-shi,JP28012,"5,904","6,612",50523,45892,-9.17%
일본,Hyogo-ken,Nishiwaki-shi,JP28013,"3,809","4,495",42802,38673,-9.65%
일본,Hyogo-ken,Takarazuka-shi,JP28014,"54,742","60,368",225700,226432,0.32%
일본,Hyogo-ken,Miki-shi,JP28015,"10,456","11,952",81009,75294,-7.05%
일본,Hyogo-ken,Takasago-shi,JP28016,"11,134","12,565",93901,87722,-6.58%
일본,Hyogo-ken,Kawanishi-shi,JP28017,"32,281","34,807",156423,152321,-2.62%
일본,Hyogo-ken,Ono-shi,JP28018,"4,947","6,357",49680,47562,-4.26%
일본,Hyogo-ken,Sanda-shi,JP28019,"21,932","25,845",114216,109238,-4.36%
일본,Hyogo-ken,Kasai-shi,JP28020,"5,389","6,138",47993,42700,-11.03%
일본,Hyogo-ken,Tambasasayama-shi,JP28021,"4,810","6,186",43263,39611,-8.44%
일본,Hyogo-ken,Yabu-shi,JP28022,"2,459","2,820",26501,22129,-16.50%
일본,Hyogo-ken,Tamba-shi,JP28023,"6,213","7,549",67757,61471,-9.28%
일본,Hyogo-ken,Minamiawaji-shi,JP28024,"3,944","4,707",49834,44137,-11.43%
일본,Hyogo-ken,Asago-shi,JP28025,"3,332","3,897",32814,28989,-11.66%
일본,Hyogo-ken,Awaji-shi,JP28026,"3,735","4,821",46459,41967,-9.67%
일본,Hyogo-ken,Shiso-shi,JP28027,"3,298","3,929",40938,34819,-14.95%
일본,Hyogo-ken,Kato-shi,JP28028,"4,977","6,023",40181,40645,1.15%
일본,Hyogo-ken,Tatsuno-shi,JP28029,"9,260","10,598",80518,74316,-7.70%
일본,Hyogo-ken,Inagawa-cho,JP28030,"5,740","6,060",31739,29680,-6.49%
일본,Hyogo-ken,Taka-cho,JP28031,"1,771","1,986",23104,19261,-16.63%
일본,Hyogo-ken,Inami-cho,JP28032,"3,489","4,289",31026,30268,-2.44%
일본,Hyogo-ken,Harima-cho,JP28033,"4,049","4,934",33183,33604,1.27%
일본,Hyogo-ken,Ichikawa-cho,JP28034,"1,321","1,409",13288,11231,-15.48%
일본,Hyogo-ken,Fukusaki-cho,JP28035,"2,136","2,780",19830,19377,-2.28%
일본,Hyogo-ken,Kamikawa-cho,JP28036,997,"1,203",12289,10616,-13.61%
일본,Hyogo-ken,Taishi-cho,JP28037,"3,793","4,534",33438,33477,0.12%
일본,Hyogo-ken,Kamigori-cho,JP28038,"2,054","2,099",16636,13879,-16.57%
일본,Hyogo-ken,Sayo-cho,JP28039,"1,584","1,739",19265,15863,-17.66%
일본,Hyogo-ken,Kami-cho,JP28040,"1,572","1,702",19696,16064,-18.44%
일본,Hyogo-ken,Shinonsen-cho,JP28041,"1,256","1,373",16004,13318,-16.78%
일본,Nara-ken,Nara-shi,JP29001,"79,005","91,299",366591,354630,-3.26%
일본,Nara-ken,Yamatotakada-shi,JP29002,"9,133","10,142",68451,61744,-9.80%
일본,Nara-ken,Yamatokoriyama-shi,JP29003,"14,590","15,756",89023,83285,-6.45%
일본,Nara-ken,Tenri-shi,JP29004,"9,749","11,193",69178,63889,-7.65%
일본,Nara-ken,Kashihara-shi,JP29005,"18,758","23,364",125605,120922,-3.73%
일본,Nara-ken,Sakurai-shi,JP29006,"7,886","9,023",60146,54857,-8.79%
일본,Nara-ken,Gojo-shi,JP29007,"3,624","3,744",34460,27927,-18.96%
일본,Nara-ken,Gose-shi,JP29008,"3,445","3,334",30287,24096,-20.44%
일본,Nara-ken,Ikoma-shi,JP29009,"31,294","31,778",118113,116675,-1.22%
일본,Nara-ken,Kashiba-shi,JP29010,"12,912","15,710",75227,78113,3.84%
일본,Nara-ken,Katsuragi-shi,JP29011,"5,113","6,164",35859,36832,2.71%
일본,Nara-ken,Uda-shi,JP29012,"4,324","4,394",34227,28121,-17.84%
일본,Nara-ken,Yamazoe-mura,JP29013,346,386,4107,3226,-21.45%
일본,Nara-ken,Heguri-cho,JP29014,"4,007","4,251",19727,18009,-8.71%
일본,Nara-ken,Sango-cho,JP29015,"4,486","4,914",23440,23219,-0.94%
일본,Nara-ken,Ikaruga-cho,JP29016,"5,261","6,052",27734,27587,-0.53%
일본,Nara-ken,Ando-cho,JP29017,"1,125","1,217",7929,7225,-8.88%
일본,Nara-ken,Kawanishi-cho,JP29018,"1,328","1,549",8653,8167,-5.62%
일본,Nara-ken,Miyake-cho,JP29019,"1,072","1,181",7440,6439,-13.45%
일본,Nara-ken,Tawaramoto-cho,JP29020,"4,853","5,780",32121,31177,-2.94%
일본,Nara-ken,Soni-mura,JP29021,151,126,1895,1295,-31.66%
일본,Nara-ken,Mitsue-mura,JP29022,136,147,2102,1479,-29.64%
일본,Nara-ken,Takatori-cho,JP29023,979,"1,074",7657,6729,-12.12%
일본,Nara-ken,Asuka-mura,JP29024,969,"1,078",5856,5179,-11.56%
일본,Nara-ken,Kammaki-cho,JP29025,"3,353","3,552",23728,21714,-8.49%
일본,Nara-ken,Oji-cho,JP29026,"4,679","6,194",22182,24043,8.39%
일본,Nara-ken,Koryo-cho,JP29027,"6,314","7,150",33070,33810,2.24%
일본,Nara-ken,Kawai-cho,JP29028,"3,744","3,777",18531,17018,-8.16%
일본,Nara-ken,Yoshino-cho,JP29029,916,876,8642,6229,-27.92%
일본,Nara-ken,Oyodo-cho,JP29030,"1,934","2,024",19176,16728,-12.77%
일본,Nara-ken,Shimoichi-cho,JP29031,731,720,7020,5037,-28.25%
일본,Nara-ken,Kurotaki-mura,JP29032,63,80,840,623,-25.83%
일본,Nara-ken,Tenkawa-mura,JP29033,109,122,1572,1176,-25.19%
일본,Nara-ken,Nosegawa-mura,JP29034,47,50,524,357,-31.87%
일본,Nara-ken,Totsukawa-mura,JP29035,349,364,4107,3061,-25.47%
일본,Nara-ken,Shimokitayama-mura,JP29036,85,115,1039,753,-27.53%
일본,Nara-ken,Kamikitayama-mura,JP29037,77,75,683,444,-34.99%
일본,Nara-ken,Kawakami-mura,JP29038,132,178,1643,1156,-29.64%
일본,Nara-ken,Higashiyoshino-mura,JP29039,148,184,2143,1502,-29.91%
일본,Wakayama-ken,Wakayama-shi,JP30001,"46,232","56,230",370364,356729,-3.68%
일본,Wakayama-ken,Kainan-shi,JP30002,"6,240","6,879",54783,48369,-11.71%
일본,Wakayama-ken,Hashimoto-shi,JP30003,"9,324","10,210",66361,60818,-8.35%
일본,Wakayama-ken,Arida-shi,JP30004,"2,476","2,672",30592,26538,-13.25%
일본,Wakayama-ken,Gobo-shi,JP30005,"2,315","2,689",26111,23481,-10.07%
일본,Wakayama-ken,Tanabe-shi,JP30006,"6,089","6,922",79119,69870,-11.69%
일본,Wakayama-ken,Shingu-shi,JP30007,"2,618","2,914",31498,27171,-13.74%
일본,Wakayama-ken,Kinokawa-shi,JP30008,"7,197","8,040",65840,58816,-10.67%
일본,Wakayama-ken,Iwade-shi,JP30009,"5,632","6,775",52882,53967,2.05%
일본,Wakayama-ken,Kimino-cho,JP30010,804,872,10391,8256,-20.55%
일본,Wakayama-ken,Katsuragi-cho,JP30011,"2,038","2,244",18230,15967,-12.41%
일본,Wakayama-ken,Kudoyama-cho,JP30012,498,508,4963,3856,-22.31%
일본,Wakayama-ken,Koya-cho,JP30013,672,607,3975,2970,-25.28%
일본,Wakayama-ken,Yuasa-cho,JP30014,977,"1,096",13210,11122,-15.81%
일본,Wakayama-ken,Hirogawa-cho,JP30015,544,680,7714,6781,-12.09%
일본,Wakayama-ken,Aridagawa-cho,JP30016,"2,107","2,867",27162,25258,-7.01%
일본,Wakayama-ken,Mihama-cho,JP30017,806,879,8077,6867,-14.98%
일본,Wakayama-ken,Hidaka-cho,JP30018,705,959,7432,7673,3.24%
일본,Wakayama-ken,Yura-cho,JP30019,483,558,6508,5364,-17.58%
일본,Wakayama-ken,Inami-cho,JP30020,578,708,8606,7720,-10.30%
