CNTRY,admin1,admin2,emp10,emp20,pop10,pop20,rate
일본,Aomori-ken,Kuroishi-shi,19379,17516,36132,31946,-11.59%
일본,Aomori-ken,Goshogawara-shi,29047,25970,58421,51415,-11.99%
일본,Aomori-ken,Towada-shi,35003,30640,66110,60378,-8.67%
일본,Aomori-ken,Misawa-shi,21383,20171,41258,39152,-5.10%
일본,Aomori-ken,Mutsu-shi,29797,26175,61066,54103,-11.40%
일본,Aomori-ken,Tsugaru-shi,19365,16436,37243,30934,-16.94%
일본,Aomori-ken,Hirakawa-shi,19004,16913,33764,30567,-9.47%
일본,Aomori-ken,Hiranai-machi,6636,5350,12361,10126,-18.08%
일본,Aomori-ken,Imabetsu-machi,1487,1040,3217,2334,-27.45%
일본,Aomori-ken,Yomogita-mura,1756,1304,3271,2540,-22.35%
일본,Aomori-ken,Sotogahama-machi,3255,2478,7089,5401,-23.81%
일본,Aomori-ken,Ajigasawa-machi,5640,4525,11449,9044,-21.01%
일본,Aomori-ken,Fukaura-machi,4486,3448,9691,7346,-24.20%
일본,Aomori-ken,Nishimeya-mura,939,707,1594,1265,-20.64%
일본,Aomori-ken,Fujisaki-machi,8944,8282,16021,14573,-9.04%
일본,Aomori-ken,Owani-machi,5872,4554,10978,8665,-21.07%
일본,Aomori-ken,Inakadate-mura,4501,3984,8153,7326,-10.14%
일본,Aomori-ken,Itayanagi-machi,8778,7422,15227,12700,-16.60%
일본,Aomori-ken,Tsuruta-machi,7972,6662,14270,12074,-15.39%
일본,Aomori-ken,Nakadomari-machi,6061,4758,12743,9657,-24.22%
일본,Aomori-ken,Noheji-machi,7137,6245,14314,12374,-13.55%
일본,Aomori-ken,Shichinohe-machi,8868,7848,16759,14556,-13.15%
일본,Aomori-ken,Rokunohe-machi,5624,5666,10241,10447,2.01%
일본,Aomori-ken,Yokohama-machi,2668,2366,4881,4229,-13.36%
일본,Aomori-ken,Tohoku-machi,10216,9001,19106,16428,-14.02%
일본,Aomori-ken,Rokkasho-mura,6621,6581,11095,10367,-6.56%
일본,Aomori-ken,Oirase-cho,12884,12827,24211,24273,0.26%
일본,Aomori-ken,Oma-machi,3454,2547,6340,4718,-25.58%
일본,Aomori-ken,Higashidori-mura,3936,3338,7252,5955,-17.88%
일본,Aomori-ken,Kazamaura-mura,1369,869,2463,1636,-33.58%
일본,Aomori-ken,Sai-mura,1144,855,2422,1788,-26.18%
일본,Aomori-ken,Sannohe-machi,5919,4780,11299,9082,-19.62%
일본,Aomori-ken,Gonohe-machi,10045,8859,18712,16042,-14.27%
일본,Aomori-ken,Takko-machi,3438,2817,6175,4968,-19.55%
일본,Aomori-ken,Nambu-cho,10450,9140,19853,16809,-15.33%
일본,Aomori-ken,Hashikami-cho,7326,6757,14699,13496,-8.18%
일본,Aomori-ken,Shingo-mura,1694,1300,2851,2197,-22.94%
일본,Iwate-ken,Morioka-shi,149099,147354,298348,289731,-2.89%
일본,Iwate-ken,Miyako-shi,28114,24612,59430,50369,-15.25%
일본,Iwate-ken,Ofunato-shi,20275,17974,40737,34728,-14.75%
일본,Iwate-ken,Hanamaki-shi,52998,49146,101438,93193,-8.13%
일본,Iwate-ken,Kitakami-shi,48459,47000,93138,93045,-0.10%
일본,Iwate-ken,Kuji-shi,18255,16915,36872,33043,-10.38%
일본,Iwate-ken,Tono-shi,15090,13574,29331,25366,-13.52%
일본,Iwate-ken,Ichinoseki-shi,65281,58558,127642,111932,-12.31%
일본,Iwate-ken,Rikuzentakata-shi,11310,9428,23300,18262,-21.62%
일본,Iwate-ken,Kamaishi-shi,18306,15539,39574,32078,-18.94%
일본,Iwate-ken,Ninohe-shi,15844,14093,29702,25513,-14.10%
일본,Iwate-ken,Hachimantai-shi,15547,13151,28680,24023,-16.24%
일본,Iwate-ken,Oshu-shi,65918,60273,124746,112937,-9.47%
일본,Iwate-ken,Takizawashi,28439,29658,53857,55579,3.20%
일본,Iwate-ken,Shizukuishi-cho,10094,8688,18033,15731,-12.77%
일본,Iwate-ken,Kuzumaki-machi,3702,2786,7304,5634,-22.86%
일본,Iwate-ken,Iwate-machi,8061,6731,14984,12285,-18.01%
일본,Iwate-ken,Shiwa-cho,18075,17591,33288,32147,-3.43%
일본,Iwate-ken,Yahaba-cho,14483,14743,27205,28056,3.13%
일본,Iwate-ken,Nishiwaga-machi,3469,2743,6602,5134,-22.24%
일본,Iwate-ken,Kanegasaki-cho,8819,8784,16325,15535,-4.84%
일본,Iwate-ken,Hiraizumi-cho,4440,3932,8345,7252,-13.10%
일본,Iwate-ken,Sumita-cho,3034,2569,6190,5045,-18.50%
일본,Iwate-ken,Otsuchi-cho,7289,5420,15276,11004,-27.97%
일본,Iwate-ken,Yamada-machi,9092,7200,18617,14320,-23.08%
일본,Iwate-ken,Iwaizumi-cho,5302,4391,10804,8726,-19.23%
일본,Iwate-ken,Tanohata-mura,1877,1570,3843,3059,-20.40%
일본,Iwate-ken,Fudai-mura,1591,1303,3088,2487,-19.46%
일본,Iwate-ken,Karumai-machi,5382,4600,10209,8421,-17.51%
일본,Iwate-ken,Noda-mura,2258,2004,4632,3936,-15.03%
일본,Iwate-ken,Kunohe-mura,3483,2922,6507,5378,-17.35%
일본,Iwate-ken,Hirono-cho,8669,7668,17913,15091,-15.75%
일본,Iwate-ken,Ichinohe-machi,7277,5961,14187,11494,-18.98%
일본,Miyagi-ken,Sendai-shi,496932,524081,1045986,1096704,4.85%
일본,Miyagi-ken,Ishinomaki-shi,78278,68565,160826,140151,-12.86%
일본,Miyagi-ken,Shiogama-shi,27549,24681,56490,52203,-7.59%
일본,Miyagi-ken,Kesennuma-shi,35332,29974,73489,61147,-16.79%
일본,Miyagi-ken,Shiroishi-shi,18364,16599,37422,32758,-12.46%
일본,Miyagi-ken,Natori-shi,35512,37924,73134,78718,7.64%
일본,Miyagi-ken,Kakuda-shi,15734,13971,31336,27976,-10.72%
일본,Miyagi-ken,Tagajo-shi,32576,29609,63060,62827,-0.37%
일본,Miyagi-ken,Iwanuma-shi,22641,21031,44187,44068,-0.27%
일본,Miyagi-ken,Tome-shi,42375,40419,83969,76037,-9.45%
일본,Miyagi-ken,Kurihara-shi,36969,33349,74932,64637,-13.74%
일본,Miyagi-ken,Higashimatsushima-shi,21823,19173,42903,39098,-8.87%
일본,Miyagi-ken,Osaki-shi,69317,66629,135147,127330,-5.78%
일본,Miyagi-ken,Tomiya-shi,23546,26089,47042,51651,9.80%
일본,Miyagi-ken,Zao-machi,6651,5967,12882,11418,-11.36%
일본,Miyagi-ken,Shichikashuku-machi,759,628,1694,1262,-25.50%
일본,Miyagi-ken,Ogawara-machi,12201,11639,23530,23571,0.17%
일본,Miyagi-ken,Murata-machi,6288,5553,11995,10666,-11.08%
일본,Miyagi-ken,Shibata-machi,19117,19271,39341,38271,-2.72%
일본,Miyagi-ken,Kawasaki-machi,5265,4628,9978,8345,-16.37%
일본,Miyagi-ken,Marumori-machi,7647,5972,15501,12262,-20.90%
일본,Miyagi-ken,Watari-cho,17911,16840,34845,33087,-5.05%
일본,Miyagi-ken,Yamamoto-cho,8160,5863,16704,12046,-27.89%
일본,Miyagi-ken,Matsushima-machi,7628,6595,15085,13323,-11.68%
일본,Miyagi-ken,Shichigahama-machi,10260,9221,20416,18132,-11.19%
일본,Miyagi-ken,Rifu-cho,17228,17680,33994,35182,3.49%
일본,Miyagi-ken,Taiwa-cho,12688,15158,24894,28786,15.63%
일본,Miyagi-ken,Osato-cho,4679,4001,8927,7813,-12.48%
일본,Miyagi-ken,Ohira-mura,2888,3002,5334,5849,9.66%
일본,Miyagi-ken,Shikama-cho,3943,3632,7431,6698,-9.86%
일본,Miyagi-ken,Kami-machi,13041,12315,25527,21943,-14.04%
일본,Miyagi-ken,Wakuya-cho,8998,8102,17494,15388,-12.04%
일본,Miyagi-ken,Misato-machi,12541,12216,25190,23994,-4.75%
일본,Miyagi-ken,Onagawa-cho,5216,3461,10051,6430,-36.03%
일본,Miyagi-ken,Minamisanriku-cho,8805,6433,17429,12225,-29.86%
일본,Akita-ken,Akita-shi,156978,148771,323600,307672,-4.92%
일본,Akita-ken,Noshiro-shi,28464,24165,59084,49968,-15.43%
일본,Akita-ken,Yokote-shi,50804,45703,98367,85555,-13.02%
일본,Akita-ken,Odate-shi,38577,34334,78946,69237,-12.30%
일본,Akita-ken,Oga-shi,15818,11621,32294,25154,-22.11%
일본,Akita-ken,Yuzawa-shi,25445,22204,50849,42091,-17.22%
일본,Akita-ken,Kazuno-shi,17354,14968,34473,29088,-15.62%
일본,Akita-ken,Yurihonjo-shi,43399,38834,85229,74707,-12.35%
일본,Akita-ken,Katagami-shi,17226,15349,34442,31720,-7.90%
일본,Akita-ken,Daisen-shi,45464,40990,88301,77657,-12.05%
일본,Akita-ken,Kitaakita-shi,17653,14762,36387,30198,-17.01%
일본,Akita-ken,Nikaho-shi,13909,11986,27544,23435,-14.92%
일본,Akita-ken,Semboku-shi,14962,12990,29568,24610,-16.77%
일본,Akita-ken,Kosaka-machi,2816,2278,6054,4780,-21.04%
일본,Akita-ken,Kamikoani-mura,1143,917,2727,2063,-24.35%
일본,Akita-ken,Fujisato-machi,1851,1413,3848,2896,-24.74%
일본,Akita-ken,Mitane-cho,9698,7940,18876,15254,-19.19%
일본,Akita-ken,Happou-cho,4174,3398,8220,6577,-19.99%
일본,Akita-ken,Gojome-machi,5155,4249,10516,8538,-18.81%
일본,Akita-ken,Hachirogata-machi,3440,2813,6623,5583,-15.70%
일본,Akita-ken,Ikawa-machi,2641,2287,5493,4566,-16.88%
일본,Akita-ken,Ogata-mura,2088,1978,3218,3011,-6.43%
일본,Akita-ken,Misato-cho,11540,10164,21674,18613,-14.12%
일본,Akita-ken,Ugo-machi,8721,7784,16792,13825,-17.67%
일본,Akita-ken,Higashinaruse-mura,1522,1602,2872,2704,-5.85%
일본,Yamagata-ken,Yamagata-shi,127948,122403,254244,247590,-2.62%
일본,Yamagata-ken,Yonezawa-shi,43874,42362,89401,81252,-9.12%
일본,Yamagata-ken,Tsuruoka-shi,69956,64426,136623,122347,-10.45%
일본,Yamagata-ken,Sakata-shi,56516,52208,111151,100273,-9.79%
일본,Yamagata-ken,Shinjo-shi,19756,18000,38850,34432,-11.37%
일본,Yamagata-ken,Sagae-shi,22314,21832,42373,40189,-5.15%
일본,Yamagata-ken,Kaminoyama-shi,17619,15051,33836,29110,-13.97%
일본,Yamagata-ken,Murayama-shi,13986,12152,26811,22516,-16.02%
일본,Yamagata-ken,Nagai-shi,15312,14010,29473,26543,-9.94%
일본,Yamagata-ken,Tendo-shi,33093,34333,62214,62140,-0.12%
일본,Yamagata-ken,Higashine-shi,25000,25868,46414,47682,2.73%
일본,Yamagata-ken,Obanazawa-shi,10321,8153,18955,14971,-21.02%
일본,Yamagata-ken,Nanyo-shi,17569,16477,33658,30420,-9.62%
일본,Yamagata-ken,Yamanobe-machi,7842,7184,15139,13725,-9.34%
일본,Yamagata-ken,Nakayama-machi,6433,5747,12015,10746,-10.56%
일본,Yamagata-ken,Kahoku-cho,10466,9550,19959,17641,-11.61%
일본,Yamagata-ken,Nishikawa-machi,3011,2555,6270,4956,-20.96%
일본,Yamagata-ken,Asahi-machi,4260,3533,7856,6366,-18.97%
일본,Yamagata-ken,Oe-machi,4792,4156,9227,7646,-17.13%
일본,Yamagata-ken,Oishida-machi,4333,3618,8160,6577,-19.40%
일본,Yamagata-ken,Kaneyama-machi,3330,2837,6365,5071,-20.33%
일본,Yamagata-ken,Mogami-machi,5138,4394,9847,8080,-17.94%
일본,Yamagata-ken,Funagata-machi,3059,2533,6164,5007,-18.77%
일본,Yamagata-ken,Mamurogawa-machi,4594,3793,9165,7203,-21.41%
일본,Yamagata-ken,Okura-mura,1967,1698,3762,3028,-19.51%
일본,Yamagata-ken,Sakegawa-mura,2553,2228,4862,3902,-19.74%
일본,Yamagata-ken,Tozawa-mura,2640,2262,5304,4199,-20.83%
일본,Yamagata-ken,Takahata-machi,13743,12568,25025,22463,-10.24%
일본,Yamagata-ken,Kawanishi-machi,9263,7850,17313,14558,-15.91%
일본,Yamagata-ken,Oguni-machi,4156,3634,8862,7107,-19.80%
일본,Yamagata-ken,Shirataka-machi,7737,6820,15314,12890,-15.83%
일본,Yamagata-ken,Iide-machi,4293,3703,7943,6613,-16.74%
일본,Yamagata-ken,Mikawa-machi,4017,4004,7731,7601,-1.68%
일본,Yamagata-ken,Shonai-machi,11792,11065,23158,20151,-12.98%
일본,Yamagata-ken,Yuza-machi,8085,6945,15480,13032,-15.81%
일본,Fukushima-ken,Fukushima-shi,140689,135872,292590,282693,-3.38%
일본,Fukushima-ken,Aizuwakamatsu-shi,62049,57850,126220,117376,-7.01%
일본,Fukushima-ken,Koriyama-shi,157283,159052,338712,327692,-3.25%
일본,Fukushima-ken,Iwaki-shi,165728,155764,342249,332931,-2.72%
일본,Fukushima-ken,Shirakawa-shi,33884,30225,64704,59491,-8.06%
일본,Fukushima-ken,Sukagawa-shi,40332,38005,79267,74992,-5.39%
일본,Fukushima-ken,Kitakata-shi,26287,22931,52356,44760,-14.51%
일본,Fukushima-ken,Soma-shi,19356,17740,37817,34865,-7.81%
일본,Fukushima-ken,Nihonmatsu-shi,30886,28550,59871,53557,-10.55%
일본,Fukushima-ken,Tamura-shi,21295,19079,40422,35169,-13.00%
일본,Fukushima-ken,Minamisoma-shi,35554,28150,70878,59005,-16.75%
일본,Fukushima-ken,Date-shi,34531,30900,66027,58240,-11.79%
일본,Fukushima-ken,Motomiya-shi,16678,15873,31489,30236,-3.98%
일본,Fukushima-ken,Kori-machi,6772,6002,12853,11459,-10.85%
일본,Fukushima-ken,Kunimi-machi,5289,4505,10086,8639,-14.35%
일본,Fukushima-ken,Kawamata-machi,7798,5811,15569,12170,-21.83%
일본,Fukushima-ken,Otama-mura,4440,4800,8574,8900,3.80%
일본,Fukushima-ken,Kagamiishi-machi,6972,6370,12815,12318,-3.88%
일본,Fukushima-ken,Tenei-mura,3295,2845,6291,5194,-17.44%
일본,Fukushima-ken,Shimogo-machi,3439,2796,6461,5264,-18.53%
일본,Fukushima-ken,Hinoemata-mura,351,296,636,504,-20.75%
일본,Fukushima-ken,Tadami-machi,2377,2091,4932,4044,-18.00%
일본,Fukushima-ken,Minamiaizu-machi,9064,7514,17864,14451,-19.11%
일본,Fukushima-ken,Kitashiobara-mura,1796,1543,3185,2556,-19.75%
일본,Fukushima-ken,Nishiaizu-machi,3717,3028,7366,5770,-21.67%
일본,Fukushima-ken,Bandai-machi,1889,1679,3761,3322,-11.67%
일본,Fukushima-ken,Inawashiro-machi,8072,6921,15805,13552,-14.25%
일본,Fukushima-ken,Aizubange-machi,9180,8398,17360,15068,-13.20%
일본,Fukushima-ken,Yugawa-mura,1811,1690,3364,3081,-8.41%
일본,Fukushima-ken,Yanaizu-machi,2024,1598,4009,3081,-23.15%
일본,Fukushima-ken,Mishima-machi,799,646,1926,1452,-24.61%
일본,Fukushima-ken,Kaneyama-machi,1046,785,2462,1862,-24.37%
일본,Fukushima-ken,Showa-mura,712,595,1500,1246,-16.93%
일본,Fukushima-ken,Aizumisato-machi,11862,10071,22737,19014,-16.37%
일본,Fukushima-ken,Nishigo-mura,10138,10570,19767,20808,5.27%
일본,Fukushima-ken,Izumizaki-mura,3620,3091,6802,6213,-8.66%
일본,Fukushima-ken,Nakajima-mura,2897,2908,5154,4885,-5.22%
일본,Fukushima-ken,Yabuki-machi,9601,8610,18407,17287,-6.08%
일본,Fukushima-ken,Tanagura-machi,7946,6911,15062,13343,-11.41%
일본,Fukushima-ken,Yamatsuri-machi,3223,2882,6348,5392,-15.06%
일본,Fukushima-ken,Hanawa-machi,5134,4510,9884,8302,-16.01%
일본,Fukushima-ken,Samegawa-mura,2047,1739,3989,3049,-23.56%
일본,Fukushima-ken,Ishikawa-machi,9209,7665,17775,14644,-17.61%
일본,Fukushima-ken,Tamakawa-mura,4031,3494,7231,6392,-11.60%
일본,Fukushima-ken,Hirata-mura,3916,3411,6921,5826,-15.82%
일본,Fukushima-ken,Asakawa-machi,3646,3262,6888,6036,-12.37%
일본,Fukushima-ken,Furudono-machi,3160,2636,6030,4825,-19.98%
일본,Fukushima-ken,Miharu-machi,9527,9071,18191,17018,-6.45%
일본,Fukushima-ken,Ono-machi,5980,5189,11202,9471,-15.45%
일본,Fukushima-ken,Hirono-machi,2823,2757,5418,5412,-0.11%
일본,Fukushima-ken,Naraha-machi,3897,1738,7700,3710,-51.82%
일본,Fukushima-ken,Tomioka-machi,8327,1366,16001,2128,-86.70%
일본,Fukushima-ken,Kawauchi-mura,1371,936,2820,2044,-27.52%
일본,Fukushima-ken,Okuma-machi,5961,754,11515,847,-92.64%
일본,Fukushima-ken,Futaba-machi,3527,0,6932,0,-100.00%
일본,Fukushima-ken,Namie-machi,10566,1095,20905,1923,-90.80%
일본,Fukushima-ken,Katsurao-mura,869,242,1531,420,-72.57%
일본,Fukushima-ken,Shinchi-machi,4266,4126,8224,7905,-3.88%
일본,Fukushima-ken,Iitate-mura,3307,552,6209,1318,-78.77%
일본,Ibaraki-ken,Mito-shi,133544,132073,268750,270685,0.72%
일본,Ibaraki-ken,Hitachi-shi,90804,78589,193129,174508,-9.64%
일본,Ibaraki-ken,Tsuchiura-shi,73778,67551,143839,142074,-1.23%
일본,Ibaraki-ken,Koga-shi,76228,71204,142995,139344,-2.55%
일본,Ibaraki-ken,Ishioka-shi,40699,34993,79687,73061,-8.32%
일본,Ibaraki-ken,Yuki-shi,28157,26268,52494,50645,-3.52%
일본,Ibaraki-ken,Ryugasaki-shi,40717,35649,80334,76420,-4.87%
일본,Ibaraki-ken,Shimotsuma-shi,24404,22477,44987,42521,-5.48%
일본,Ibaraki-ken,Joso-shi,35304,31773,65320,60834,-6.87%
일본,Ibaraki-ken,Hitachiota-shi,28303,24414,56250,48602,-13.60%
일본,Ibaraki-ken,Takahagi-shi,15472,13023,31017,27699,-10.70%
일본,Ibaraki-ken,Kitaibaraki-shi,23292,20650,47026,41801,-11.11%
일본,Ibaraki-ken,Kasama-shi,40494,36457,79409,73173,-7.85%
일본,Ibaraki-ken,Toride-shi,55105,47208,109651,104524,-4.68%
일본,Ibaraki-ken,Ushiku-shi,41851,39068,81684,84651,3.63%
일본,Ibaraki-ken,Tsukuba-shi,104347,118228,214590,241656,12.61%
일본,Ibaraki-ken,Hitachinaka-shi,78032,76341,157060,156581,-0.30%
일본,Ibaraki-ken,Kashima-shi,29705,30525,66093,66950,1.30%
일본,Ibaraki-ken,Itako-shi,16239,13642,30534,27604,-9.60%
일본,Ibaraki-ken,Moriya-shi,33153,33105,62482,68421,9.51%
일본,Ibaraki-ken,Hitachiomiya-shi,23427,19626,45178,39267,-13.08%
일본,Ibaraki-ken,Naka-shi,27991,26476,54240,53502,-1.36%
일본,Ibaraki-ken,Chikusei-shi,57190,50937,108527,100753,-7.16%
일본,Ibaraki-ken,Bando-shi,31198,28885,56114,52265,-6.86%
일본,Ibaraki-ken,Inashiki-shi,23975,20123,46895,39039,-16.75%
일본,Ibaraki-ken,Kasumigaura-shi,23717,21454,43553,40087,-7.96%
일본,Ibaraki-ken,Sakuragawa-shi,23426,20108,45673,39122,-14.34%
일본,Ibaraki-ken,Kamisu-shi,51290,48430,94795,95454,0.70%
일본,Ibaraki-ken,Namegata-shi,21544,18308,37611,32185,-14.43%
일본,Ibaraki-ken,Hokota-shi,27834,24714,50156,45953,-8.38%
일본,Ibaraki-ken,Tsukubamirai-shi,23783,25313,44461,49872,12.17%
일본,Ibaraki-ken,Omitama-shi,28423,26512,52279,48870,-6.52%
일본,Ibaraki-ken,Ibaraki-machi,18355,16801,34513,31401,-9.02%
일본,Ibaraki-ken,Oarai-machi,10064,8033,18328,15715,-14.26%
일본,Ibaraki-ken,Shirosato-machi,11372,9690,21491,18097,-15.79%
일본,Ibaraki-ken,Tokai-mura,18208,18658,37438,37891,1.21%
일본,Ibaraki-ken,Daigo-machi,10205,8015,20073,15736,-21.61%
일본,Ibaraki-ken,Miho-mura,9020,7322,17299,14602,-15.59%
일본,Ibaraki-ken,Ami-machi,25249,24665,47940,48553,1.28%
일본,Ibaraki-ken,Kawachi-machi,5414,4392,10172,8231,-19.08%
일본,Ibaraki-ken,Yachiyo-machi,12804,11856,23106,21026,-9.00%
일본,Ibaraki-ken,Goka-machi,5179,4460,9410,8093,-14.00%
일본,Ibaraki-ken,Sakai-machi,14066,13435,25714,24201,-5.88%
일본,Ibaraki-ken,Tone-machi,8517,6629,17473,15340,-12.21%
일본,Tochigi-ken,Utsunomiya-shi,255906,235416,511739,518757,1.37%
일본,Tochigi-ken,Ashikaga-shi,79470,72772,154530,144746,-6.33%
일본,Tochigi-ken,Tochigi-shi,85091,79759,164024,155549,-5.17%
일본,Tochigi-ken,Sano-shi,63052,59445,121249,116228,-4.14%
일본,Tochigi-ken,Kanuma-shi,54191,50839,102348,94033,-8.12%
일본,Tochigi-ken,Nikko-shi,48059,40642,90066,77661,-13.77%
일본,Tochigi-ken,Oyama-shi,83877,84100,164454,166666,1.35%
일본,Tochigi-ken,Moka-shi,46132,41480,82289,78190,-4.98%
일본,Tochigi-ken,Ohtawara-shi,40481,36921,77729,72087,-7.26%
일본,Tochigi-ken,Yaita-shi,18600,15687,35343,31165,-11.82%
일본,Tochigi-ken,Nasushiobara-shi,62307,59269,117812,115210,-2.21%
일본,Tochigi-ken,Sakura-shi,22422,23401,44768,44513,-0.57%
일본,Tochigi-ken,Nasukarasuyama-shi,15546,13170,29206,24875,-14.83%
일본,Tochigi-ken,Shimotsuke-shi,31071,30976,59483,59507,0.04%
일본,Tochigi-ken,Kaminokawa-machi,17253,16243,31621,30806,-2.58%
일본,Tochigi-ken,Mashiko-machi,13330,11761,24348,21898,-10.06%
일본,Tochigi-ken,Motegi-machi,7842,6282,15018,11891,-20.82%
일본,Tochigi-ken,Ichikai-machi,6813,6252,12094,11262,-6.88%
일본,Tochigi-ken,Haga-machi,9265,7893,16030,14961,-6.67%
일본,Tochigi-ken,Mibu-machi,20854,20223,39605,39474,-0.33%
일본,Tochigi-ken,Nogi-machi,13787,12187,25720,24913,-3.14%
일본,Tochigi-ken,Shioya-machi,6917,5603,12560,10354,-17.56%
일본,Tochigi-ken,Takanezawa-machi,16801,15395,30436,29229,-3.97%
일본,Tochigi-ken,Nasu-machi,13605,11710,26765,23956,-10.50%
일본,Tochigi-ken,Nakagawa-machi,9983,8362,18446,15215,-17.52%
일본,Gumma-ken,Maebashi-shi,173099,163049,340291,332149,-2.39%
일본,Gumma-ken,Takasaki-shi,184437,187210,371302,372973,0.45%
일본,Gumma-ken,Kiryu-shi,61462,52916,121704,106445,-12.54%
일본,Gumma-ken,Isesaki-shi,107346,109421,207221,211850,2.23%
일본,Gumma-ken,Ota-shi,110679,111008,216465,223014,3.03%
일본,Gumma-ken,Numata-shi,26466,24023,51265,45337,-11.56%
일본,Gumma-ken,Tatebayashi-shi,40283,39388,78608,75309,-4.20%
일본,Gumma-ken,Shibukawa-shi,43206,38203,83330,74581,-10.50%
일본,Gumma-ken,Fujioka-shi,35387,33012,67975,63261,-6.93%
일본,Gumma-ken,Tomioka-shi,27201,24594,52070,47446,-8.88%
일본,Gumma-ken,Annaka-shi,30292,27772,61077,54907,-10.10%
일본,Gumma-ken,Midori-shi,27375,25900,51899,49648,-4.34%
일본,Gumma-ken,Shinto-mura,8092,7947,14370,14216,-1.07%
일본,Gumma-ken,Yoshioka-machi,10204,11041,19801,21792,10.06%
일본,Gumma-ken,Ueno-mura,632,558,1306,1128,-13.63%
일본,Gumma-ken,Kanna-machi,984,656,2352,1645,-30.06%
일본,Gumma-ken,Shimonita-machi,4400,3351,8911,6576,-26.20%
일본,Gumma-ken,Nammoku-mura,942,655,2423,1611,-33.51%
일본,Gumma-ken,Kanra-machi,7512,6891,13618,12491,-8.28%
일본,Gumma-ken,Nakanojo-machi,9273,7947,18216,15386,-15.54%
일본,Gumma-ken,Naganohara-machi,3258,2877,6017,5095,-15.32%
일본,Gumma-ken,Tsumagoi-mura,5847,5174,10183,8850,-13.09%
일본,Gumma-ken,Kusatsu-machi,4321,3400,7160,6049,-15.52%
일본,Gumma-ken,Takayama-mura,2064,1750,3911,3511,-10.23%
일본,Gumma-ken,Higashiagatsuma-machi,8013,6856,15622,12728,-18.53%
일본,Gumma-ken,Katashina-mura,2746,2374,4904,3993,-18.58%
일본,Gumma-ken,Kawaba-mura,1821,1693,3898,3480,-10.72%
일본,Gumma-ken,Showa-mura,4542,4240,7620,6953,-8.75%
일본,Gumma-ken,Minakami-machi,11367,9370,21345,17195,-19.44%
일본,Gumma-ken,Tamamura-machi,19924,19357,37536,36054,-3.95%
일본,Gumma-ken,Itakura-machi,8781,7606,15706,14083,-10.33%
일본,Gumma-ken,Meiwa-machi,6018,5784,11209,10882,-2.92%
일본,Gumma-ken,Chiyoda-machi,6021,5683,11473,10861,-5.33%
일본,Gumma-ken,Oizumi-machi,22460,22484,40257,42089,4.55%
일본,Gumma-ken,Ora-machi,14177,13324,27023,25522,-5.55%
일본,Saitama-ken,Saitama-shi,621097,615596,1222434,1324025,8.31%
일본,Saitama-ken,Kawagoe-shi,171689,160561,342670,354571,3.47%
일본,Saitama-ken,Kumagaya-shi,104295,96306,203180,194415,-4.31%
일본,Saitama-ken,Kawaguchi-shi,303086,292600,561506,594274,5.84%
일본,Saitama-ken,Gyoda-shi,45540,39746,85786,78617,-8.36%
일본,Saitama-ken,Chichibu-shi,32710,29303,66955,59674,-10.87%
일본,Saitama-ken,Tokorozawa-shi,169720,156794,341924,342464,0.16%
일본,Saitama-ken,Hanno-shi,42237,38940,83549,80361,-3.82%
일본,Saitama-ken,Kazo-shi,62594,56924,115002,111623,-2.94%
일본,Saitama-ken,Honjo-shi,42562,39724,81889,78569,-4.05%
일본,Saitama-ken,Higashimatsuyama-shi,46460,43431,90099,91791,1.88%
일본,Saitama-ken,Kasukabe-shi,121093,109493,237171,229792,-3.11%
일본,Saitama-ken,Sayama-shi,80858,71397,155727,148699,-4.51%
일본,Saitama-ken,Hanyu-shi,29119,27277,56204,52862,-5.95%
일본,Saitama-ken,Konosu-shi,61955,58208,119639,116828,-2.35%
일본,Saitama-ken,Fukaya-shi,75456,72359,144618,141268,-2.32%
일본,Saitama-ken,Ageo-shi,115807,111781,223926,226940,1.35%
일본,Saitama-ken,Soka-shi,123307,114509,243855,248304,1.82%
일본,Saitama-ken,Koshigaya-shi,167527,164934,326313,341621,4.69%
일본,Saitama-ken,Warabi-shi,38317,36295,71502,74283,3.89%
일본,Saitama-ken,Toda-shi,66268,69930,123079,140899,14.48%
일본,Saitama-ken,Iruma-shi,77157,69911,149872,145651,-2.82%
일본,Saitama-ken,Asaka-shi,68176,68956,129691,141083,8.78%
일본,Saitama-ken,Shiki-shi,36345,35444,69611,75346,8.24%
일본,Saitama-ken,Wako-shi,44184,43376,80745,83989,4.02%
일본,Saitama-ken,Niiza-shi,83611,76325,158777,166017,4.56%
일본,Saitama-ken,Okegawa-shi,38149,37441,74711,74748,0.05%
일본,Saitama-ken,Kuki-shi,80081,73351,154310,150582,-2.42%
일본,Saitama-ken,Kitamoto-shi,35006,31824,68888,65201,-5.35%
일본,Saitama-ken,Yashio-shi,44040,46031,82977,93363,12.52%
일본,Saitama-ken,Fujimi-shi,55622,52750,106736,111859,4.80%
일본,Saitama-ken,Misato-shi,71846,68914,131415,142145,8.16%
일본,Saitama-ken,Hasuda-shi,31430,29348,63309,61499,-2.86%
일본,Saitama-ken,Sakado-shi,51387,45958,101700,100275,-1.40%
일본,Saitama-ken,Satte-shi,27983,24267,54012,50066,-7.31%
일본,Saitama-ken,Tsurugashima-shi,36818,32646,69990,70117,0.18%
