CNTRY,admin1,admin2,fdac10,fdac20,pop10,pop20,rate
일본,Saitama-ken,Satte-shi,300,223,54012,50066,-7.31%
일본,Saitama-ken,Tsurugashima-shi,318,255,69990,70117,0.18%
일본,Saitama-ken,Hidaka-shi,212,230,57473,54571,-5.05%
일본,Saitama-ken,Yoshikawa-shi,286,200,65298,71979,10.23%
일본,Saitama-ken,Fujimino-shi,488,376,105695,113597,7.48%
일본,Saitama-ken,Shiraoka-shi,368,288,50272,52214,3.86%
일본,Saitama-ken,Ina-machi,166,150,42494,44841,5.52%
일본,Saitama-ken,Miyoshi-machi,94,80,38706,38434,-0.70%
일본,Saitama-ken,Moroyama-machi,212,179,39054,35366,-9.44%
일본,Saitama-ken,Ogose-machi,52,40,12537,11029,-12.03%
일본,Saitama-ken,Namegawa-machi,78,67,17323,19732,13.91%
일본,Saitama-ken,Ranzan-machi,136,95,18887,17889,-5.28%
일본,Saitama-ken,Ogawa-machi,160,99,32913,28524,-13.34%
일본,Saitama-ken,Kawajima-machi,190,205,22147,19378,-12.50%
일본,Saitama-ken,Yoshimi-machi,295,251,21079,18192,-13.70%
일본,Saitama-ken,Hatoyama-machi,32,24,15305,13560,-11.40%
일본,Saitama-ken,Tokigawa-machi,50,53,12418,10540,-15.12%
일본,Saitama-ken,Yokoze-machi,42,35,9039,7979,-11.73%
일본,Saitama-ken,Minano-machi,69,65,10888,9302,-14.57%
일본,Saitama-ken,Nagatoro-machi,85,78,7908,6807,-13.92%
일본,Saitama-ken,Ogano-machi,128,122,13436,10928,-18.67%
일본,Saitama-ken,Higashichichibu-mura,11,11,3348,2709,-19.09%
일본,Saitama-ken,Misato-machi,54,37,11605,11039,-4.88%
일본,Saitama-ken,Kamikawa-machi,59,48,14470,13359,-7.68%
일본,Saitama-ken,Kamisato-machi,261,226,30998,30343,-2.11%
일본,Saitama-ken,Yorii-machi,146,133,35774,32374,-9.50%
일본,Saitama-ken,Miyashiro-machi,173,156,33641,34147,1.50%
일본,Saitama-ken,Sugito-machi,157,128,46923,43845,-6.56%
일본,Saitama-ken,Matsubushi-machi,63,56,31153,28266,-9.27%
일본,Chiba-ken,Chiba-shi,4026,3044,961749,974951,1.37%
일본,Chiba-ken,Choshi-shi,694,425,70210,58431,-16.78%
일본,Chiba-ken,Ichikawa-shi,1752,1197,473919,496676,4.80%
일본,Chiba-ken,Funabashi-shi,2284,1897,609040,642907,5.56%
일본,Chiba-ken,Tateyama-shi,1858,1359,49290,45153,-8.39%
일본,Chiba-ken,Kisarazu-shi,870,798,129312,136166,5.30%
일본,Chiba-ken,Matsudo-shi,2237,1934,484457,498232,2.84%
일본,Chiba-ken,Noda-shi,3684,2725,155491,152638,-1.83%
일본,Chiba-ken,Mobara-shi,987,780,93015,86782,-6.70%
일본,Chiba-ken,Narita-shi,1277,1129,128933,132906,3.08%
일본,Chiba-ken,Sakura-shi,1242,1130,172183,168743,-2.00%
일본,Chiba-ken,Togane-shi,662,647,61751,58219,-5.72%
일본,Chiba-ken,Asahi-shi,799,823,69058,63745,-7.69%
일본,Chiba-ken,Narashino-shi,549,491,164530,176197,7.09%
일본,Chiba-ken,Kashiwa-shi,1954,1788,404012,426468,5.56%
일본,Chiba-ken,Katsuura-shi,436,440,20788,16927,-18.57%
일본,Chiba-ken,Ichihara-shi,3441,2232,280416,269524,-3.88%
일본,Chiba-ken,Nagareyama-shi,460,460,163984,199849,21.87%
일본,Chiba-ken,Yachiyo-shi,850,754,189781,199498,5.12%
일본,Chiba-ken,Abiko-shi,553,430,134017,130510,-2.62%
일본,Chiba-ken,Kamogawa-shi,1469,1478,35766,32116,-10.21%
일본,Chiba-ken,Kamagaya-shi,382,328,107853,109932,1.93%
일본,Chiba-ken,Kimitsu-shi,724,596,89168,82206,-7.81%
일본,Chiba-ken,Futtsu-shi,383,294,48073,42465,-11.67%
일본,Chiba-ken,Urayasu-shi,574,492,164877,171362,3.93%
일본,Chiba-ken,Yotsukaido-shi,382,342,86726,93576,7.90%
일본,Chiba-ken,Sodegaura-shi,290,280,60355,63883,5.85%
일본,Chiba-ken,Yachimata-shi,829,708,73212,67455,-7.86%
일본,Chiba-ken,Inzai-shi,391,516,88176,102609,16.37%
일본,Chiba-ken,Shiroi-shi,267,225,60345,62441,3.47%
일본,Chiba-ken,Tomisato-shi,264,219,51087,49735,-2.65%
일본,Chiba-ken,Minamiboso-shi,534,385,42104,35831,-14.90%
일본,Chiba-ken,Sosa-shi,303,210,39814,35040,-11.99%
일본,Chiba-ken,Katori-shi,864,680,82866,72356,-12.68%
일본,Chiba-ken,Sammu-shi,379,291,56089,48444,-13.63%
일본,Chiba-ken,Isumi-shi,339,301,40962,35544,-13.23%
일본,Chiba-ken,Oamishirasato-shi,353,387,50113,48129,-3.96%
일본,Chiba-ken,Shisui-machi,121,123,21234,20745,-2.30%
일본,Chiba-ken,Sakae-machi,74,59,22580,20127,-10.86%
일본,Chiba-ken,Kozaki-machi,33,26,6454,5816,-9.89%
일본,Chiba-ken,Tako-machi,134,110,16002,13735,-14.17%
일본,Chiba-ken,Tonosho-machi,50,50,15154,13228,-12.71%
일본,Chiba-ken,Kujukuri-machi,355,302,18004,14639,-18.69%
일본,Chiba-ken,Shibayama-machi,46,85,7920,7033,-11.20%
일본,Chiba-ken,Yokoshibahikari-machi,170,136,24675,22075,-10.54%
일본,Chiba-ken,Ichinomiya-machi,155,164,12034,11897,-1.14%
일본,Chiba-ken,Mutsuzawa-machi,23,17,7340,6760,-7.90%
일본,Chiba-ken,Chosei-mura,1430,1310,14752,13803,-6.43%
일본,Chiba-ken,Shirako-machi,201,184,12151,10305,-15.19%
일본,Chiba-ken,Nagara-machi,34,30,8035,6721,-16.35%
일본,Chiba-ken,Chonan-machi,35,36,9073,7198,-20.67%
일본,Chiba-ken,Otaki-machi,180,229,10671,8885,-16.74%
일본,Chiba-ken,Onjuku-machi,327,517,7738,6874,-11.17%
일본,Chiba-ken,Kyonan-machi,199,200,8950,6993,-21.87%
일본,Tokyo-to,Chiyoda-ku,4030,3354,47115,66680,41.53%
일본,Tokyo-to,Chuo-ku,5778,4497,122762,169179,37.81%
일본,Tokyo-to,Minato-ku,6237,5102,205131,260486,26.99%
일본,Tokyo-to,Shinjuku-ku,6207,5367,326309,349385,7.07%
일본,Tokyo-to,Bunkyo-ku,1705,1487,206626,240069,16.19%
일본,Tokyo-to,Taito-ku,3574,3117,175928,211444,20.19%
일본,Tokyo-to,Sumida-ku,1939,1806,247606,272085,9.89%
일본,Tokyo-to,Koto-ku,2431,2206,460819,524310,13.78%
일본,Tokyo-to,Shinagawa-ku,2910,2544,365302,422488,15.65%
일본,Tokyo-to,Meguro-ku,1627,1561,268330,288088,7.36%
일본,Tokyo-to,Ota-ku,3907,3223,693373,748081,7.89%
일본,Tokyo-to,Setagaya-ku,3452,3292,877138,943664,7.58%
일본,Tokyo-to,Shibuya-ku,3506,4343,204492,243883,19.26%
일본,Tokyo-to,Nakano-ku,1802,1525,314750,344880,9.57%
일본,Tokyo-to,Suginami-ku,3080,2663,549569,591108,7.56%
일본,Tokyo-to,Toshima-ku,2846,2563,284678,301599,5.94%
일본,Tokyo-to,Kita-ku,1984,1487,335544,355213,5.86%
일본,Tokyo-to,Arakawa-ku,1191,939,203296,217475,6.97%
일본,Tokyo-to,Itabashi-ku,2519,1964,535824,584483,9.08%
일본,Tokyo-to,Nerima-ku,2250,2031,716124,752608,5.09%
일본,Tokyo-to,Adachi-ku,3112,2429,683426,695043,1.70%
일본,Tokyo-to,Katsushika-ku,2176,1797,442586,453093,2.37%
일본,Tokyo-to,Edogawa-ku,2540,1872,678967,697932,2.79%
일본,Tokyo-to,Hachioji-shi,2522,2040,580053,579355,-0.12%
일본,Tokyo-to,Tachikawa-shi,1161,960,179668,183581,2.18%
일본,Tokyo-to,Musashino-shi,1334,1160,138734,150149,8.23%
일본,Tokyo-to,Mitaka-shi,611,502,186083,195391,5.00%
일본,Tokyo-to,Ome-shi,586,489,139339,133535,-4.17%
일본,Tokyo-to,Fuchu-shi,1038,835,255506,262790,2.85%
일본,Tokyo-to,Akishima-shi,557,453,112297,113949,1.47%
일본,Tokyo-to,Chofu-shi,968,846,223593,242614,8.51%
일본,Tokyo-to,Machida-shi,1593,1268,426987,431079,0.96%
일본,Tokyo-to,Koganei-shi,413,370,118852,126074,6.08%
일본,Tokyo-to,Kodaira-shi,613,490,187035,198739,6.26%
일본,Tokyo-to,Hino-shi,666,627,180052,190435,5.77%
일본,Tokyo-to,Higashimurayama-shi,554,468,153557,151815,-1.13%
일본,Tokyo-to,Kokubunji-shi,592,482,120650,129242,7.12%
일본,Tokyo-to,Kunitachi-shi,396,311,75510,77130,2.15%
일본,Tokyo-to,Fussa-shi,592,352,59796,56414,-5.66%
일본,Tokyo-to,Komae-shi,243,205,78751,84772,7.65%
일본,Tokyo-to,Higashiyamato-shi,351,271,83068,83901,1.00%
일본,Tokyo-to,Kiyose-shi,251,212,74104,76208,2.84%
일본,Tokyo-to,Higashikurume-shi,307,297,116546,115271,-1.09%
일본,Tokyo-to,Musashimurayama-shi,262,207,70053,70829,1.11%
일본,Tokyo-to,Tama-shi,491,402,147648,146951,-0.47%
일본,Tokyo-to,Inagi-shi,377,329,84835,93151,9.80%
일본,Tokyo-to,Hamura-shi,395,316,57032,54326,-4.74%
일본,Tokyo-to,Akiruno-shi,509,389,80868,79292,-1.95%
일본,Tokyo-to,Nishitokyo-shi,723,534,196511,207388,5.54%
일본,Tokyo-to,Mizuho-machi,251,261,33497,31765,-5.17%
일본,Tokyo-to,Hinode-machi,56,68,16650,16958,1.85%
일본,Tokyo-to,Hinohara-mura,26,36,2558,2003,-21.70%
일본,Tokyo-to,Okutama-machi,159,122,6045,4750,-21.42%
일본,Tokyo-to,Oshima-machi,162,127,8461,7102,-16.06%
일본,Tokyo-to,Toshima-mura,11,8,341,327,-4.11%
일본,Tokyo-to,Niijima-mura,754,633,2883,2441,-15.33%
일본,Tokyo-to,Kouzushima-mura,67,4,1889,1855,-1.80%
일본,Tokyo-to,Miyake-mura,43,74,2676,2273,-15.06%
일본,Tokyo-to,Mikurajima-mura,9,8,348,323,-7.18%
일본,Tokyo-to,Hachijo-machi,285,715,8231,7042,-14.45%
일본,Tokyo-to,Aogashima-mura,7,7,201,169,-15.92%
일본,Tokyo-to,Ogasawara-mura,3886,3860,2785,2929,5.17%
일본,Kanagawa-ken,Yokohama-shi,14942,13042,3688773,3777491,2.41%
일본,Kanagawa-ken,Kawasaki-shi,6410,5166,1425512,1538262,7.91%
일본,Kanagawa-ken,Sagamihara-shi,2901,2338,717544,725493,1.11%
일본,Kanagawa-ken,Yokosuka-shi,2111,1539,418325,388078,-7.23%
일본,Kanagawa-ken,Hiratsuka-shi,1397,1035,260780,258422,-0.90%
일본,Kanagawa-ken,Kamakura-shi,1349,1253,174314,172710,-0.92%
일본,Kanagawa-ken,Fujisawa-shi,2273,1991,409657,436905,6.65%
일본,Kanagawa-ken,Odawara-shi,1552,1417,198327,188856,-4.78%
일본,Kanagawa-ken,Chigasaki-shi,1028,945,235081,242389,3.11%
일본,Kanagawa-ken,Zushi-shi,215,213,58302,57060,-2.13%
일본,Kanagawa-ken,Miura-shi,329,296,48352,42069,-12.99%
일본,Kanagawa-ken,Hadano-shi,1057,900,170145,162439,-4.53%
일본,Kanagawa-ken,Atsugi-shi,1594,1256,224420,223705,-0.32%
일본,Kanagawa-ken,Yamato-shi,1154,944,228186,239169,4.81%
일본,Kanagawa-ken,Isehara-shi,601,490,101039,101780,0.73%
일본,Kanagawa-ken,Ebina-shi,568,510,127707,136516,6.90%
일본,Kanagawa-ken,Zama-shi,382,340,129436,132325,2.23%
일본,Kanagawa-ken,Minamiashigara-shi,395,309,44020,40841,-7.22%
일본,Kanagawa-ken,Ayase-shi,240,181,83167,83913,0.90%
일본,Kanagawa-ken,Hayama-machi,142,133,32766,31665,-3.36%
일본,Kanagawa-ken,Samukawa-machi,538,204,47672,48348,1.42%
일본,Kanagawa-ken,Oiso-machi,128,116,33032,31634,-4.23%
일본,Kanagawa-ken,Ninomiya-machi,157,146,29522,27564,-6.63%
일본,Kanagawa-ken,Nakai-machi,223,150,10010,9300,-7.09%
일본,Kanagawa-ken,Oi-machi,77,73,17972,17129,-4.69%
일본,Kanagawa-ken,Matsuda-machi,533,469,11676,10836,-7.19%
일본,Kanagawa-ken,Yamakita-machi,79,87,11764,9761,-17.03%
일본,Kanagawa-ken,Kaisei-machi,187,164,16369,18329,11.97%
일본,Kanagawa-ken,Hakone-machi,807,690,13853,11293,-18.48%
일본,Kanagawa-ken,Manazuru-machi,444,492,8212,6722,-18.14%
일본,Kanagawa-ken,Yugawara-machi,392,283,26848,23426,-12.75%
일본,Kanagawa-ken,Aikawa-machi,211,253,42089,39869,-5.27%
일본,Kanagawa-ken,Kiyokawa-mura,22,19,3459,3038,-12.17%
일본,Niigata-ken,Niigata-shi,5158,4292,811901,789275,-2.79%
일본,Niigata-ken,Nagaoka-shi,1738,1657,282674,266936,-5.57%
일본,Niigata-ken,Sanjo-shi,633,564,102292,94642,-7.48%
일본,Niigata-ken,Kashiwazaki-shi,604,483,91451,81526,-10.85%
일본,Niigata-ken,Shibata-shi,580,529,101202,94927,-6.20%
일본,Niigata-ken,Ojiya-shi,251,189,38600,34096,-11.67%
일본,Niigata-ken,Kamo-shi,141,114,29762,25441,-14.52%
일본,Niigata-ken,Tokamachi-shi,650,414,58911,49820,-15.43%
일본,Niigata-ken,Mitsuke-shi,247,210,41862,39237,-6.27%
일본,Niigata-ken,Murakami-shi,393,360,66427,57418,-13.56%
일본,Niigata-ken,Tsubame-shi,701,690,81876,77201,-5.71%
일본,Niigata-ken,Itoigawa-shi,342,497,47702,40765,-14.54%
일본,Niigata-ken,Myoko-shi,796,567,35457,30383,-14.31%
일본,Niigata-ken,Gosen-shi,234,208,54550,47625,-12.69%
일본,Niigata-ken,Joetsu-shi,1331,1141,203899,188047,-7.77%
일본,Niigata-ken,Agano-shi,289,263,45560,40696,-10.68%
일본,Niigata-ken,Sado-shi,718,1021,62727,51492,-17.91%
일본,Niigata-ken,Uonuma-shi,437,457,40361,34483,-14.56%
일본,Niigata-ken,Minamiuonuma-shi,936,783,61624,54851,-10.99%
일본,Niigata-ken,Tainai-shi,139,163,31424,28509,-9.28%
일본,Niigata-ken,Seiro-machi,100,80,13724,14259,3.90%
일본,Niigata-ken,Yahiko-mura,79,107,8582,7705,-10.22%
일본,Niigata-ken,Tagami-machi,139,104,12791,11227,-12.23%
일본,Niigata-ken,Aga-machi,75,60,13303,9965,-25.09%
일본,Niigata-ken,Izumozaki-machi,27,19,4907,4113,-16.18%
일본,Niigata-ken,Yuzawa-machi,496,406,8396,7767,-7.49%
일본,Niigata-ken,Tsunan-machi,65,52,10881,8989,-17.39%
일본,Niigata-ken,Kariwa-mura,19,22,4800,4380,-8.75%
일본,Niigata-ken,Sekikawa-mura,64,42,6438,5144,-20.10%
일본,Niigata-ken,Awashimaura-mura,41,35,366,353,-3.55%
일본,Toyama-ken,Toyama-shi,3225,2984,421953,413938,-1.90%
일본,Toyama-ken,Takaoka-shi,1290,1161,176061,166393,-5.49%
일본,Toyama-ken,Uozu-shi,479,390,44959,40535,-9.84%
일본,Toyama-ken,Himi-shi,388,289,51726,43950,-15.03%
일본,Toyama-ken,Namerikawa-shi,156,155,33676,32349,-3.94%
일본,Toyama-ken,Kurobe-shi,875,805,41852,39638,-5.29%
일본,Toyama-ken,Tonami-shi,311,326,49410,48154,-2.54%
일본,Toyama-ken,Oyabe-shi,168,233,32067,28983,-9.62%
일본,Toyama-ken,Nanto-shi,593,621,54724,47937,-12.40%
일본,Toyama-ken,Imizu-shi,620,524,93588,90742,-3.04%
일본,Toyama-ken,Funahashi-mura,3,4,2967,3132,5.56%
일본,Toyama-ken,Kamiichi-machi,114,131,21965,19351,-11.90%
일본,Toyama-ken,Tateyama-machi,172,144,27466,24792,-9.74%
일본,Toyama-ken,Nyuzen-machi,254,164,27182,23839,-12.30%
일본,Toyama-ken,Asahi-machi,247,230,13651,11081,-18.83%
일본,Ishikawa-ken,Kanazawa-shi,3595,3204,462361,463254,0.19%
일본,Ishikawa-ken,Nanao-shi,644,549,57900,50300,-13.13%
일본,Ishikawa-ken,Komatsu-shi,875,684,108433,106216,-2.04%
일본,Ishikawa-ken,Wajima-shi,275,250,29858,24608,-17.58%
일본,Ishikawa-ken,Suzu-shi,154,113,16300,12929,-20.68%
일본,Ishikawa-ken,Kaga-shi,831,749,71887,63220,-12.06%
일본,Ishikawa-ken,Hakui-shi,164,117,23032,20407,-11.40%
일본,Ishikawa-ken,Kahoku-shi,327,335,34651,34889,0.69%
일본,Ishikawa-ken,Hakusan-shi,526,452,110459,110408,-0.05%
일본,Ishikawa-ken,Nomi-shi,173,147,48680,48523,-0.32%
일본,Ishikawa-ken,Nonoichi-shi,334,331,51885,57238,10.32%
일본,Ishikawa-ken,Kawakita-machi,13,10,6147,6135,-0.20%
일본,Ishikawa-ken,Tsubata-machi,211,162,36940,36957,0.05%
일본,Ishikawa-ken,Uchinada-machi,88,78,26927,26574,-1.31%
일본,Ishikawa-ken,Shika-machi,165,140,22216,18630,-16.14%
일본,Ishikawa-ken,Hodatsushimizu-cho,61,53,14277,12121,-15.10%
일본,Ishikawa-ken,Nakanoto-machi,107,78,18535,16540,-10.76%
일본,Ishikawa-ken,Anamizu-machi,77,74,9735,7890,-18.95%
일본,Ishikawa-ken,Noto-cho,240,284,19565,15687,-19.82%
일본,Fukui-ken,Fukui-shi,2195,1979,266796,262328,-1.67%
일본,Fukui-ken,Tsuruga-shi,845,1203,67760,64264,-5.16%
일본,Fukui-ken,Obama-shi,270,239,31340,28991,-7.50%
일본,Fukui-ken,Ono-shi,257,246,35291,31286,-11.35%
일본,Fukui-ken,Katsuyama-shi,163,158,25466,22150,-13.02%
일본,Fukui-ken,Sabae-shi,354,335,67450,68302,1.26%
일본,Fukui-ken,Awara-shi,276,211,29989,27524,-8.22%
일본,Fukui-ken,Echizen-shi,533,458,85614,80611,-5.84%
일본,Fukui-ken,Sakai-shi,588,487,91900,88481,-3.72%
일본,Fukui-ken,Eiheiji-cho,89,84,20647,18965,-8.15%
일본,Fukui-ken,Ikeda-cho,17,16,3046,2423,-20.45%
일본,Fukui-ken,Minamiechizen-cho,74,66,11551,10002,-13.41%
일본,Fukui-ken,Echizen-cho,204,175,23160,20118,-13.13%
일본,Fukui-ken,Mihama-cho,140,105,10563,9179,-13.10%
일본,Fukui-ken,Takahama-cho,203,163,11062,10326,-6.65%
일본,Fukui-ken,Ohi-cho,217,190,8580,7910,-7.81%
일본,Fukui-ken,Wakasa-cho,253,213,16099,14003,-13.02%
일본,Yamanashi-ken,Kofu-shi,1662,1370,198992,189591,-4.72%
일본,Yamanashi-ken,Fujiyoshida-shi,1295,847,50619,46530,-8.08%
일본,Yamanashi-ken,Tsuru-shi,289,226,33588,31016,-7.66%
일본,Yamanashi-ken,Yamanashi-shi,782,857,36832,33435,-9.22%
일본,Yamanashi-ken,Otsuki-shi,151,133,28120,22512,-19.94%
일본,Yamanashi-ken,Nirasaki-shi,145,163,32477,29067,-10.50%
일본,Yamanashi-ken,Minamiarupusu-shi,391,314,72635,69459,-4.37%
일본,Yamanashi-ken,Hokuto-shi,967,912,46968,44053,-6.21%
일본,Yamanashi-ken,Kai-shi,518,386,73807,75313,2.04%
일본,Yamanashi-ken,Fuefuki-shi,527,433,70529,66947,-5.08%
일본,Yamanashi-ken,Uenohara-shi,112,95,27114,22669,-16.39%
일본,Yamanashi-ken,Koshu-shi,278,175,33927,29237,-13.82%
일본,Yamanashi-ken,Chuo-shi,143,112,31322,31216,-0.34%
일본,Yamanashi-ken,Ichikawamisato-cho,160,219,17111,14700,-14.09%
일본,Yamanashi-ken,Hayakawa-cho,21,24,1246,1098,-11.88%
일본,Yamanashi-ken,Minobu-cho,128,81,14462,10663,-26.27%
일본,Yamanashi-ken,Nambu-cho,45,35,9011,7156,-20.59%
일본,Yamanashi-ken,Fujikawa-cho,126,86,16307,14219,-12.80%
일본,Yamanashi-ken,Showa-cho,248,252,17653,20909,18.44%
일본,Yamanashi-ken,Doshi-mura,63,49,1919,1607,-16.26%
일본,Yamanashi-ken,Nishikatsura-cho,48,34,4541,4041,-11.01%
일본,Yamanashi-ken,Oshino-mura,78,66,8635,9237,6.97%
일본,Yamanashi-ken,Yamanakako-mura,243,229,5324,5179,-2.72%
일본,Yamanashi-ken,Narusawa-mura,17,27,2964,2824,-4.72%
일본,Yamanashi-ken,Fujikawaguchiko-machi,774,794,25471,26082,2.40%
일본,Yamanashi-ken,Kosuge-mura,15,12,816,684,-16.18%
일본,Yamanashi-ken,Tabayama-mura,15,14,685,530,-22.63%
일본,Nagano-ken,Nagano-shi,2465,2062,381511,372760,-2.29%
일본,Nagano-ken,Matsumoto-shi,2189,1999,243037,241145,-0.78%
일본,Nagano-ken,Ueda-shi,1053,844,159597,154055,-3.47%
일본,Nagano-ken,Okaya-shi,244,190,52841,47790,-9.56%
일본,Nagano-ken,Iida-shi,877,749,105335,98164,-6.81%
일본,Nagano-ken,Suwa-shi,602,589,51200,48729,-4.83%
일본,Nagano-ken,Suzaka-shi,369,287,52168,49559,-5.00%
일본,Nagano-ken,Komoro-shi,407,339,43997,40991,-6.83%
일본,Nagano-ken,Ina-shi,610,517,71093,66125,-6.99%
일본,Nagano-ken,Komagane-shi,389,339,33693,32202,-4.43%
일본,Nagano-ken,Nakano-shi,255,195,45638,42338,-7.23%
일본,Nagano-ken,Omachi-shi,288,185,29801,26029,-12.66%
일본,Nagano-ken,Iiyama-shi,296,164,23545,19539,-17.01%
일본,Nagano-ken,Chino-shi,628,598,56391,56400,0.02%
일본,Nagano-ken,Shiojiri-shi,438,441,67670,67241,-0.63%
일본,Nagano-ken,Saku-shi,879,653,100552,98199,-2.34%
일본,Nagano-ken,Chikuma-shi,432,297,62068,58852,-5.18%
일본,Nagano-ken,Tomi-shi,148,134,30696,30122,-1.87%
일본,Nagano-ken,Azumino-shi,512,464,96479,94222,-2.34%
일본,Nagano-ken,Koumi-machi,53,38,5180,4353,-15.97%
일본,Nagano-ken,Kawakami-mura,21,21,4972,4344,-12.63%
일본,Nagano-ken,Minamimaki-mura,38,36,3528,3242,-8.11%
일본,Nagano-ken,Minamiaiki-mura,7,5,1121,962,-14.18%
일본,Nagano-ken,Kitaaiki-mura,1,1,842,752,-10.69%
일본,Nagano-ken,Sakuho-machi,59,49,12069,10218,-15.34%
일본,Nagano-ken,Karuizawa-machi,1406,627,19018,19188,0.89%
일본,Nagano-ken,Miyota-machi,93,94,14738,15555,5.54%
일본,Nagano-ken,Tateshina-machi,95,78,7707,6612,-14.21%
일본,Nagano-ken,Aoki-mura,23,19,4609,4121,-10.59%
일본,Nagano-ken,Nagawa-machi,108,82,6780,5600,-17.40%
일본,Nagano-ken,Shimosuwa-machi,165,144,21532,19155,-11.04%
일본,Nagano-ken,Fujimi-machi,152,144,15338,14084,-8.18%
일본,Nagano-ken,Hara-mura,101,97,7573,7680,1.41%
일본,Nagano-ken,Tatsuno-machi,104,93,20909,18555,-11.26%
일본,Nagano-ken,Minowa-machi,111,96,26214,24989,-4.67%
일본,Nagano-ken,Iijima-machi,51,50,9902,9004,-9.07%
일본,Nagano-ken,Minamiminowa-mura,37,70,14543,15797,8.62%
일본,Nagano-ken,Nakagawa-mura,17,19,5074,4651,-8.34%
일본,Nagano-ken,Miyada-mura,66,37,8974,8569,-4.51%
일본,Nagano-ken,Matsukawa-machi,53,56,13676,12530,-8.38%
일본,Nagano-ken,Takamori-machi,59,50,13216,12811,-3.06%
일본,Nagano-ken,Anan-cho,27,30,5455,4299,-21.19%
일본,Nagano-ken,Achi-mura,98,96,7036,6068,-13.76%
일본,Nagano-ken,Hiraya-mura,12,10,563,387,-31.26%
일본,Nagano-ken,Neba-mura,9,6,1129,852,-24.53%
일본,Nagano-ken,Shimojo-mura,16,12,4200,3545,-15.60%
일본,Nagano-ken,Urugi-mura,15,9,656,548,-16.46%
일본,Nagano-ken,Tenryu-mura,7,10,1657,1178,-28.91%
일본,Nagano-ken,Yasuoka-mura,8,7,1910,1542,-19.27%
일본,Nagano-ken,Takagi-mura,23,20,6692,5973,-10.74%
일본,Nagano-ken,Toyooka-mura,13,19,6819,6426,-5.76%
일본,Nagano-ken,Oshika-mura,27,20,1160,1023,-11.81%
일본,Nagano-ken,Agematsu-machi,121,83,5245,4131,-21.24%
일본,Nagano-ken,Nagiso-machi,55,44,4810,3915,-18.61%
일본,Nagano-ken,Kiso-mura,35,29,3134,2692,-14.10%
일본,Nagano-ken,Otaki-mura,31,22,965,715,-25.91%
일본,Nagano-ken,Okuwa-mura,35,27,4145,3439,-17.03%
일본,Nagano-ken,Kiso-machi,199,161,12743,10584,-16.94%
일본,Nagano-ken,Omi-mura,11,20,2970,2593,-12.69%
일본,Nagano-ken,Ikusaka-mura,7,8,1953,1639,-16.08%
일본,Nagano-ken,Yamagata-mura,61,33,8425,8400,-0.30%
일본,Nagano-ken,Asahi-mura,11,11,4741,4279,-9.74%
일본,Nagano-ken,Chikuhoku-mura,13,14,5172,4149,-19.78%
일본,Nagano-ken,Ikeda-machi,39,33,10329,9382,-9.17%
일본,Nagano-ken,Matsukawa-mura,37,40,10093,9599,-4.89%
일본,Nagano-ken,Hakuba-mura,671,594,9205,8575,-6.84%
일본,Nagano-ken,Otari-mura,181,150,3221,2647,-17.82%
일본,Nagano-ken,Sakaki-machi,50,49,15730,14004,-10.97%
일본,Nagano-ken,Obuse-machi,108,95,11072,10660,-3.72%
일본,Nagano-ken,Takayama-mura,40,31,7563,6617,-12.51%
일본,Nagano-ken,Yamanouchi-machi,343,255,13678,11352,-17.01%
일본,Nagano-ken,Kijimadaira-mura,53,44,4939,4375,-11.42%
일본,Nagano-ken,Nozawaonsen-mura,631,502,3853,3279,-14.90%
일본,Nagano-ken,Shinano-machi,130,96,9238,7739,-16.23%
일본,Nagano-ken,Ogawa-mura,8,9,3041,2215,-27.16%
일본,Nagano-ken,Iizuna-machi,45,39,11865,10296,-13.22%
일본,Nagano-ken,Sakae-mura,30,13,2215,1660,-25.06%
일본,Gifu-ken,Gifu-shi,3298,2624,413136,402557,-2.56%
일본,Gifu-ken,Ogaki-shi,1011,773,161160,158286,-1.78%
일본,Gifu-ken,Takayama-shi,1206,1106,92747,84419,-8.98%
일본,Gifu-ken,Tajimi-shi,616,401,112595,106732,-5.21%
일본,Gifu-ken,Seki-shi,536,451,91418,85283,-6.71%
일본,Gifu-ken,Nakatsugawa-shi,864,659,80910,76570,-5.36%
일본,Gifu-ken,Mino-shi,142,74,22629,19247,-14.95%
일본,Gifu-ken,Mizunami-shi,309,283,40387,37150,-8.01%
일본,Gifu-ken,Hashima-shi,410,385,67197,65649,-2.30%
일본,Gifu-ken,Ena-shi,379,358,53718,47774,-11.07%
일본,Gifu-ken,Minokamo-shi,716,573,54729,56689,3.58%
일본,Gifu-ken,Toki-shi,439,334,60475,55348,-8.48%
일본,Gifu-ken,Kakamigahara-shi,835,703,145604,144521,-0.74%
일본,Gifu-ken,Kani-shi,603,507,97436,99968,2.60%
일본,Gifu-ken,Yamagata-shi,103,89,29629,25280,-14.68%
일본,Gifu-ken,Mizuho-shi,218,176,51950,56388,8.54%
일본,Gifu-ken,Hida-shi,238,213,26732,22538,-15.69%
일본,Gifu-ken,Motosu-shi,189,191,35047,32928,-6.05%
일본,Gifu-ken,Gujo-shi,507,448,44491,38997,-12.35%
일본,Gifu-ken,Gero-shi,374,317,36314,30428,-16.21%
일본,Gifu-ken,Kaizu-shi,189,151,37941,32735,-13.72%
일본,Gifu-ken,Ginan-cho,124,116,23804,25881,8.73%
