CNTRY,admin1,admin2,fdac10,fdac20,pop10,pop20,rate
일본,Hokkaido,Ikeda-cho,52,38,7527,6294,-16.38%
일본,Hokkaido,Toyokoro-cho,15,12,3394,3022,-10.96%
일본,Hokkaido,Hombetsu-cho,53,34,8275,6618,-20.02%
일본,Hokkaido,Ashoro-cho,61,44,7630,6563,-13.98%
일본,Hokkaido,Rikubetsu-cho,31,38,2650,2264,-14.57%
일본,Hokkaido,Urahoro-cho,38,30,5460,4387,-19.65%
일본,Hokkaido,Kushiro-cho,102,99,20526,19105,-6.92%
일본,Hokkaido,Akkeshi-cho,67,49,10630,8892,-16.35%
일본,Hokkaido,Hamanaka-cho,40,31,6511,5507,-15.42%
일본,Hokkaido,Shibecha-cho,78,86,8285,7230,-12.73%
일본,Hokkaido,Teshikaga-cho,162,139,8278,6955,-15.98%
일본,Hokkaido,Tsurui-mura,53,68,2627,2558,-2.63%
일본,Hokkaido,Shiranuka-cho,62,40,9294,7289,-21.57%
일본,Hokkaido,Betsukai-cho,91,70,15855,14380,-9.30%
일본,Hokkaido,Nakashibetsu-cho,231,198,23982,23010,-4.05%
일본,Hokkaido,Shibetsu-cho,47,37,5646,5023,-11.03%
일본,Hokkaido,Rausu-cho,64,41,5885,4722,-19.76%
일본,Aomori-ken,Aomori-shi,2139,1811,299520,275192,-8.12%
일본,Aomori-ken,Hirosaki-shi,1289,1059,183473,168466,-8.18%
일본,Aomori-ken,Hachinohe-shi,1803,1486,237615,223415,-5.98%
일본,Aomori-ken,Kuroishi-shi,225,200,36132,31946,-11.59%
일본,Aomori-ken,Goshogawara-shi,476,410,58421,51415,-11.99%
일본,Aomori-ken,Towada-shi,524,402,66110,60378,-8.67%
일본,Aomori-ken,Misawa-shi,396,346,41258,39152,-5.10%
일본,Aomori-ken,Mutsu-shi,858,617,61066,54103,-11.40%
일본,Aomori-ken,Tsugaru-shi,114,90,37243,30934,-16.94%
일본,Aomori-ken,Hirakawa-shi,144,187,33764,30567,-9.47%
일본,Aomori-ken,Hiranai-machi,51,42,12361,10126,-18.08%
일본,Aomori-ken,Imabetsu-machi,18,16,3217,2334,-27.45%
일본,Aomori-ken,Yomogita-mura,8,5,3271,2540,-22.35%
일본,Aomori-ken,Sotogahama-machi,33,28,7089,5401,-23.81%
일본,Aomori-ken,Ajigasawa-machi,73,50,11449,9044,-21.01%
일본,Aomori-ken,Fukaura-machi,221,169,9691,7346,-24.20%
일본,Aomori-ken,Nishimeya-mura,12,9,1594,1265,-20.64%
일본,Aomori-ken,Fujisaki-machi,48,42,16021,14573,-9.04%
일본,Aomori-ken,Owani-machi,57,41,10978,8665,-21.07%
일본,Aomori-ken,Inakadate-mura,22,24,8153,7326,-10.14%
일본,Aomori-ken,Itayanagi-machi,135,85,15227,12700,-16.60%
일본,Aomori-ken,Tsuruta-machi,55,40,14270,12074,-15.39%
일본,Aomori-ken,Nakadomari-machi,67,46,12743,9657,-24.22%
일본,Aomori-ken,Noheji-machi,148,170,14314,12374,-13.55%
일본,Aomori-ken,Shichinohe-machi,89,73,16759,14556,-13.15%
일본,Aomori-ken,Rokunohe-machi,29,25,10241,10447,2.01%
일본,Aomori-ken,Yokohama-machi,26,24,4881,4229,-13.36%
일본,Aomori-ken,Tohoku-machi,109,91,19106,16428,-14.02%
일본,Aomori-ken,Rokkasho-mura,78,62,11095,10367,-6.56%
일본,Aomori-ken,Oirase-cho,109,100,24211,24273,0.26%
일본,Aomori-ken,Oma-machi,107,104,6340,4718,-25.58%
일본,Aomori-ken,Higashidori-mura,100,97,7252,5955,-17.88%
일본,Aomori-ken,Kazamaura-mura,30,29,2463,1636,-33.58%
일본,Aomori-ken,Sai-mura,763,606,2422,1788,-26.18%
일본,Aomori-ken,Sannohe-machi,38,34,11299,9082,-19.62%
일본,Aomori-ken,Gonohe-machi,54,46,18712,16042,-14.27%
일본,Aomori-ken,Takko-machi,94,52,6175,4968,-19.55%
일본,Aomori-ken,Nambu-cho,41,28,19853,16809,-15.33%
일본,Aomori-ken,Hashikami-cho,51,50,14699,13496,-8.18%
일본,Aomori-ken,Shingo-mura,8,5,2851,2197,-22.94%
일본,Iwate-ken,Morioka-shi,1987,1662,298348,289731,-2.89%
일본,Iwate-ken,Miyako-shi,332,300,59430,50369,-15.25%
일본,Iwate-ken,Ofunato-shi,367,377,40737,34728,-14.75%
일본,Iwate-ken,Hanamaki-shi,812,643,101438,93193,-8.13%
일본,Iwate-ken,Kitakami-shi,770,595,93138,93045,-0.10%
일본,Iwate-ken,Kuji-shi,250,213,36872,33043,-10.38%
일본,Iwate-ken,Tono-shi,165,122,29331,25366,-13.52%
일본,Iwate-ken,Ichinoseki-shi,674,526,127642,111932,-12.31%
일본,Iwate-ken,Rikuzentakata-shi,46,122,23300,18262,-21.62%
일본,Iwate-ken,Kamaishi-shi,200,230,39574,32078,-18.94%
일본,Iwate-ken,Ninohe-shi,160,124,29702,25513,-14.10%
일본,Iwate-ken,Hachimantai-shi,213,239,28680,24023,-16.24%
일본,Iwate-ken,Oshu-shi,994,838,124746,112937,-9.47%
일본,Iwate-ken,Takizawashi,136,141,53857,55579,3.20%
일본,Iwate-ken,Shizukuishi-cho,165,145,18033,15731,-12.77%
일본,Iwate-ken,Kuzumaki-machi,32,28,7304,5634,-22.86%
일본,Iwate-ken,Iwate-machi,76,61,14984,12285,-18.01%
일본,Iwate-ken,Shiwa-cho,98,101,33288,32147,-3.43%
일본,Iwate-ken,Yahaba-cho,132,125,27205,28056,3.13%
일본,Iwate-ken,Nishiwaga-machi,58,54,6602,5134,-22.24%
일본,Iwate-ken,Kanegasaki-cho,60,57,16325,15535,-4.84%
일본,Iwate-ken,Hiraizumi-cho,62,53,8345,7252,-13.10%
일본,Iwate-ken,Sumita-cho,20,17,6190,5045,-18.50%
일본,Iwate-ken,Otsuchi-cho,10,54,15276,11004,-27.97%
일본,Iwate-ken,Yamada-machi,24,84,18617,14320,-23.08%
일본,Iwate-ken,Iwaizumi-cho,115,107,10804,8726,-19.23%
일본,Iwate-ken,Tanohata-mura,11,13,3843,3059,-20.40%
일본,Iwate-ken,Fudai-mura,13,13,3088,2487,-19.46%
일본,Iwate-ken,Karumai-machi,32,23,10209,8421,-17.51%
일본,Iwate-ken,Noda-mura,47,37,4632,3936,-15.03%
일본,Iwate-ken,Kunohe-mura,12,12,6507,5378,-17.35%
일본,Iwate-ken,Hirono-cho,62,33,17913,15091,-15.75%
일본,Iwate-ken,Ichinohe-machi,41,31,14187,11494,-18.98%
일본,Miyagi-ken,Sendai-shi,6659,6171,1045986,1096704,4.85%
일본,Miyagi-ken,Ishinomaki-shi,468,637,160826,140151,-12.86%
일본,Miyagi-ken,Shiogama-shi,266,330,56490,52203,-7.59%
일본,Miyagi-ken,Kesennuma-shi,184,390,73489,61147,-16.79%
일본,Miyagi-ken,Shiroishi-shi,180,158,37422,32758,-12.46%
일본,Miyagi-ken,Natori-shi,314,313,73134,78718,7.64%
일본,Miyagi-ken,Kakuda-shi,136,115,31336,27976,-10.72%
일본,Miyagi-ken,Tagajo-shi,214,230,63060,62827,-0.37%
일본,Miyagi-ken,Iwanuma-shi,216,207,44187,44068,-0.27%
일본,Miyagi-ken,Tome-shi,451,442,83969,76037,-9.45%
일본,Miyagi-ken,Kurihara-shi,454,416,74932,64637,-13.74%
일본,Miyagi-ken,Higashimatsushima-shi,132,232,42903,39098,-8.87%
일본,Miyagi-ken,Osaki-shi,863,766,135147,127330,-5.78%
일본,Miyagi-ken,Tomiya-shi,128,139,47042,51651,9.80%
일본,Miyagi-ken,Zao-machi,104,91,12882,11418,-11.36%
일본,Miyagi-ken,Shichikashuku-machi,12,11,1694,1262,-25.50%
일본,Miyagi-ken,Ogawara-machi,333,226,23530,23571,0.17%
일본,Miyagi-ken,Murata-machi,46,39,11995,10666,-11.08%
일본,Miyagi-ken,Shibata-machi,159,119,39341,38271,-2.72%
일본,Miyagi-ken,Kawasaki-machi,46,36,9978,8345,-16.37%
일본,Miyagi-ken,Marumori-machi,39,37,15501,12262,-20.90%
일본,Miyagi-ken,Watari-cho,74,102,34845,33087,-5.05%
일본,Miyagi-ken,Yamamoto-cho,32,38,16704,12046,-27.89%
일본,Miyagi-ken,Matsushima-machi,1722,1677,15085,13323,-11.68%
일본,Miyagi-ken,Shichigahama-machi,28,30,20416,18132,-11.19%
일본,Miyagi-ken,Rifu-cho,99,153,33994,35182,3.49%
일본,Miyagi-ken,Taiwa-cho,177,172,24894,28786,15.63%
일본,Miyagi-ken,Osato-cho,20,23,8927,7813,-12.48%
일본,Miyagi-ken,Ohira-mura,23,21,5334,5849,9.66%
일본,Miyagi-ken,Shikama-cho,18,20,7431,6698,-9.86%
일본,Miyagi-ken,Kami-machi,110,96,25527,21943,-14.04%
일본,Miyagi-ken,Wakuya-cho,77,55,17494,15388,-12.04%
일본,Miyagi-ken,Misato-machi,100,84,25190,23994,-4.75%
일본,Miyagi-ken,Onagawa-cho,15,68,10051,6430,-36.03%
일본,Miyagi-ken,Minamisanriku-cho,26,90,17429,12225,-29.86%
일본,Akita-ken,Akita-shi,2051,1721,323600,307672,-4.92%
일본,Akita-ken,Noshiro-shi,445,374,59084,49968,-15.43%
일본,Akita-ken,Yokote-shi,603,499,98367,85555,-13.02%
일본,Akita-ken,Odate-shi,482,340,78946,69237,-12.30%
일본,Akita-ken,Oga-shi,179,139,32294,25154,-22.11%
일본,Akita-ken,Yuzawa-shi,339,230,50849,42091,-17.22%
일본,Akita-ken,Kazuno-shi,196,159,34473,29088,-15.62%
일본,Akita-ken,Yurihonjo-shi,506,439,85229,74707,-12.35%
일본,Akita-ken,Katagami-shi,103,93,34442,31720,-7.90%
일본,Akita-ken,Daisen-shi,552,412,88301,77657,-12.05%
일본,Akita-ken,Kitaakita-shi,211,162,36387,30198,-17.01%
일본,Akita-ken,Nikaho-shi,171,153,27544,23435,-14.92%
일본,Akita-ken,Semboku-shi,263,249,29568,24610,-16.77%
일본,Akita-ken,Kosaka-machi,42,30,6054,4780,-21.04%
일본,Akita-ken,Kamikoani-mura,8,7,2727,2063,-24.35%
일본,Akita-ken,Fujisato-machi,20,17,3848,2896,-24.74%
일본,Akita-ken,Mitane-cho,54,39,18876,15254,-19.19%
일본,Akita-ken,Happou-cho,19,26,8220,6577,-19.99%
일본,Akita-ken,Gojome-machi,42,37,10516,8538,-18.81%
일본,Akita-ken,Hachirogata-machi,37,35,6623,5583,-15.70%
일본,Akita-ken,Ikawa-machi,12,13,5493,4566,-16.88%
일본,Akita-ken,Ogata-mura,9,6,3218,3011,-6.43%
일본,Akita-ken,Misato-cho,47,49,21674,18613,-14.12%
일본,Akita-ken,Ugo-machi,189,200,16792,13825,-17.67%
일본,Akita-ken,Higashinaruse-mura,11,15,2872,2704,-5.85%
일본,Yamagata-ken,Yamagata-shi,1786,1576,254244,247590,-2.62%
일본,Yamagata-ken,Yonezawa-shi,610,541,89401,81252,-9.12%
일본,Yamagata-ken,Tsuruoka-shi,905,771,136623,122347,-10.45%
일본,Yamagata-ken,Sakata-shi,971,763,111151,100273,-9.79%
일본,Yamagata-ken,Shinjo-shi,569,475,38850,34432,-11.37%
일본,Yamagata-ken,Sagae-shi,357,349,42373,40189,-5.15%
일본,Yamagata-ken,Kaminoyama-shi,290,237,33836,29110,-13.97%
일본,Yamagata-ken,Murayama-shi,129,131,26811,22516,-16.02%
일본,Yamagata-ken,Nagai-shi,218,167,29473,26543,-9.94%
일본,Yamagata-ken,Tendo-shi,430,396,62214,62140,-0.12%
일본,Yamagata-ken,Higashine-shi,265,223,46414,47682,2.73%
일본,Yamagata-ken,Obanazawa-shi,133,110,18955,14971,-21.02%
일본,Yamagata-ken,Nanyo-shi,432,418,33658,30420,-9.62%
일본,Yamagata-ken,Yamanobe-machi,35,88,15139,13725,-9.34%
일본,Yamagata-ken,Nakayama-machi,79,43,12015,10746,-10.56%
일본,Yamagata-ken,Kahoku-cho,133,108,19959,17641,-11.61%
일본,Yamagata-ken,Nishikawa-machi,61,42,6270,4956,-20.96%
일본,Yamagata-ken,Asahi-machi,35,28,7856,6366,-18.97%
일본,Yamagata-ken,Oe-machi,300,308,9227,7646,-17.13%
일본,Yamagata-ken,Oishida-machi,55,51,8160,6577,-19.40%
일본,Yamagata-ken,Kaneyama-machi,53,41,6365,5071,-20.33%
일본,Yamagata-ken,Mogami-machi,53,41,9847,8080,-17.94%
일본,Yamagata-ken,Funagata-machi,15,13,6164,5007,-18.77%
일본,Yamagata-ken,Mamurogawa-machi,41,30,9165,7203,-21.41%
일본,Yamagata-ken,Okura-mura,84,60,3762,3028,-19.51%
일본,Yamagata-ken,Sakegawa-mura,79,48,4862,3902,-19.74%
일본,Yamagata-ken,Tozawa-mura,41,36,5304,4199,-20.83%
일본,Yamagata-ken,Takahata-machi,201,168,25025,22463,-10.24%
일본,Yamagata-ken,Kawanishi-machi,58,49,17313,14558,-15.91%
일본,Yamagata-ken,Oguni-machi,73,66,8862,7107,-19.80%
일본,Yamagata-ken,Shirataka-machi,79,66,15314,12890,-15.83%
일본,Yamagata-ken,Iide-machi,29,33,7943,6613,-16.74%
일본,Yamagata-ken,Mikawa-machi,45,52,7731,7601,-1.68%
일본,Yamagata-ken,Shonai-machi,87,73,23158,20151,-12.98%
일본,Yamagata-ken,Yuza-machi,64,52,15480,13032,-15.81%
일본,Fukushima-ken,Fukushima-shi,1661,1403,292590,282693,-3.38%
일본,Fukushima-ken,Aizuwakamatsu-shi,1078,870,126220,117376,-7.01%
일본,Fukushima-ken,Koriyama-shi,2036,1829,338712,327692,-3.25%
일본,Fukushima-ken,Iwaki-shi,1856,1670,342249,332931,-2.72%
일본,Fukushima-ken,Shirakawa-shi,491,401,64704,59491,-8.06%
일본,Fukushima-ken,Sukagawa-shi,335,324,79267,74992,-5.39%
일본,Fukushima-ken,Kitakata-shi,378,344,52356,44760,-14.51%
일본,Fukushima-ken,Soma-shi,283,265,37817,34865,-7.81%
일본,Fukushima-ken,Nihonmatsu-shi,260,225,59871,53557,-10.55%
일본,Fukushima-ken,Tamura-shi,122,121,40422,35169,-13.00%
일본,Fukushima-ken,Minamisoma-shi,221,243,70878,59005,-16.75%
일본,Fukushima-ken,Date-shi,201,171,66027,58240,-11.79%
일본,Fukushima-ken,Motomiya-shi,118,98,31489,30236,-3.98%
일본,Fukushima-ken,Kori-machi,33,26,12853,11459,-10.85%
일본,Fukushima-ken,Kunimi-machi,21,15,10086,8639,-14.35%
일본,Fukushima-ken,Kawamata-machi,46,42,15569,12170,-21.83%
일본,Fukushima-ken,Otama-mura,28,53,8574,8900,3.80%
일본,Fukushima-ken,Kagamiishi-machi,59,47,12815,12318,-3.88%
일본,Fukushima-ken,Tenei-mura,38,36,6291,5194,-17.44%
일본,Fukushima-ken,Shimogo-machi,87,86,6461,5264,-18.53%
일본,Fukushima-ken,Hinoemata-mura,73,67,636,504,-20.75%
일본,Fukushima-ken,Tadami-machi,44,55,4932,4044,-18.00%
일본,Fukushima-ken,Minamiaizu-machi,237,167,17864,14451,-19.11%
일본,Fukushima-ken,Kitashiobara-mura,126,125,3185,2556,-19.75%
일본,Fukushima-ken,Nishiaizu-machi,33,39,7366,5770,-21.67%
일본,Fukushima-ken,Bandai-machi,79,63,3761,3322,-11.67%
일본,Fukushima-ken,Inawashiro-machi,207,187,15805,13552,-14.25%
일본,Fukushima-ken,Aizubange-machi,115,95,17360,15068,-13.20%
일본,Fukushima-ken,Yugawa-mura,5,7,3364,3081,-8.41%
일본,Fukushima-ken,Yanaizu-machi,30,31,4009,3081,-23.15%
일본,Fukushima-ken,Mishima-machi,13,12,1926,1452,-24.61%
일본,Fukushima-ken,Kaneyama-machi,29,22,2462,1862,-24.37%
일본,Fukushima-ken,Showa-mura,10,11,1500,1246,-16.93%
일본,Fukushima-ken,Aizumisato-machi,85,69,22737,19014,-16.37%
일본,Fukushima-ken,Nishigo-mura,221,190,19767,20808,5.27%
일본,Fukushima-ken,Izumizaki-mura,27,30,6802,6213,-8.66%
일본,Fukushima-ken,Nakajima-mura,106,60,5154,4885,-5.22%
일본,Fukushima-ken,Yabuki-machi,92,75,18407,17287,-6.08%
일본,Fukushima-ken,Tanagura-machi,159,138,15062,13343,-11.41%
일본,Fukushima-ken,Yamatsuri-machi,40,32,6348,5392,-15.06%
일본,Fukushima-ken,Hanawa-machi,54,56,9884,8302,-16.01%
일본,Fukushima-ken,Samegawa-mura,18,16,3989,3049,-23.56%
일본,Fukushima-ken,Ishikawa-machi,102,82,17775,14644,-17.61%
일본,Fukushima-ken,Tamakawa-mura,28,23,7231,6392,-11.60%
일본,Fukushima-ken,Hirata-mura,22,20,6921,5826,-15.82%
일본,Fukushima-ken,Asakawa-machi,26,20,6888,6036,-12.37%
일본,Fukushima-ken,Furudono-machi,18,17,6030,4825,-19.98%
일본,Fukushima-ken,Miharu-machi,79,89,18191,17018,-6.45%
일본,Fukushima-ken,Ono-machi,57,42,11202,9471,-15.45%
일본,Fukushima-ken,Hirono-machi,23,49,5418,5412,-0.11%
일본,Fukushima-ken,Naraha-machi,0,26,7700,3710,-51.82%
일본,Fukushima-ken,Tomioka-machi,0,12,16001,2128,-86.70%
일본,Fukushima-ken,Kawauchi-mura,3,11,2820,2044,-27.52%
일본,Fukushima-ken,Okuma-machi,0,16,11515,847,-92.64%
일본,Fukushima-ken,Futaba-machi,0,1,6932,0,-100.00%
일본,Fukushima-ken,Namie-machi,0,11,20905,1923,-90.80%
일본,Fukushima-ken,Katsurao-mura,0,0,1531,420,-72.57%
일본,Fukushima-ken,Shinchi-machi,12,28,8224,7905,-3.88%
일본,Fukushima-ken,Iitate-mura,0,0,6209,1318,-78.77%
일본,Ibaraki-ken,Mito-shi,1714,1420,268750,270685,0.72%
일본,Ibaraki-ken,Hitachi-shi,1089,776,193129,174508,-9.64%
일본,Ibaraki-ken,Tsuchiura-shi,984,803,143839,142074,-1.23%
일본,Ibaraki-ken,Koga-shi,1206,1090,142995,139344,-2.55%
일본,Ibaraki-ken,Ishioka-shi,530,443,79687,73061,-8.32%
일본,Ibaraki-ken,Yuki-shi,391,1457,52494,50645,-3.52%
일본,Ibaraki-ken,Ryugasaki-shi,866,764,80334,76420,-4.87%
일본,Ibaraki-ken,Shimotsuma-shi,330,273,44987,42521,-5.48%
일본,Ibaraki-ken,Joso-shi,487,584,65320,60834,-6.87%
일본,Ibaraki-ken,Hitachiota-shi,185,176,56250,48602,-13.60%
일본,Ibaraki-ken,Takahagi-shi,176,124,31017,27699,-10.70%
일본,Ibaraki-ken,Kitaibaraki-shi,215,160,47026,41801,-11.11%
일본,Ibaraki-ken,Kasama-shi,1302,851,79409,73173,-7.85%
일본,Ibaraki-ken,Toride-shi,454,364,109651,104524,-4.68%
일본,Ibaraki-ken,Ushiku-shi,1147,1183,81684,84651,3.63%
일본,Ibaraki-ken,Tsukuba-shi,1799,1693,214590,241656,12.61%
일본,Ibaraki-ken,Hitachinaka-shi,968,994,157060,156581,-0.30%
일본,Ibaraki-ken,Kashima-shi,492,462,66093,66950,1.30%
일본,Ibaraki-ken,Itako-shi,179,154,30534,27604,-9.60%
일본,Ibaraki-ken,Moriya-shi,237,247,62482,68421,9.51%
일본,Ibaraki-ken,Hitachiomiya-shi,175,134,45178,39267,-13.08%
일본,Ibaraki-ken,Naka-shi,196,169,54240,53502,-1.36%
일본,Ibaraki-ken,Chikusei-shi,735,1250,108527,100753,-7.16%
일본,Ibaraki-ken,Bando-shi,479,421,56114,52265,-6.86%
일본,Ibaraki-ken,Inashiki-shi,632,585,46895,39039,-16.75%
일본,Ibaraki-ken,Kasumigaura-shi,153,136,43553,40087,-7.96%
일본,Ibaraki-ken,Sakuragawa-shi,162,138,45673,39122,-14.34%
일본,Ibaraki-ken,Kamisu-shi,898,788,94795,95454,0.70%
일본,Ibaraki-ken,Namegata-shi,143,140,37611,32185,-14.43%
일본,Ibaraki-ken,Hokota-shi,353,229,50156,45953,-8.38%
일본,Ibaraki-ken,Tsukubamirai-shi,203,251,44461,49872,12.17%
일본,Ibaraki-ken,Omitama-shi,198,156,52279,48870,-6.52%
일본,Ibaraki-ken,Ibaraki-machi,93,99,34513,31401,-9.02%
일본,Ibaraki-ken,Oarai-machi,197,150,18328,15715,-14.26%
일본,Ibaraki-ken,Shirosato-machi,43,31,21491,18097,-15.79%
일본,Ibaraki-ken,Tokai-mura,207,152,37438,37891,1.21%
일본,Ibaraki-ken,Daigo-machi,117,99,20073,15736,-21.61%
일본,Ibaraki-ken,Miho-mura,190,444,17299,14602,-15.59%
일본,Ibaraki-ken,Ami-machi,391,392,47940,48553,1.28%
일본,Ibaraki-ken,Kawachi-machi,56,33,10172,8231,-19.08%
일본,Ibaraki-ken,Yachiyo-machi,154,112,23106,21026,-9.00%
일본,Ibaraki-ken,Goka-machi,24,25,9410,8093,-14.00%
일본,Ibaraki-ken,Sakai-machi,205,90,25714,24201,-5.88%
일본,Ibaraki-ken,Tone-machi,47,73,17473,15340,-12.21%
일본,Tochigi-ken,Utsunomiya-shi,4592,3684,511739,518757,1.37%
일본,Tochigi-ken,Ashikaga-shi,1101,799,154530,144746,-6.33%
일본,Tochigi-ken,Tochigi-shi,983,753,164024,155549,-5.17%
일본,Tochigi-ken,Sano-shi,811,738,121249,116228,-4.14%
일본,Tochigi-ken,Kanuma-shi,514,406,102348,94033,-8.12%
일본,Tochigi-ken,Nikko-shi,1662,1371,90066,77661,-13.77%
일본,Tochigi-ken,Oyama-shi,1169,1088,164454,166666,1.35%
일본,Tochigi-ken,Moka-shi,873,591,82289,78190,-4.98%
일본,Tochigi-ken,Ohtawara-shi,812,891,77729,72087,-7.26%
일본,Tochigi-ken,Yaita-shi,254,170,35343,31165,-11.82%
일본,Tochigi-ken,Nasushiobara-shi,1019,837,117812,115210,-2.21%
일본,Tochigi-ken,Sakura-shi,584,565,44768,44513,-0.57%
일본,Tochigi-ken,Nasukarasuyama-shi,130,95,29206,24875,-14.83%
일본,Tochigi-ken,Shimotsuke-shi,664,470,59483,59507,0.04%
일본,Tochigi-ken,Kaminokawa-machi,180,167,31621,30806,-2.58%
일본,Tochigi-ken,Mashiko-machi,109,90,24348,21898,-10.06%
일본,Tochigi-ken,Motegi-machi,55,46,15018,11891,-20.82%
일본,Tochigi-ken,Ichikai-machi,35,29,12094,11262,-6.88%
일본,Tochigi-ken,Haga-machi,45,55,16030,14961,-6.67%
일본,Tochigi-ken,Mibu-machi,614,565,39605,39474,-0.33%
일본,Tochigi-ken,Nogi-machi,96,85,25720,24913,-3.14%
일본,Tochigi-ken,Shioya-machi,46,43,12560,10354,-17.56%
일본,Tochigi-ken,Takanezawa-machi,75,70,30436,29229,-3.97%
일본,Tochigi-ken,Nasu-machi,569,564,26765,23956,-10.50%
일본,Tochigi-ken,Nakagawa-machi,108,75,18446,15215,-17.52%
일본,Gumma-ken,Maebashi-shi,2211,1814,340291,332149,-2.39%
일본,Gumma-ken,Takasaki-shi,2700,2501,371302,372973,0.45%
일본,Gumma-ken,Kiryu-shi,787,671,121704,106445,-12.54%
일본,Gumma-ken,Isesaki-shi,1405,1029,207221,211850,2.23%
일본,Gumma-ken,Ota-shi,1265,993,216465,223014,3.03%
일본,Gumma-ken,Numata-shi,417,323,51265,45337,-11.56%
일본,Gumma-ken,Tatebayashi-shi,559,575,78608,75309,-4.20%
일본,Gumma-ken,Shibukawa-shi,555,453,83330,74581,-10.50%
일본,Gumma-ken,Fujioka-shi,644,480,67975,63261,-6.93%
일본,Gumma-ken,Tomioka-shi,761,755,52070,47446,-8.88%
일본,Gumma-ken,Annaka-shi,328,206,61077,54907,-10.10%
일본,Gumma-ken,Midori-shi,463,396,51899,49648,-4.34%
일본,Gumma-ken,Shinto-mura,31,26,14370,14216,-1.07%
일본,Gumma-ken,Yoshioka-machi,113,102,19801,21792,10.06%
일본,Gumma-ken,Ueno-mura,22,17,1306,1128,-13.63%
일본,Gumma-ken,Kanna-machi,21,8,2352,1645,-30.06%
일본,Gumma-ken,Shimonita-machi,44,43,8911,6576,-26.20%
일본,Gumma-ken,Nammoku-mura,18,10,2423,1611,-33.51%
일본,Gumma-ken,Kanra-machi,53,48,13618,12491,-8.28%
일본,Gumma-ken,Nakanojo-machi,292,232,18216,15386,-15.54%
일본,Gumma-ken,Naganohara-machi,86,104,6017,5095,-15.32%
일본,Gumma-ken,Tsumagoi-mura,172,140,10183,8850,-13.09%
일본,Gumma-ken,Kusatsu-machi,274,248,7160,6049,-15.52%
일본,Gumma-ken,Takayama-mura,9,14,3911,3511,-10.23%
일본,Gumma-ken,Higashiagatsuma-machi,56,48,15622,12728,-18.53%
일본,Gumma-ken,Katashina-mura,255,227,4904,3993,-18.58%
일본,Gumma-ken,Kawaba-mura,26,46,3898,3480,-10.72%
일본,Gumma-ken,Showa-mura,11,42,7620,6953,-8.75%
일본,Gumma-ken,Minakami-machi,385,285,21345,17195,-19.44%
일본,Gumma-ken,Tamamura-machi,70,66,37536,36054,-3.95%
일본,Gumma-ken,Itakura-machi,52,44,15706,14083,-10.33%
일본,Gumma-ken,Meiwa-machi,31,24,11209,10882,-2.92%
일본,Gumma-ken,Chiyoda-machi,53,42,11473,10861,-5.33%
일본,Gumma-ken,Oizumi-machi,180,173,40257,42089,4.55%
일본,Gumma-ken,Ora-machi,86,79,27023,25522,-5.55%
일본,Saitama-ken,Saitama-shi,5806,5228,1222434,1324025,8.31%
일본,Saitama-ken,Kawagoe-shi,1757,1683,342670,354571,3.47%
일본,Saitama-ken,Kumagaya-shi,2022,1604,203180,194415,-4.31%
일본,Saitama-ken,Kawaguchi-shi,2700,1741,561506,594274,5.84%
일본,Saitama-ken,Gyoda-shi,430,349,85786,78617,-8.36%
일본,Saitama-ken,Chichibu-shi,605,569,66955,59674,-10.87%
일본,Saitama-ken,Tokorozawa-shi,1191,1037,341924,342464,0.16%
일본,Saitama-ken,Hanno-shi,394,363,83549,80361,-3.82%
일본,Saitama-ken,Kazo-shi,671,382,115002,111623,-2.94%
일본,Saitama-ken,Honjo-shi,488,489,81889,78569,-4.05%
일본,Saitama-ken,Higashimatsuyama-shi,876,771,90099,91791,1.88%
일본,Saitama-ken,Kasukabe-shi,1139,1048,237171,229792,-3.11%
일본,Saitama-ken,Sayama-shi,767,651,155727,148699,-4.51%
일본,Saitama-ken,Hanyu-shi,244,225,56204,52862,-5.95%
일본,Saitama-ken,Konosu-shi,487,459,119639,116828,-2.35%
일본,Saitama-ken,Fukaya-shi,734,584,144618,141268,-2.32%
일본,Saitama-ken,Ageo-shi,1073,994,223926,226940,1.35%
일본,Saitama-ken,Soka-shi,1197,874,243855,248304,1.82%
일본,Saitama-ken,Koshigaya-shi,1585,1324,326313,341621,4.69%
일본,Saitama-ken,Warabi-shi,464,325,71502,74283,3.89%
일본,Saitama-ken,Toda-shi,476,447,123079,140899,14.48%
일본,Saitama-ken,Iruma-shi,955,667,149872,145651,-2.82%
일본,Saitama-ken,Asaka-shi,456,404,129691,141083,8.78%
일본,Saitama-ken,Shiki-shi,185,153,69611,75346,8.24%
일본,Saitama-ken,Wako-shi,170,168,80745,83989,4.02%
일본,Saitama-ken,Niiza-shi,515,393,158777,166017,4.56%
일본,Saitama-ken,Okegawa-shi,274,302,74711,74748,0.05%
일본,Saitama-ken,Kuki-shi,977,806,154310,150582,-2.42%
일본,Saitama-ken,Kitamoto-shi,223,202,68888,65201,-5.35%
일본,Saitama-ken,Yashio-shi,530,441,82977,93363,12.52%
일본,Saitama-ken,Fujimi-shi,531,456,106736,111859,4.80%
일본,Saitama-ken,Misato-shi,686,467,131415,142145,8.16%
일본,Saitama-ken,Hasuda-shi,250,219,63309,61499,-2.86%
일본,Saitama-ken,Sakado-shi,463,355,101700,100275,-1.40%
