CNTRY,admin1,admin2,CITYID,hlth10,hlth20,pop10,pop20,rate
일본,Hokkaido,Toyako-cho,JP01141,3,39,10132,8442,-16.68%
일본,Hokkaido,Abira-cho,JP01142,2,29,8726,7340,-15.88%
일본,Hokkaido,Mukawa-cho,JP01143,3,27,9746,7651,-21.50%
일본,Hokkaido,Hidaka-cho,JP01144,12,32,13615,11279,-17.16%
일본,Hokkaido,Biratori-cho,JP01145,2,15,5596,4776,-14.65%
일본,Hokkaido,Niikappu-cho,JP01146,3,15,5775,5309,-8.07%
일본,Hokkaido,Urakawa-cho,JP01147,19,62,14389,12074,-16.09%
일본,Hokkaido,Samani-cho,JP01148,3,8,5114,4043,-20.94%
일본,Hokkaido,Erimo-cho,JP01149,3,10,5413,4374,-19.19%
일본,Hokkaido,Shinhidaka-cho,JP01150,23,95,25419,21517,-15.35%
일본,Hokkaido,Otofuke-cho,JP01151,37,131,45085,43576,-3.35%
일본,Hokkaido,Shihoro-cho,JP01152,0,10,6416,5848,-8.85%
일본,Hokkaido,Kamishihoro-cho,JP01153,7,12,5080,4778,-5.94%
일본,Hokkaido,Shikaoi-cho,JP01154,12,10,5702,5266,-7.65%
일본,Hokkaido,Shintoku-cho,JP01155,9,36,6653,5817,-12.57%
일본,Hokkaido,Shimizu-cho,JP01156,9,39,9961,9094,-8.70%
일본,Hokkaido,Memuro-cho,JP01157,25,41,18905,18048,-4.53%
일본,Hokkaido,Nakasatsunai-mura,JP01158,6,20,4006,3884,-3.05%
일본,Hokkaido,Sarabetsu-mura,JP01159,9,53,3391,3080,-9.17%
일본,Hokkaido,Taiki-cho,JP01160,7,14,5977,5420,-9.32%
일본,Hokkaido,Hiroo-cho,JP01161,8,16,7881,6387,-18.96%
일본,Hokkaido,Makubetsu-cho,JP01162,25,92,26547,25766,-2.94%
일본,Hokkaido,Ikeda-cho,JP01163,14,33,7527,6294,-16.38%
일본,Hokkaido,Toyokoro-cho,JP01164,1,5,3394,3022,-10.96%
일본,Hokkaido,Hombetsu-cho,JP01165,8,25,8275,6618,-20.02%
일본,Hokkaido,Ashoro-cho,JP01166,7,18,7630,6563,-13.98%
일본,Hokkaido,Rikubetsu-cho,JP01167,4,14,2650,2264,-14.57%
일본,Hokkaido,Urahoro-cho,JP01168,6,13,5460,4387,-19.65%
일본,Hokkaido,Kushiro-cho,JP01169,19,76,20526,19105,-6.92%
일본,Hokkaido,Akkeshi-cho,JP01170,7,23,10630,8892,-16.35%
일본,Hokkaido,Hamanaka-cho,JP01171,2,6,6511,5507,-15.42%
일본,Hokkaido,Shibecha-cho,JP01172,12,19,8285,7230,-12.73%
일본,Hokkaido,Teshikaga-cho,JP01173,7,30,8278,6955,-15.98%
일본,Hokkaido,Tsurui-mura,JP01174,1,10,2627,2558,-2.63%
일본,Hokkaido,Shiranuka-cho,JP01175,10,22,9294,7289,-21.57%
일본,Hokkaido,Betsukai-cho,JP01176,13,29,15855,14380,-9.30%
일본,Hokkaido,Nakashibetsu-cho,JP01177,29,79,23982,23010,-4.05%
일본,Hokkaido,Shibetsu-cho,JP01178,8,9,5646,5023,-11.03%
일본,Hokkaido,Rausu-cho,JP01179,0,13,5885,4722,-19.76%
일본,Aomori-ken,Aomori-shi,JP02001,533,1505,299520,275192,-8.12%
일본,Aomori-ken,Hirosaki-shi,JP02002,264,898,183473,168466,-8.18%
일본,Aomori-ken,Hachinohe-shi,JP02003,439,1211,237615,223415,-5.98%
일본,Aomori-ken,Kuroishi-shi,JP02004,28,126,36132,31946,-11.59%
일본,Aomori-ken,Goshogawara-shi,JP02005,110,322,58421,51415,-11.99%
일본,Aomori-ken,Towada-shi,JP02006,84,330,66110,60378,-8.67%
일본,Aomori-ken,Misawa-shi,JP02007,81,161,41258,39152,-5.10%
일본,Aomori-ken,Mutsu-shi,JP02008,209,345,61066,54103,-11.40%
일본,Aomori-ken,Tsugaru-shi,JP02009,26,110,37243,30934,-16.94%
일본,Aomori-ken,Hirakawa-shi,JP02010,21,128,33764,30567,-9.47%
일본,Aomori-ken,Hiranai-machi,JP02011,5,44,12361,10126,-18.08%
일본,Aomori-ken,Imabetsu-machi,JP02012,1,8,3217,2334,-27.45%
일본,Aomori-ken,Yomogita-mura,JP02013,0,15,3271,2540,-22.35%
일본,Aomori-ken,Sotogahama-machi,JP02014,6,23,7089,5401,-23.81%
일본,Aomori-ken,Ajigasawa-machi,JP02015,13,41,11449,9044,-21.01%
일본,Aomori-ken,Fukaura-machi,JP02016,13,111,9691,7346,-24.20%
일본,Aomori-ken,Nishimeya-mura,JP02017,2,5,1594,1265,-20.64%
일본,Aomori-ken,Fujisaki-machi,JP02018,11,57,16021,14573,-9.04%
일본,Aomori-ken,Owani-machi,JP02019,11,31,10978,8665,-21.07%
일본,Aomori-ken,Inakadate-mura,JP02020,4,21,8153,7326,-10.14%
일본,Aomori-ken,Itayanagi-machi,JP02021,15,58,15227,12700,-16.60%
일본,Aomori-ken,Tsuruta-machi,JP02022,8,34,14270,12074,-15.39%
일본,Aomori-ken,Nakadomari-machi,JP02023,11,38,12743,9657,-24.22%
일본,Aomori-ken,Noheji-machi,JP02024,23,74,14314,12374,-13.55%
일본,Aomori-ken,Shichinohe-machi,JP02025,23,48,16759,14556,-13.15%
일본,Aomori-ken,Rokunohe-machi,JP02026,8,28,10241,10447,2.01%
일본,Aomori-ken,Yokohama-machi,JP02027,4,15,4881,4229,-13.36%
일본,Aomori-ken,Tohoku-machi,JP02028,31,84,19106,16428,-14.02%
일본,Aomori-ken,Rokkasho-mura,JP02029,6,20,11095,10367,-6.56%
일본,Aomori-ken,Oirase-cho,JP02030,19,73,24211,24273,0.26%
일본,Aomori-ken,Oma-machi,JP02031,10,16,6340,4718,-25.58%
일본,Aomori-ken,Higashidori-mura,JP02032,1,33,7252,5955,-17.88%
일본,Aomori-ken,Kazamaura-mura,JP02033,1,20,2463,1636,-33.58%
일본,Aomori-ken,Sai-mura,JP02034,0,126,2422,1788,-26.18%
일본,Aomori-ken,Sannohe-machi,JP02035,5,24,11299,9082,-19.62%
일본,Aomori-ken,Gonohe-machi,JP02036,8,41,18712,16042,-14.27%
일본,Aomori-ken,Takko-machi,JP02037,6,26,6175,4968,-19.55%
일본,Aomori-ken,Nambu-cho,JP02038,3,87,19853,16809,-15.33%
일본,Aomori-ken,Hashikami-cho,JP02039,9,40,14699,13496,-8.18%
일본,Aomori-ken,Shingo-mura,JP02040,2,7,2851,2197,-22.94%
일본,Iwate-ken,Morioka-shi,JP03001,470,1522,298348,289731,-2.89%
일본,Iwate-ken,Miyako-shi,JP03002,51,243,59430,50369,-15.25%
일본,Iwate-ken,Ofunato-shi,JP03003,91,301,40737,34728,-14.75%
일본,Iwate-ken,Hanamaki-shi,JP03004,108,400,101438,93193,-8.13%
일본,Iwate-ken,Kitakami-shi,JP03005,144,400,93138,93045,-0.10%
일본,Iwate-ken,Kuji-shi,JP03006,43,162,36872,33043,-10.38%
일본,Iwate-ken,Tono-shi,JP03007,26,117,29331,25366,-13.52%
일본,Iwate-ken,Ichinoseki-shi,JP03008,128,450,127642,111932,-12.31%
일본,Iwate-ken,Rikuzentakata-shi,JP03009,19,113,23300,18262,-21.62%
일본,Iwate-ken,Kamaishi-shi,JP03010,29,164,39574,32078,-18.94%
일본,Iwate-ken,Ninohe-shi,JP03011,23,111,29702,25513,-14.10%
일본,Iwate-ken,Hachimantai-shi,JP03012,20,129,28680,24023,-16.24%
일본,Iwate-ken,Oshu-shi,JP03013,156,574,124746,112937,-9.47%
일본,Iwate-ken,Takizawashi,JP03014,42,209,53857,55579,3.20%
일본,Iwate-ken,Shizukuishi-cho,JP03015,19,52,18033,15731,-12.77%
일본,Iwate-ken,Kuzumaki-machi,JP03016,1,21,7304,5634,-22.86%
일본,Iwate-ken,Iwate-machi,JP03017,20,79,14984,12285,-18.01%
일본,Iwate-ken,Shiwa-cho,JP03018,29,103,33288,32147,-3.43%
일본,Iwate-ken,Yahaba-cho,JP03019,33,210,27205,28056,3.13%
일본,Iwate-ken,Nishiwaga-machi,JP03020,5,23,6602,5134,-22.24%
일본,Iwate-ken,Kanegasaki-cho,JP03021,12,52,16325,15535,-4.84%
일본,Iwate-ken,Hiraizumi-cho,JP03022,6,29,8345,7252,-13.10%
일본,Iwate-ken,Sumita-cho,JP03023,0,13,6190,5045,-18.50%
일본,Iwate-ken,Otsuchi-cho,JP03024,3,27,15276,11004,-27.97%
일본,Iwate-ken,Yamada-machi,JP03025,8,61,18617,14320,-23.08%
일본,Iwate-ken,Iwaizumi-cho,JP03026,24,66,10804,8726,-19.23%
일본,Iwate-ken,Tanohata-mura,JP03027,1,14,3843,3059,-20.40%
일본,Iwate-ken,Fudai-mura,JP03028,0,9,3088,2487,-19.46%
일본,Iwate-ken,Karumai-machi,JP03029,4,22,10209,8421,-17.51%
일본,Iwate-ken,Noda-mura,JP03030,10,83,4632,3936,-15.03%
일본,Iwate-ken,Kunohe-mura,JP03031,2,11,6507,5378,-17.35%
일본,Iwate-ken,Hirono-cho,JP03032,22,41,17913,15091,-15.75%
일본,Iwate-ken,Ichinohe-machi,JP03033,4,77,14187,11494,-18.98%
일본,Miyagi-ken,Sendai-shi,JP04001,1702,5349,1045986,1096704,4.85%
일본,Miyagi-ken,Ishinomaki-shi,JP04002,130,505,160826,140151,-12.86%
일본,Miyagi-ken,Shiogama-shi,JP04003,85,169,56490,52203,-7.59%
일본,Miyagi-ken,Kesennuma-shi,JP04004,50,234,73489,61147,-16.79%
일본,Miyagi-ken,Shiroishi-shi,JP04005,60,113,37422,32758,-12.46%
일본,Miyagi-ken,Natori-shi,JP04006,73,253,73134,78718,7.64%
일본,Miyagi-ken,Kakuda-shi,JP04007,42,80,31336,27976,-10.72%
일본,Miyagi-ken,Tagajo-shi,JP04008,89,182,63060,62827,-0.37%
일본,Miyagi-ken,Iwanuma-shi,JP04009,69,167,44187,44068,-0.27%
일본,Miyagi-ken,Tome-shi,JP04010,115,354,83969,76037,-9.45%
일본,Miyagi-ken,Kurihara-shi,JP04011,168,418,74932,64637,-13.74%
일본,Miyagi-ken,Higashimatsushima-shi,JP04012,27,103,42903,39098,-8.87%
일본,Miyagi-ken,Osaki-shi,JP04013,154,522,135147,127330,-5.78%
일본,Miyagi-ken,Tomiya-shi,JP04014,61,164,47042,51651,9.80%
일본,Miyagi-ken,Zao-machi,JP04015,9,29,12882,11418,-11.36%
일본,Miyagi-ken,Shichikashuku-machi,JP04016,2,3,1694,1262,-25.50%
일본,Miyagi-ken,Ogawara-machi,JP04017,79,178,23530,23571,0.17%
일본,Miyagi-ken,Murata-machi,JP04018,8,28,11995,10666,-11.08%
일본,Miyagi-ken,Shibata-machi,JP04019,70,129,39341,38271,-2.72%
일본,Miyagi-ken,Kawasaki-machi,JP04020,3,22,9978,8345,-16.37%
일본,Miyagi-ken,Marumori-machi,JP04021,3,27,15501,12262,-20.90%
일본,Miyagi-ken,Watari-cho,JP04022,31,110,34845,33087,-5.05%
일본,Miyagi-ken,Yamamoto-cho,JP04023,2,50,16704,12046,-27.89%
일본,Miyagi-ken,Matsushima-machi,JP04024,92,245,15085,13323,-11.68%
일본,Miyagi-ken,Shichigahama-machi,JP04025,26,44,20416,18132,-11.19%
일본,Miyagi-ken,Rifu-cho,JP04026,39,102,33994,35182,3.49%
일본,Miyagi-ken,Taiwa-cho,JP04027,32,125,24894,28786,15.63%
일본,Miyagi-ken,Osato-cho,JP04028,2,27,8927,7813,-12.48%
일본,Miyagi-ken,Ohira-mura,JP04029,4,15,5334,5849,9.66%
일본,Miyagi-ken,Shikama-cho,JP04030,2,17,7431,6698,-9.86%
일본,Miyagi-ken,Kami-machi,JP04031,26,72,25527,21943,-14.04%
일본,Miyagi-ken,Wakuya-cho,JP04032,20,37,17494,15388,-12.04%
일본,Miyagi-ken,Misato-machi,JP04033,35,91,25190,23994,-4.75%
일본,Miyagi-ken,Onagawa-cho,JP04034,1,13,10051,6430,-36.03%
일본,Miyagi-ken,Minamisanriku-cho,JP04035,1,62,17429,12225,-29.86%
일본,Akita-ken,Akita-shi,JP05001,594,1512,323600,307672,-4.92%
일본,Akita-ken,Noshiro-shi,JP05002,81,307,59084,49968,-15.43%
일본,Akita-ken,Yokote-shi,JP05003,87,378,98367,85555,-13.02%
일본,Akita-ken,Odate-shi,JP05004,81,262,78946,69237,-12.30%
일본,Akita-ken,Oga-shi,JP05005,27,105,32294,25154,-22.11%
일본,Akita-ken,Yuzawa-shi,JP05006,48,175,50849,42091,-17.22%
일본,Akita-ken,Kazuno-shi,JP05007,26,108,34473,29088,-15.62%
일본,Akita-ken,Yurihonjo-shi,JP05008,111,313,85229,74707,-12.35%
일본,Akita-ken,Katagami-shi,JP05009,44,101,34442,31720,-7.90%
일본,Akita-ken,Daisen-shi,JP05010,76,342,88301,77657,-12.05%
일본,Akita-ken,Kitaakita-shi,JP05011,30,168,36387,30198,-17.01%
일본,Akita-ken,Nikaho-shi,JP05012,33,84,27544,23435,-14.92%
일본,Akita-ken,Semboku-shi,JP05013,20,104,29568,24610,-16.77%
일본,Akita-ken,Kosaka-machi,JP05014,5,20,6054,4780,-21.04%
일본,Akita-ken,Kamikoani-mura,JP05015,0,7,2727,2063,-24.35%
일본,Akita-ken,Fujisato-machi,JP05016,2,7,3848,2896,-24.74%
일본,Akita-ken,Mitane-cho,JP05017,7,54,18876,15254,-19.19%
일본,Akita-ken,Happou-cho,JP05018,1,25,8220,6577,-19.99%
일본,Akita-ken,Gojome-machi,JP05019,8,35,10516,8538,-18.81%
일본,Akita-ken,Hachirogata-machi,JP05020,11,29,6623,5583,-15.70%
일본,Akita-ken,Ikawa-machi,JP05021,3,19,5493,4566,-16.88%
일본,Akita-ken,Ogata-mura,JP05022,9,11,3218,3011,-6.43%
일본,Akita-ken,Misato-cho,JP05023,14,61,21674,18613,-14.12%
일본,Akita-ken,Ugo-machi,JP05024,10,85,16792,13825,-17.67%
일본,Akita-ken,Higashinaruse-mura,JP05025,1,9,2872,2704,-5.85%
일본,Yamagata-ken,Yamagata-shi,JP06001,409,1160,254244,247590,-2.62%
일본,Yamagata-ken,Yonezawa-shi,JP06002,127,424,89401,81252,-9.12%
일본,Yamagata-ken,Tsuruoka-shi,JP06003,171,550,136623,122347,-10.45%
일본,Yamagata-ken,Sakata-shi,JP06004,157,514,111151,100273,-9.79%
일본,Yamagata-ken,Shinjo-shi,JP06005,72,378,38850,34432,-11.37%
일본,Yamagata-ken,Sagae-shi,JP06006,45,277,42373,40189,-5.15%
일본,Yamagata-ken,Kaminoyama-shi,JP06007,32,172,33836,29110,-13.97%
일본,Yamagata-ken,Murayama-shi,JP06008,19,77,26811,22516,-16.02%
일본,Yamagata-ken,Nagai-shi,JP06009,49,131,29473,26543,-9.94%
일본,Yamagata-ken,Tendo-shi,JP06010,104,274,62214,62140,-0.12%
일본,Yamagata-ken,Higashine-shi,JP06011,38,137,46414,47682,2.73%
일본,Yamagata-ken,Obanazawa-shi,JP06012,26,42,18955,14971,-21.02%
일본,Yamagata-ken,Nanyo-shi,JP06013,43,173,33658,30420,-9.62%
일본,Yamagata-ken,Yamanobe-machi,JP06014,19,99,15139,13725,-9.34%
일본,Yamagata-ken,Nakayama-machi,JP06015,18,43,12015,10746,-10.56%
일본,Yamagata-ken,Kahoku-cho,JP06016,36,121,19959,17641,-11.61%
일본,Yamagata-ken,Nishikawa-machi,JP06017,6,10,6270,4956,-20.96%
일본,Yamagata-ken,Asahi-machi,JP06018,1,19,7856,6366,-18.97%
일본,Yamagata-ken,Oe-machi,JP06019,12,117,9227,7646,-17.13%
일본,Yamagata-ken,Oishida-machi,JP06020,6,35,8160,6577,-19.40%
일본,Yamagata-ken,Kaneyama-machi,JP06021,12,16,6365,5071,-20.33%
일본,Yamagata-ken,Mogami-machi,JP06022,12,19,9847,8080,-17.94%
일본,Yamagata-ken,Funagata-machi,JP06023,0,12,6164,5007,-18.77%
일본,Yamagata-ken,Mamurogawa-machi,JP06024,5,23,9165,7203,-21.41%
일본,Yamagata-ken,Okura-mura,JP06025,0,4,3762,3028,-19.51%
일본,Yamagata-ken,Sakegawa-mura,JP06026,3,26,4862,3902,-19.74%
일본,Yamagata-ken,Tozawa-mura,JP06027,5,24,5304,4199,-20.83%
일본,Yamagata-ken,Takahata-machi,JP06028,41,106,25025,22463,-10.24%
일본,Yamagata-ken,Kawanishi-machi,JP06029,9,44,17313,14558,-15.91%
일본,Yamagata-ken,Oguni-machi,JP06030,9,18,8862,7107,-19.80%
일본,Yamagata-ken,Shirataka-machi,JP06031,13,68,15314,12890,-15.83%
일본,Yamagata-ken,Iide-machi,JP06032,2,17,7943,6613,-16.74%
일본,Yamagata-ken,Mikawa-machi,JP06033,7,43,7731,7601,-1.68%
일본,Yamagata-ken,Shonai-machi,JP06034,15,64,23158,20151,-12.98%
일본,Yamagata-ken,Yuza-machi,JP06035,12,45,15480,13032,-15.81%
일본,Fukushima-ken,Fukushima-shi,JP07001,388,1313,292590,282693,-3.38%
일본,Fukushima-ken,Aizuwakamatsu-shi,JP07002,238,512,126220,117376,-7.01%
일본,Fukushima-ken,Koriyama-shi,JP07003,626,1729,338712,327692,-3.25%
일본,Fukushima-ken,Iwaki-shi,JP07004,477,1371,342249,332931,-2.72%
일본,Fukushima-ken,Shirakawa-shi,JP07005,123,223,64704,59491,-8.06%
일본,Fukushima-ken,Sukagawa-shi,JP07006,100,341,79267,74992,-5.39%
일본,Fukushima-ken,Kitakata-shi,JP07007,91,245,52356,44760,-14.51%
일본,Fukushima-ken,Soma-shi,JP07008,50,145,37817,34865,-7.81%
일본,Fukushima-ken,Nihonmatsu-shi,JP07009,46,162,59871,53557,-10.55%
일본,Fukushima-ken,Tamura-shi,JP07010,25,135,40422,35169,-13.00%
일본,Fukushima-ken,Minamisoma-shi,JP07011,45,194,70878,59005,-16.75%
일본,Fukushima-ken,Date-shi,JP07012,51,188,66027,58240,-11.79%
일본,Fukushima-ken,Motomiya-shi,JP07013,29,100,31489,30236,-3.98%
일본,Fukushima-ken,Kori-machi,JP07014,16,32,12853,11459,-10.85%
일본,Fukushima-ken,Kunimi-machi,JP07015,3,17,10086,8639,-14.35%
일본,Fukushima-ken,Kawamata-machi,JP07016,10,38,15569,12170,-21.83%
일본,Fukushima-ken,Otama-mura,JP07017,7,65,8574,8900,3.80%
일본,Fukushima-ken,Kagamiishi-machi,JP07018,9,31,12815,12318,-3.88%
일본,Fukushima-ken,Tenei-mura,JP07019,3,24,6291,5194,-17.44%
일본,Fukushima-ken,Shimogo-machi,JP07020,8,16,6461,5264,-18.53%
일본,Fukushima-ken,Hinoemata-mura,JP07021,0,2,636,504,-20.75%
일본,Fukushima-ken,Tadami-machi,JP07022,2,15,4932,4044,-18.00%
일본,Fukushima-ken,Minamiaizu-machi,JP07023,27,52,17864,14451,-19.11%
일본,Fukushima-ken,Kitashiobara-mura,JP07024,2,8,3185,2556,-19.75%
일본,Fukushima-ken,Nishiaizu-machi,JP07025,10,24,7366,5770,-21.67%
일본,Fukushima-ken,Bandai-machi,JP07026,6,15,3761,3322,-11.67%
일본,Fukushima-ken,Inawashiro-machi,JP07027,36,55,15805,13552,-14.25%
일본,Fukushima-ken,Aizubange-machi,JP07028,31,56,17360,15068,-13.20%
일본,Fukushima-ken,Yugawa-mura,JP07029,6,11,3364,3081,-8.41%
일본,Fukushima-ken,Yanaizu-machi,JP07030,3,9,4009,3081,-23.15%
일본,Fukushima-ken,Mishima-machi,JP07031,0,7,1926,1452,-24.61%
일본,Fukushima-ken,Kaneyama-machi,JP07032,0,9,2462,1862,-24.37%
일본,Fukushima-ken,Showa-mura,JP07033,2,2,1500,1246,-16.93%
일본,Fukushima-ken,Aizumisato-machi,JP07034,19,76,22737,19014,-16.37%
일본,Fukushima-ken,Nishigo-mura,JP07035,24,151,19767,20808,5.27%
일본,Fukushima-ken,Izumizaki-mura,JP07036,1,30,6802,6213,-8.66%
일본,Fukushima-ken,Nakajima-mura,JP07037,20,65,5154,4885,-5.22%
일본,Fukushima-ken,Yabuki-machi,JP07038,14,56,18407,17287,-6.08%
일본,Fukushima-ken,Tanagura-machi,JP07039,33,66,15062,13343,-11.41%
일본,Fukushima-ken,Yamatsuri-machi,JP07040,4,25,6348,5392,-15.06%
일본,Fukushima-ken,Hanawa-machi,JP07041,9,28,9884,8302,-16.01%
일본,Fukushima-ken,Samegawa-mura,JP07042,8,9,3989,3049,-23.56%
일본,Fukushima-ken,Ishikawa-machi,JP07043,9,56,17775,14644,-17.61%
일본,Fukushima-ken,Tamakawa-mura,JP07044,10,16,7231,6392,-11.60%
일본,Fukushima-ken,Hirata-mura,JP07045,1,13,6921,5826,-15.82%
일본,Fukushima-ken,Asakawa-machi,JP07046,6,14,6888,6036,-12.37%
일본,Fukushima-ken,Furudono-machi,JP07047,0,7,6030,4825,-19.98%
일본,Fukushima-ken,Miharu-machi,JP07048,14,70,18191,17018,-6.45%
일본,Fukushima-ken,Ono-machi,JP07049,8,35,11202,9471,-15.45%
일본,Fukushima-ken,Hirono-machi,JP07050,0,7,5418,5412,-0.11%
일본,Fukushima-ken,Naraha-machi,JP07051,0,10,7700,3710,-51.82%
일본,Fukushima-ken,Tomioka-machi,JP07052,0,5,16001,2128,-86.70%
일본,Fukushima-ken,Kawauchi-mura,JP07053,0,5,2820,2044,-27.52%
일본,Fukushima-ken,Okuma-machi,JP07054,0,4,11515,847,-92.64%
일본,Fukushima-ken,Futaba-machi,JP07055,0,0,6932,0,-100.00%
일본,Fukushima-ken,Namie-machi,JP07056,0,1,20905,1923,-90.80%
일본,Fukushima-ken,Katsurao-mura,JP07057,0,2,1531,420,-72.57%
일본,Fukushima-ken,Shinchi-machi,JP07058,4,21,8224,7905,-3.88%
일본,Fukushima-ken,Iitate-mura,JP07059,0,3,6209,1318,-78.77%
일본,Ibaraki-ken,Mito-shi,JP08001,427,1146,268750,270685,0.72%
일본,Ibaraki-ken,Hitachi-shi,JP08002,239,482,193129,174508,-9.64%
일본,Ibaraki-ken,Tsuchiura-shi,JP08003,214,594,143839,142074,-1.23%
일본,Ibaraki-ken,Koga-shi,JP08004,290,598,142995,139344,-2.55%
일본,Ibaraki-ken,Ishioka-shi,JP08005,112,338,79687,73061,-8.32%
일본,Ibaraki-ken,Yuki-shi,JP08006,91,1089,52494,50645,-3.52%
일본,Ibaraki-ken,Ryugasaki-shi,JP08007,362,630,80334,76420,-4.87%
일본,Ibaraki-ken,Shimotsuma-shi,JP08008,66,155,44987,42521,-5.48%
일본,Ibaraki-ken,Joso-shi,JP08009,117,426,65320,60834,-6.87%
일본,Ibaraki-ken,Hitachiota-shi,JP08010,41,138,56250,48602,-13.60%
일본,Ibaraki-ken,Takahagi-shi,JP08011,49,102,31017,27699,-10.70%
일본,Ibaraki-ken,Kitaibaraki-shi,JP08012,52,121,47026,41801,-11.11%
일본,Ibaraki-ken,Kasama-shi,JP08013,402,444,79409,73173,-7.85%
일본,Ibaraki-ken,Toride-shi,JP08014,204,335,109651,104524,-4.68%
일본,Ibaraki-ken,Ushiku-shi,JP08015,414,1334,81684,84651,3.63%
일본,Ibaraki-ken,Tsukuba-shi,JP08016,341,1436,214590,241656,12.61%
일본,Ibaraki-ken,Hitachinaka-shi,JP08017,213,590,157060,156581,-0.30%
일본,Ibaraki-ken,Kashima-shi,JP08018,64,363,66093,66950,1.30%
일본,Ibaraki-ken,Itako-shi,JP08019,28,68,30534,27604,-9.60%
일본,Ibaraki-ken,Moriya-shi,JP08020,125,257,62482,68421,9.51%
일본,Ibaraki-ken,Hitachiomiya-shi,JP08021,35,116,45178,39267,-13.08%
일본,Ibaraki-ken,Naka-shi,JP08022,44,183,54240,53502,-1.36%
일본,Ibaraki-ken,Chikusei-shi,JP08023,243,941,108527,100753,-7.16%
일본,Ibaraki-ken,Bando-shi,JP08024,81,387,56114,52265,-6.86%
일본,Ibaraki-ken,Inashiki-shi,JP08025,127,479,46895,39039,-16.75%
일본,Ibaraki-ken,Kasumigaura-shi,JP08026,35,166,43553,40087,-7.96%
일본,Ibaraki-ken,Sakuragawa-shi,JP08027,24,118,45673,39122,-14.34%
일본,Ibaraki-ken,Kamisu-shi,JP08028,121,331,94795,95454,0.70%
일본,Ibaraki-ken,Namegata-shi,JP08029,30,120,37611,32185,-14.43%
일본,Ibaraki-ken,Hokota-shi,JP08030,59,206,50156,45953,-8.38%
일본,Ibaraki-ken,Tsukubamirai-shi,JP08031,67,191,44461,49872,12.17%
일본,Ibaraki-ken,Omitama-shi,JP08032,43,157,52279,48870,-6.52%
일본,Ibaraki-ken,Ibaraki-machi,JP08033,17,106,34513,31401,-9.02%
일본,Ibaraki-ken,Oarai-machi,JP08034,20,45,18328,15715,-14.26%
일본,Ibaraki-ken,Shirosato-machi,JP08035,12,37,21491,18097,-15.79%
일본,Ibaraki-ken,Tokai-mura,JP08036,29,101,37438,37891,1.21%
일본,Ibaraki-ken,Daigo-machi,JP08037,16,39,20073,15736,-21.61%
일본,Ibaraki-ken,Miho-mura,JP08038,95,632,17299,14602,-15.59%
일본,Ibaraki-ken,Ami-machi,JP08039,98,204,47940,48553,1.28%
일본,Ibaraki-ken,Kawachi-machi,JP08040,16,36,10172,8231,-19.08%
일본,Ibaraki-ken,Yachiyo-machi,JP08041,29,93,23106,21026,-9.00%
일본,Ibaraki-ken,Goka-machi,JP08042,8,19,9410,8093,-14.00%
일본,Ibaraki-ken,Sakai-machi,JP08043,37,85,25714,24201,-5.88%
일본,Ibaraki-ken,Tone-machi,JP08044,44,97,17473,15340,-12.21%
일본,Tochigi-ken,Utsunomiya-shi,JP09001,1243,3300,511739,518757,1.37%
일본,Tochigi-ken,Ashikaga-shi,JP09002,222,637,154530,144746,-6.33%
일본,Tochigi-ken,Tochigi-shi,JP09003,282,601,164024,155549,-5.17%
일본,Tochigi-ken,Sano-shi,JP09004,208,479,121249,116228,-4.14%
일본,Tochigi-ken,Kanuma-shi,JP09005,142,409,102348,94033,-8.12%
일본,Tochigi-ken,Nikko-shi,JP09006,205,507,90066,77661,-13.77%
일본,Tochigi-ken,Oyama-shi,JP09007,324,956,164454,166666,1.35%
일본,Tochigi-ken,Moka-shi,JP09008,326,457,82289,78190,-4.98%
일본,Tochigi-ken,Ohtawara-shi,JP09009,226,668,77729,72087,-7.26%
일본,Tochigi-ken,Yaita-shi,JP09010,65,170,35343,31165,-11.82%
일본,Tochigi-ken,Nasushiobara-shi,JP09011,200,480,117812,115210,-2.21%
일본,Tochigi-ken,Sakura-shi,JP09012,212,472,44768,44513,-0.57%
일본,Tochigi-ken,Nasukarasuyama-shi,JP09013,47,107,29206,24875,-14.83%
일본,Tochigi-ken,Shimotsuke-shi,JP09014,236,463,59483,59507,0.04%
일본,Tochigi-ken,Kaminokawa-machi,JP09015,61,159,31621,30806,-2.58%
일본,Tochigi-ken,Mashiko-machi,JP09016,19,75,24348,21898,-10.06%
일본,Tochigi-ken,Motegi-machi,JP09017,19,41,15018,11891,-20.82%
일본,Tochigi-ken,Ichikai-machi,JP09018,18,35,12094,11262,-6.88%
일본,Tochigi-ken,Haga-machi,JP09019,19,46,16030,14961,-6.67%
일본,Tochigi-ken,Mibu-machi,JP09020,121,684,39605,39474,-0.33%
일본,Tochigi-ken,Nogi-machi,JP09021,48,142,25720,24913,-3.14%
일본,Tochigi-ken,Shioya-machi,JP09022,10,41,12560,10354,-17.56%
일본,Tochigi-ken,Takanezawa-machi,JP09023,42,84,30436,29229,-3.97%
일본,Tochigi-ken,Nasu-machi,JP09024,50,123,26765,23956,-10.50%
일본,Tochigi-ken,Nakagawa-machi,JP09025,26,32,18446,15215,-17.52%
일본,Gumma-ken,Maebashi-shi,JP10001,738,1842,340291,332149,-2.39%
