CNTRY,admin1,admin2,CITYID,hlth10,hlth20,pop10,pop20,rate
일본,Gumma-ken,Takasaki-shi,JP10002,750,2577,371302,372973,0.45%
일본,Gumma-ken,Kiryu-shi,JP10003,132,555,121704,106445,-12.54%
일본,Gumma-ken,Isesaki-shi,JP10004,262,971,207221,211850,2.23%
일본,Gumma-ken,Ota-shi,JP10005,263,837,216465,223014,3.03%
일본,Gumma-ken,Numata-shi,JP10006,77,225,51265,45337,-11.56%
일본,Gumma-ken,Tatebayashi-shi,JP10007,110,363,78608,75309,-4.20%
일본,Gumma-ken,Shibukawa-shi,JP10008,102,436,83330,74581,-10.50%
일본,Gumma-ken,Fujioka-shi,JP10009,207,462,67975,63261,-6.93%
일본,Gumma-ken,Tomioka-shi,JP10010,191,473,52070,47446,-8.88%
일본,Gumma-ken,Annaka-shi,JP10011,82,289,61077,54907,-10.10%
일본,Gumma-ken,Midori-shi,JP10012,78,315,51899,49648,-4.34%
일본,Gumma-ken,Shinto-mura,JP10013,2,35,14370,14216,-1.07%
일본,Gumma-ken,Yoshioka-machi,JP10014,27,99,19801,21792,10.06%
일본,Gumma-ken,Ueno-mura,JP10015,0,4,1306,1128,-13.63%
일본,Gumma-ken,Kanna-machi,JP10016,3,3,2352,1645,-30.06%
일본,Gumma-ken,Shimonita-machi,JP10017,4,57,8911,6576,-26.20%
일본,Gumma-ken,Nammoku-mura,JP10018,2,8,2423,1611,-33.51%
일본,Gumma-ken,Kanra-machi,JP10019,16,66,13618,12491,-8.28%
일본,Gumma-ken,Nakanojo-machi,JP10020,49,90,18216,15386,-15.54%
일본,Gumma-ken,Naganohara-machi,JP10021,10,42,6017,5095,-15.32%
일본,Gumma-ken,Tsumagoi-mura,JP10022,4,26,10183,8850,-13.09%
일본,Gumma-ken,Kusatsu-machi,JP10023,12,16,7160,6049,-15.52%
일본,Gumma-ken,Takayama-mura,JP10024,5,7,3911,3511,-10.23%
일본,Gumma-ken,Higashiagatsuma-machi,JP10025,23,44,15622,12728,-18.53%
일본,Gumma-ken,Katashina-mura,JP10026,2,11,4904,3993,-18.58%
일본,Gumma-ken,Kawaba-mura,JP10027,4,16,3898,3480,-10.72%
일본,Gumma-ken,Showa-mura,JP10028,4,22,7620,6953,-8.75%
일본,Gumma-ken,Minakami-machi,JP10029,42,125,21345,17195,-19.44%
일본,Gumma-ken,Tamamura-machi,JP10030,44,114,37536,36054,-3.95%
일본,Gumma-ken,Itakura-machi,JP10031,17,48,15706,14083,-10.33%
일본,Gumma-ken,Meiwa-machi,JP10032,4,14,11209,10882,-2.92%
일본,Gumma-ken,Chiyoda-machi,JP10033,11,22,11473,10861,-5.33%
일본,Gumma-ken,Oizumi-machi,JP10034,50,122,40257,42089,4.55%
일본,Gumma-ken,Ora-machi,JP10035,18,66,27023,25522,-5.55%
일본,Saitama-ken,Saitama-shi,JP11001,2068,5931,1222434,1324025,8.31%
일본,Saitama-ken,Kawagoe-shi,JP11002,582,1611,342670,354571,3.47%
일본,Saitama-ken,Kumagaya-shi,JP11003,575,1371,203180,194415,-4.31%
일본,Saitama-ken,Kawaguchi-shi,JP11004,700,1838,561506,594274,5.84%
일본,Saitama-ken,Gyoda-shi,JP11005,152,306,85786,78617,-8.36%
일본,Saitama-ken,Chichibu-shi,JP11006,110,376,66955,59674,-10.87%
일본,Saitama-ken,Tokorozawa-shi,JP11007,408,1123,341924,342464,0.16%
일본,Saitama-ken,Hanno-shi,JP11008,134,281,83549,80361,-3.82%
일본,Saitama-ken,Kazo-shi,JP11009,152,313,115002,111623,-2.94%
일본,Saitama-ken,Honjo-shi,JP11010,142,440,81889,78569,-4.05%
일본,Saitama-ken,Higashimatsuyama-shi,JP11011,178,754,90099,91791,1.88%
일본,Saitama-ken,Kasukabe-shi,JP11012,376,877,237171,229792,-3.11%
일본,Saitama-ken,Sayama-shi,JP11013,241,616,155727,148699,-4.51%
일본,Saitama-ken,Hanyu-shi,JP11014,67,187,56204,52862,-5.95%
일본,Saitama-ken,Konosu-shi,JP11015,192,563,119639,116828,-2.35%
일본,Saitama-ken,Fukaya-shi,JP11016,162,620,144618,141268,-2.32%
일본,Saitama-ken,Ageo-shi,JP11017,407,978,223926,226940,1.35%
일본,Saitama-ken,Soka-shi,JP11018,272,773,243855,248304,1.82%
일본,Saitama-ken,Koshigaya-shi,JP11019,513,1063,326313,341621,4.69%
일본,Saitama-ken,Warabi-shi,JP11020,105,234,71502,74283,3.89%
일본,Saitama-ken,Toda-shi,JP11021,154,415,123079,140899,14.48%
일본,Saitama-ken,Iruma-shi,JP11022,403,599,149872,145651,-2.82%
일본,Saitama-ken,Asaka-shi,JP11023,124,441,129691,141083,8.78%
일본,Saitama-ken,Shiki-shi,JP11024,73,222,69611,75346,8.24%
일본,Saitama-ken,Wako-shi,JP11025,52,217,80745,83989,4.02%
일본,Saitama-ken,Niiza-shi,JP11026,161,406,158777,166017,4.56%
일본,Saitama-ken,Okegawa-shi,JP11027,132,289,74711,74748,0.05%
일본,Saitama-ken,Kuki-shi,JP11028,395,965,154310,150582,-2.42%
일본,Saitama-ken,Kitamoto-shi,JP11029,75,206,68888,65201,-5.35%
일본,Saitama-ken,Yashio-shi,JP11030,99,520,82977,93363,12.52%
일본,Saitama-ken,Fujimi-shi,JP11031,202,428,106736,111859,4.80%
일본,Saitama-ken,Misato-shi,JP11032,147,403,131415,142145,8.16%
일본,Saitama-ken,Hasuda-shi,JP11033,88,216,63309,61499,-2.86%
일본,Saitama-ken,Sakado-shi,JP11034,135,330,101700,100275,-1.40%
일본,Saitama-ken,Satte-shi,JP11035,129,236,54012,50066,-7.31%
일본,Saitama-ken,Tsurugashima-shi,JP11036,98,262,69990,70117,0.18%
일본,Saitama-ken,Hidaka-shi,JP11037,70,220,57473,54571,-5.05%
일본,Saitama-ken,Yoshikawa-shi,JP11038,82,207,65298,71979,10.23%
일본,Saitama-ken,Fujimino-shi,JP11039,143,323,105695,113597,7.48%
일본,Saitama-ken,Shiraoka-shi,JP11040,161,520,50272,52214,3.86%
일본,Saitama-ken,Ina-machi,JP11041,92,130,42494,44841,5.52%
일본,Saitama-ken,Miyoshi-machi,JP11042,20,86,38706,38434,-0.70%
일본,Saitama-ken,Moroyama-machi,JP11043,50,122,39054,35366,-9.44%
일본,Saitama-ken,Ogose-machi,JP11044,20,29,12537,11029,-12.03%
일본,Saitama-ken,Namegawa-machi,JP11045,13,72,17323,19732,13.91%
일본,Saitama-ken,Ranzan-machi,JP11046,47,77,18887,17889,-5.28%
일본,Saitama-ken,Ogawa-machi,JP11047,54,118,32913,28524,-13.34%
일본,Saitama-ken,Kawajima-machi,JP11048,58,159,22147,19378,-12.50%
일본,Saitama-ken,Yoshimi-machi,JP11049,148,121,21079,18192,-13.70%
일본,Saitama-ken,Hatoyama-machi,JP11050,39,37,15305,13560,-11.40%
일본,Saitama-ken,Tokigawa-machi,JP11051,11,41,12418,10540,-15.12%
일본,Saitama-ken,Yokoze-machi,JP11052,9,23,9039,7979,-11.73%
일본,Saitama-ken,Minano-machi,JP11053,16,38,10888,9302,-14.57%
일본,Saitama-ken,Nagatoro-machi,JP11054,11,26,7908,6807,-13.92%
일본,Saitama-ken,Ogano-machi,JP11055,24,69,13436,10928,-18.67%
일본,Saitama-ken,Higashichichibu-mura,JP11056,2,6,3348,2709,-19.09%
일본,Saitama-ken,Misato-machi,JP11057,19,84,11605,11039,-4.88%
일본,Saitama-ken,Kamikawa-machi,JP11058,18,55,14470,13359,-7.68%
일본,Saitama-ken,Kamisato-machi,JP11059,78,196,30998,30343,-2.11%
일본,Saitama-ken,Yorii-machi,JP11060,27,120,35774,32374,-9.50%
일본,Saitama-ken,Miyashiro-machi,JP11061,48,252,33641,34147,1.50%
일본,Saitama-ken,Sugito-machi,JP11062,55,115,46923,43845,-6.56%
일본,Saitama-ken,Matsubushi-machi,JP11063,30,60,31153,28266,-9.27%
일본,Chiba-ken,Chiba-shi,JP12001,1161,3341,961749,974951,1.37%
일본,Chiba-ken,Choshi-shi,JP12002,126,247,70210,58431,-16.78%
일본,Chiba-ken,Ichikawa-shi,JP12003,497,1317,473919,496676,4.80%
일본,Chiba-ken,Funabashi-shi,JP12004,638,1750,609040,642907,5.56%
일본,Chiba-ken,Tateyama-shi,JP12005,273,668,49290,45153,-8.39%
일본,Chiba-ken,Kisarazu-shi,JP12006,168,582,129312,136166,5.30%
일본,Chiba-ken,Matsudo-shi,JP12007,655,2026,484457,498232,2.84%
일본,Chiba-ken,Noda-shi,JP12008,835,2524,155491,152638,-1.83%
일본,Chiba-ken,Mobara-shi,JP12009,174,657,93015,86782,-6.70%
일본,Chiba-ken,Narita-shi,JP12010,156,581,128933,132906,3.08%
일본,Chiba-ken,Sakura-shi,JP12011,457,1007,172183,168743,-2.00%
일본,Chiba-ken,Togane-shi,JP12012,126,452,61751,58219,-5.72%
일본,Chiba-ken,Asahi-shi,JP12013,129,458,69058,63745,-7.69%
일본,Chiba-ken,Narashino-shi,JP12014,185,478,164530,176197,7.09%
일본,Chiba-ken,Kashiwa-shi,JP12015,631,1710,404012,426468,5.56%
일본,Chiba-ken,Katsuura-shi,JP12016,36,71,20788,16927,-18.57%
일본,Chiba-ken,Ichihara-shi,JP12017,515,1415,280416,269524,-3.88%
일본,Chiba-ken,Nagareyama-shi,JP12018,166,575,163984,199849,21.87%
일본,Chiba-ken,Yachiyo-shi,JP12019,360,730,189781,199498,5.12%
일본,Chiba-ken,Abiko-shi,JP12020,258,564,134017,130510,-2.62%
일본,Chiba-ken,Kamogawa-shi,JP12021,160,494,35766,32116,-10.21%
일본,Chiba-ken,Kamagaya-shi,JP12022,148,423,107853,109932,1.93%
일본,Chiba-ken,Kimitsu-shi,JP12023,135,260,89168,82206,-7.81%
일본,Chiba-ken,Futtsu-shi,JP12024,87,307,48073,42465,-11.67%
일본,Chiba-ken,Urayasu-shi,JP12025,155,438,164877,171362,3.93%
일본,Chiba-ken,Yotsukaido-shi,JP12026,176,513,86726,93576,7.90%
일본,Chiba-ken,Sodegaura-shi,JP12027,47,295,60355,63883,5.85%
일본,Chiba-ken,Yachimata-shi,JP12028,249,678,73212,67455,-7.86%
일본,Chiba-ken,Inzai-shi,JP12029,126,571,88176,102609,16.37%
일본,Chiba-ken,Shiroi-shi,JP12030,90,309,60345,62441,3.47%
일본,Chiba-ken,Tomisato-shi,JP12031,55,184,51087,49735,-2.65%
일본,Chiba-ken,Minamiboso-shi,JP12032,84,217,42104,35831,-14.90%
일본,Chiba-ken,Sosa-shi,JP12033,83,160,39814,35040,-11.99%
일본,Chiba-ken,Katori-shi,JP12034,177,447,82866,72356,-12.68%
일본,Chiba-ken,Sammu-shi,JP12035,40,258,56089,48444,-13.63%
일본,Chiba-ken,Isumi-shi,JP12036,65,275,40962,35544,-13.23%
일본,Chiba-ken,Oamishirasato-shi,JP12037,151,363,50113,48129,-3.96%
일본,Chiba-ken,Shisui-machi,JP12038,18,93,21234,20745,-2.30%
일본,Chiba-ken,Sakae-machi,JP12039,27,80,22580,20127,-10.86%
일본,Chiba-ken,Kozaki-machi,JP12040,19,36,6454,5816,-9.89%
일본,Chiba-ken,Tako-machi,JP12041,27,69,16002,13735,-14.17%
일본,Chiba-ken,Tonosho-machi,JP12042,12,40,15154,13228,-12.71%
일본,Chiba-ken,Kujukuri-machi,JP12043,30,111,18004,14639,-18.69%
일본,Chiba-ken,Shibayama-machi,JP12044,6,22,7920,7033,-11.20%
일본,Chiba-ken,Yokoshibahikari-machi,JP12045,43,105,24675,22075,-10.54%
일본,Chiba-ken,Ichinomiya-machi,JP12046,19,164,12034,11897,-1.14%
일본,Chiba-ken,Mutsuzawa-machi,JP12047,4,25,7340,6760,-7.90%
일본,Chiba-ken,Chosei-mura,JP12048,59,654,14752,13803,-6.43%
일본,Chiba-ken,Shirako-machi,JP12049,18,77,12151,10305,-15.19%
일본,Chiba-ken,Nagara-machi,JP12050,9,14,8035,6721,-16.35%
일본,Chiba-ken,Chonan-machi,JP12051,9,37,9073,7198,-20.67%
일본,Chiba-ken,Otaki-machi,JP12052,17,52,10671,8885,-16.74%
일본,Chiba-ken,Onjuku-machi,JP12053,20,117,7738,6874,-11.17%
일본,Chiba-ken,Kyonan-machi,JP12054,10,87,8950,6993,-21.87%
일본,Tokyo-to,Chiyoda-ku,JP13001,498,1215,47115,66680,41.53%
일본,Tokyo-to,Chuo-ku,JP13002,362,1490,122762,169179,37.81%
일본,Tokyo-to,Minato-ku,JP13003,553,2038,205131,260486,26.99%
일본,Tokyo-to,Shinjuku-ku,JP13004,805,1962,326309,349385,7.07%
일본,Tokyo-to,Bunkyo-ku,JP13005,431,993,206626,240069,16.19%
일본,Tokyo-to,Taito-ku,JP13006,227,1017,175928,211444,20.19%
일본,Tokyo-to,Sumida-ku,JP13007,220,1055,247606,272085,9.89%
일본,Tokyo-to,Koto-ku,JP13008,288,1523,460819,524310,13.78%
일본,Tokyo-to,Shinagawa-ku,JP13009,400,1542,365302,422488,15.65%
일본,Tokyo-to,Meguro-ku,JP13010,341,1174,268330,288088,7.36%
일본,Tokyo-to,Ota-ku,JP13011,533,2491,693373,748081,7.89%
일본,Tokyo-to,Setagaya-ku,JP13012,942,3403,877138,943664,7.58%
일본,Tokyo-to,Shibuya-ku,JP13013,686,1737,204492,243883,19.26%
일본,Tokyo-to,Nakano-ku,JP13014,410,1207,314750,344880,9.57%
일본,Tokyo-to,Suginami-ku,JP13015,751,2180,549569,591108,7.56%
일본,Tokyo-to,Toshima-ku,JP13016,559,1471,284678,301599,5.94%
일본,Tokyo-to,Kita-ku,JP13017,318,1161,335544,355213,5.86%
일본,Tokyo-to,Arakawa-ku,JP13018,170,746,203296,217475,6.97%
일본,Tokyo-to,Itabashi-ku,JP13019,505,1876,535824,584483,9.08%
일본,Tokyo-to,Nerima-ku,JP13020,754,2576,716124,752608,5.09%
일본,Tokyo-to,Adachi-ku,JP13021,482,2060,683426,695043,1.70%
일본,Tokyo-to,Katsushika-ku,JP13022,361,1525,442586,453093,2.37%
일본,Tokyo-to,Edogawa-ku,JP13023,456,1802,678967,697932,2.79%
일본,Tokyo-to,Hachioji-shi,JP13024,745,2000,580053,579355,-0.12%
일본,Tokyo-to,Tachikawa-shi,JP13025,268,714,179668,183581,2.18%
일본,Tokyo-to,Musashino-shi,JP13026,351,807,138734,150149,8.23%
일본,Tokyo-to,Mitaka-shi,JP13027,192,629,186083,195391,5.00%
일본,Tokyo-to,Ome-shi,JP13028,160,449,139339,133535,-4.17%
일본,Tokyo-to,Fuchu-shi,JP13029,275,817,255506,262790,2.85%
일본,Tokyo-to,Akishima-shi,JP13030,149,377,112297,113949,1.47%
일본,Tokyo-to,Chofu-shi,JP13031,284,842,223593,242614,8.51%
일본,Tokyo-to,Machida-shi,JP13032,621,1456,426987,431079,0.96%
일본,Tokyo-to,Koganei-shi,JP13033,141,424,118852,126074,6.08%
일본,Tokyo-to,Kodaira-shi,JP13034,232,594,187035,198739,6.26%
일본,Tokyo-to,Hino-shi,JP13035,344,1026,180052,190435,5.77%
일본,Tokyo-to,Higashimurayama-shi,JP13036,134,473,153557,151815,-1.13%
일본,Tokyo-to,Kokubunji-shi,JP13037,179,481,120650,129242,7.12%
일본,Tokyo-to,Kunitachi-shi,JP13038,164,373,75510,77130,2.15%
일본,Tokyo-to,Fussa-shi,JP13039,101,246,59796,56414,-5.66%
일본,Tokyo-to,Komae-shi,JP13040,72,226,78751,84772,7.65%
일본,Tokyo-to,Higashiyamato-shi,JP13041,107,271,83068,83901,1.00%
일본,Tokyo-to,Kiyose-shi,JP13042,80,270,74104,76208,2.84%
일본,Tokyo-to,Higashikurume-shi,JP13043,129,383,116546,115271,-1.09%
일본,Tokyo-to,Musashimurayama-shi,JP13044,59,171,70053,70829,1.11%
일본,Tokyo-to,Tama-shi,JP13045,139,473,147648,146951,-0.47%
일본,Tokyo-to,Inagi-shi,JP13046,154,433,84835,93151,9.80%
일본,Tokyo-to,Hamura-shi,JP13047,91,180,57032,54326,-4.74%
일본,Tokyo-to,Akiruno-shi,JP13048,118,355,80868,79292,-1.95%
일본,Tokyo-to,Nishitokyo-shi,JP13049,236,667,196511,207388,5.54%
일본,Tokyo-to,Mizuho-machi,JP13050,56,279,33497,31765,-5.17%
일본,Tokyo-to,Hinode-machi,JP13051,14,69,16650,16958,1.85%
일본,Tokyo-to,Hinohara-mura,JP13052,1,10,2558,2003,-21.70%
일본,Tokyo-to,Okutama-machi,JP13053,2,16,6045,4750,-21.42%
일본,Tokyo-to,Oshima-machi,JP13054,12,32,8461,7102,-16.06%
일본,Tokyo-to,Toshima-mura,JP13055,0,1,341,327,-4.11%
일본,Tokyo-to,Niijima-mura,JP13056,1,26,2883,2441,-15.33%
일본,Tokyo-to,Kouzushima-mura,JP13057,2,1,1889,1855,-1.80%
일본,Tokyo-to,Miyake-mura,JP13058,1,7,2676,2273,-15.06%
일본,Tokyo-to,Mikurajima-mura,JP13059,0,2,348,323,-7.18%
일본,Tokyo-to,Hachijo-machi,JP13060,21,103,8231,7042,-14.45%
일본,Tokyo-to,Aogashima-mura,JP13061,0,0,201,169,-15.92%
일본,Tokyo-to,Ogasawara-mura,JP13062,96,254,2785,2929,5.17%
일본,Kanagawa-ken,Yokohama-shi,JP14001,4230,14101,3688773,3777491,2.41%
일본,Kanagawa-ken,Kawasaki-shi,JP14002,1397,5101,1425512,1538262,7.91%
일본,Kanagawa-ken,Sagamihara-shi,JP14003,1113,2540,717544,725493,1.11%
일본,Kanagawa-ken,Yokosuka-shi,JP14004,477,1395,418325,388078,-7.23%
일본,Kanagawa-ken,Hiratsuka-shi,JP14005,337,930,260780,258422,-0.90%
일본,Kanagawa-ken,Kamakura-shi,JP14006,415,946,174314,172710,-0.92%
일본,Kanagawa-ken,Fujisawa-shi,JP14007,684,2024,409657,436905,6.65%
일본,Kanagawa-ken,Odawara-shi,JP14008,456,1157,198327,188856,-4.78%
일본,Kanagawa-ken,Chigasaki-shi,JP14009,349,942,235081,242389,3.11%
일본,Kanagawa-ken,Zushi-shi,JP14010,101,264,58302,57060,-2.13%
일본,Kanagawa-ken,Miura-shi,JP14011,46,147,48352,42069,-12.99%
일본,Kanagawa-ken,Hadano-shi,JP14012,345,1091,170145,162439,-4.53%
일본,Kanagawa-ken,Atsugi-shi,JP14013,399,1082,224420,223705,-0.32%
일본,Kanagawa-ken,Yamato-shi,JP14014,311,787,228186,239169,4.81%
일본,Kanagawa-ken,Isehara-shi,JP14015,167,421,101039,101780,0.73%
일본,Kanagawa-ken,Ebina-shi,JP14016,150,455,127707,136516,6.90%
일본,Kanagawa-ken,Zama-shi,JP14017,119,336,129436,132325,2.23%
일본,Kanagawa-ken,Minamiashigara-shi,JP14018,152,341,44020,40841,-7.22%
일본,Kanagawa-ken,Ayase-shi,JP14019,82,184,83167,83913,0.90%
일본,Kanagawa-ken,Hayama-machi,JP14020,34,85,32766,31665,-3.36%
일본,Kanagawa-ken,Samukawa-machi,JP14021,189,190,47672,48348,1.42%
일본,Kanagawa-ken,Oiso-machi,JP14022,74,90,33032,31634,-4.23%
일본,Kanagawa-ken,Ninomiya-machi,JP14023,129,190,29522,27564,-6.63%
일본,Kanagawa-ken,Nakai-machi,JP14024,19,283,10010,9300,-7.09%
일본,Kanagawa-ken,Oi-machi,JP14025,13,46,17972,17129,-4.69%
일본,Kanagawa-ken,Matsuda-machi,JP14026,77,274,11676,10836,-7.19%
일본,Kanagawa-ken,Yamakita-machi,JP14027,47,75,11764,9761,-17.03%
일본,Kanagawa-ken,Kaisei-machi,JP14028,27,158,16369,18329,11.97%
일본,Kanagawa-ken,Hakone-machi,JP14029,35,33,13853,11293,-18.48%
일본,Kanagawa-ken,Manazuru-machi,JP14030,18,128,8212,6722,-18.14%
일본,Kanagawa-ken,Yugawara-machi,JP14031,55,120,26848,23426,-12.75%
일본,Kanagawa-ken,Aikawa-machi,JP14032,39,137,42089,39869,-5.27%
일본,Kanagawa-ken,Kiyokawa-mura,JP14033,2,9,3459,3038,-12.17%
일본,Niigata-ken,Niigata-shi,JP15001,1495,4139,811901,789275,-2.79%
일본,Niigata-ken,Nagaoka-shi,JP15002,417,1254,282674,266936,-5.57%
일본,Niigata-ken,Sanjo-shi,JP15003,159,459,102292,94642,-7.48%
일본,Niigata-ken,Kashiwazaki-shi,JP15004,140,282,91451,81526,-10.85%
일본,Niigata-ken,Shibata-shi,JP15005,150,406,101202,94927,-6.20%
일본,Niigata-ken,Ojiya-shi,JP15006,48,128,38600,34096,-11.67%
일본,Niigata-ken,Kamo-shi,JP15007,44,62,29762,25441,-14.52%
일본,Niigata-ken,Tokamachi-shi,JP15008,97,251,58911,49820,-15.43%
일본,Niigata-ken,Mitsuke-shi,JP15009,54,158,41862,39237,-6.27%
일본,Niigata-ken,Murakami-shi,JP15010,117,230,66427,57418,-13.56%
일본,Niigata-ken,Tsubame-shi,JP15011,258,618,81876,77201,-5.71%
일본,Niigata-ken,Itoigawa-shi,JP15012,106,401,47702,40765,-14.54%
일본,Niigata-ken,Myoko-shi,JP15013,58,142,35457,30383,-14.31%
일본,Niigata-ken,Gosen-shi,JP15014,79,171,54550,47625,-12.69%
일본,Niigata-ken,Joetsu-shi,JP15015,283,889,203899,188047,-7.77%
일본,Niigata-ken,Agano-shi,JP15016,67,198,45560,40696,-10.68%
일본,Niigata-ken,Sado-shi,JP15017,188,746,62727,51492,-17.91%
일본,Niigata-ken,Uonuma-shi,JP15018,74,210,40361,34483,-14.56%
일본,Niigata-ken,Minamiuonuma-shi,JP15019,96,273,61624,54851,-10.99%
일본,Niigata-ken,Tainai-shi,JP15020,56,96,31424,28509,-9.28%
일본,Niigata-ken,Seiro-machi,JP15021,29,83,13724,14259,3.90%
일본,Niigata-ken,Yahiko-mura,JP15022,10,41,8582,7705,-10.22%
일본,Niigata-ken,Tagami-machi,JP15023,77,101,12791,11227,-12.23%
일본,Niigata-ken,Aga-machi,JP15024,10,35,13303,9965,-25.09%
일본,Niigata-ken,Izumozaki-machi,JP15025,2,17,4907,4113,-16.18%
일본,Niigata-ken,Yuzawa-machi,JP15026,12,23,8396,7767,-7.49%
일본,Niigata-ken,Tsunan-machi,JP15027,7,26,10881,8989,-17.39%
일본,Niigata-ken,Kariwa-mura,JP15028,8,8,4800,4380,-8.75%
일본,Niigata-ken,Sekikawa-mura,JP15029,8,26,6438,5144,-20.10%
일본,Niigata-ken,Awashimaura-mura,JP15030,0,1,366,353,-3.55%
일본,Toyama-ken,Toyama-shi,JP16001,1059,2693,421953,413938,-1.90%
일본,Toyama-ken,Takaoka-shi,JP16002,329,868,176061,166393,-5.49%
일본,Toyama-ken,Uozu-shi,JP16003,160,302,44959,40535,-9.84%
일본,Toyama-ken,Himi-shi,JP16004,110,208,51726,43950,-15.03%
일본,Toyama-ken,Namerikawa-shi,JP16005,72,179,33676,32349,-3.94%
일본,Toyama-ken,Kurobe-shi,JP16006,75,437,41852,39638,-5.29%
일본,Toyama-ken,Tonami-shi,JP16007,82,258,49410,48154,-2.54%
일본,Toyama-ken,Oyabe-shi,JP16008,48,187,32067,28983,-9.62%
일본,Toyama-ken,Nanto-shi,JP16009,206,365,54724,47937,-12.40%
일본,Toyama-ken,Imizu-shi,JP16010,266,516,93588,90742,-3.04%
일본,Toyama-ken,Funahashi-mura,JP16011,3,9,2967,3132,5.56%
일본,Toyama-ken,Kamiichi-machi,JP16012,75,137,21965,19351,-11.90%
일본,Toyama-ken,Tateyama-machi,JP16013,82,278,27466,24792,-9.74%
일본,Toyama-ken,Nyuzen-machi,JP16014,64,169,27182,23839,-12.30%
일본,Toyama-ken,Asahi-machi,JP16015,80,134,13651,11081,-18.83%
일본,Ishikawa-ken,Kanazawa-shi,JP17001,982,1921,462361,463254,0.19%
일본,Ishikawa-ken,Nanao-shi,JP17002,135,273,57900,50300,-13.13%
일본,Ishikawa-ken,Komatsu-shi,JP17003,193,466,108433,106216,-2.04%
일본,Ishikawa-ken,Wajima-shi,JP17004,32,98,29858,24608,-17.58%
일본,Ishikawa-ken,Suzu-shi,JP17005,31,43,16300,12929,-20.68%
일본,Ishikawa-ken,Kaga-shi,JP17006,97,341,71887,63220,-12.06%
일본,Ishikawa-ken,Hakui-shi,JP17007,41,102,23032,20407,-11.40%
일본,Ishikawa-ken,Kahoku-shi,JP17008,107,243,34651,34889,0.69%
일본,Ishikawa-ken,Hakusan-shi,JP17009,156,390,110459,110408,-0.05%
일본,Ishikawa-ken,Nomi-shi,JP17010,85,128,48680,48523,-0.32%
일본,Ishikawa-ken,Nonoichi-shi,JP17011,71,233,51885,57238,10.32%
일본,Ishikawa-ken,Kawakita-machi,JP17012,18,14,6147,6135,-0.20%
일본,Ishikawa-ken,Tsubata-machi,JP17013,101,202,36940,36957,0.05%
일본,Ishikawa-ken,Uchinada-machi,JP17014,48,76,26927,26574,-1.31%
일본,Ishikawa-ken,Shika-machi,JP17015,30,70,22216,18630,-16.14%
일본,Ishikawa-ken,Hodatsushimizu-cho,JP17016,7,51,14277,12121,-15.10%
일본,Ishikawa-ken,Nakanoto-machi,JP17017,29,68,18535,16540,-10.76%
일본,Ishikawa-ken,Anamizu-machi,JP17018,14,39,9735,7890,-18.95%
일본,Ishikawa-ken,Noto-cho,JP17019,37,145,19565,15687,-19.82%
일본,Fukui-ken,Fukui-shi,JP18001,475,1243,266796,262328,-1.67%
일본,Fukui-ken,Tsuruga-shi,JP18002,90,593,67760,64264,-5.16%
일본,Fukui-ken,Obama-shi,JP18003,43,97,31340,28991,-7.50%
일본,Fukui-ken,Ono-shi,JP18004,38,276,35291,31286,-11.35%
일본,Fukui-ken,Katsuyama-shi,JP18005,28,74,25466,22150,-13.02%
일본,Fukui-ken,Sabae-shi,JP18006,82,236,67450,68302,1.26%
일본,Fukui-ken,Awara-shi,JP18007,36,92,29989,27524,-8.22%
일본,Fukui-ken,Echizen-shi,JP18008,143,306,85614,80611,-5.84%
일본,Fukui-ken,Sakai-shi,JP18009,112,263,91900,88481,-3.72%
일본,Fukui-ken,Eiheiji-cho,JP18010,37,60,20647,18965,-8.15%
일본,Fukui-ken,Ikeda-cho,JP18011,2,5,3046,2423,-20.45%
일본,Fukui-ken,Minamiechizen-cho,JP18012,15,39,11551,10002,-13.41%
일본,Fukui-ken,Echizen-cho,JP18013,39,129,23160,20118,-13.13%
일본,Fukui-ken,Mihama-cho,JP18014,10,28,10563,9179,-13.10%
일본,Fukui-ken,Takahama-cho,JP18015,22,24,11062,10326,-6.65%
일본,Fukui-ken,Ohi-cho,JP18016,15,24,8580,7910,-7.81%
일본,Fukui-ken,Wakasa-cho,JP18017,13,47,16099,14003,-13.02%
일본,Yamanashi-ken,Kofu-shi,JP19001,380,918,198992,189591,-4.72%
일본,Yamanashi-ken,Fujiyoshida-shi,JP19002,170,274,50619,46530,-8.08%
일본,Yamanashi-ken,Tsuru-shi,JP19003,94,141,33588,31016,-7.66%
일본,Yamanashi-ken,Yamanashi-shi,JP19004,221,787,36832,33435,-9.22%
일본,Yamanashi-ken,Otsuki-shi,JP19005,65,111,28120,22512,-19.94%
일본,Yamanashi-ken,Nirasaki-shi,JP19006,35,108,32477,29067,-10.50%
일본,Yamanashi-ken,Minamiarupusu-shi,JP19007,134,359,72635,69459,-4.37%
일본,Yamanashi-ken,Hokuto-shi,JP19008,101,256,46968,44053,-6.21%
일본,Yamanashi-ken,Kai-shi,JP19009,177,381,73807,75313,2.04%
일본,Yamanashi-ken,Fuefuki-shi,JP19010,94,339,70529,66947,-5.08%
일본,Yamanashi-ken,Uenohara-shi,JP19011,37,69,27114,22669,-16.39%
일본,Yamanashi-ken,Koshu-shi,JP19012,47,93,33927,29237,-13.82%
일본,Yamanashi-ken,Chuo-shi,JP19013,39,80,31322,31216,-0.34%
